"排名","代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","一個月走勢圖","三個月走勢圖","一年走勢圖","三年走勢圖"
"935",="3528","安馳","市","10/12","","50.5","+0.1","+0.2","22","1.11","50.4","50.9","50.9","50.5","0.79","13.6","1.86","    ","    ","    ","    "
"936",="2380","虹光","市","10/12","","9.42","+0.18","+1.95","256","2.39","9.24","9.25","9.45","9.24","2.27","","1.86","    ","    ","    ","    "
"937",="3499","環天科","櫃","10/12","","18.4","0","0","90","1.66","18.4","18.25","18.5","18","2.72","","1.86","    ","    ","    ","    "
"938",="4129","聯合","櫃","10/12","","63.3","+0.6","+0.96","291","18.4","62.7","62.8","63.9","62.6","2.07","16.9","1.87","    ","    ","    ","    "
"939",="3704","合勤控","市","10/12","","47.7","-0.3","-0.62","3,291","158","48","48","48.75","47.6","2.4","9.48","1.87","    ","    ","    ","    "
"940",="6130","上亞科技","櫃","10/12","","33.5","-0.3","-0.89","9","0.3","33.8","33.6","33.6","33","1.78","27.2","1.87","    ","    ","    ","    "
"941",="3545","敦泰","市","10/12","","78.7","-0.1","-0.13","1,799","142","78.8","79.2","79.8","78.3","1.9","","1.87","    ","    ","    ","    "
"942",="3548","兆利","櫃","10/12","","138.5","+5.5","+4.14","4,287","588","133","134.5","140","134","4.51","23.8","1.87","    ","    ","    ","    "
"943",="3645","達邁","市","10/12","","39.9","+0.75","+1.92","395","15.5","39.15","39.3","39.9","39","2.3","","1.87","    ","    ","    ","    "
"944",="2014","中鴻","市","10/12","","21.85","+0.4","+1.86","3,005","65.1","21.45","21.65","21.9","21.45","2.1","","1.88","    ","    ","    ","    "
"945",="6668","中揚光","市","10/12","","37.15","+0.45","+1.23","359","13.6","36.7","37","38.85","36.55","6.27","","1.88","    ","    ","    ","    "
"946",="2414","精技","市","10/12","","33.15","+0.25","+0.76","64","2.11","32.9","33.05","33.2","32.8","1.22","12.7","1.88","    ","    ","    ","    "
"947",="4580","捷流閥業","櫃","10/12","","91.3","+0.3","+0.33","58","5.28","91","91.2","91.3","90.9","0.44","12.1","1.88","    ","    ","    ","    "
"948",="2073","雄順","櫃","10/12","","29.95","-0.05","-0.17","19","0.57","30","30","30.05","29.95","0.33","31.5","1.88","    ","    ","    ","    "
"949",="3494","誠研","市","10/12","","6.69","+0.06","+0.9","57","0.38","6.63","6.85","6.85","6.65","3.02","","1.88","    ","    ","    ","    "
"950",="5283","禾聯碩","市","10/12","","109","+0.5","+0.46","82","8.93","108.5","108.5","109","108","0.92","12.4","1.88","    ","    ","    ","    "
"951",="9933","中鼎","市","10/12","","39.85","+0.4","+1.01","1,544","61.2","39.45","39.45","39.85","39.4","1.14","19.1","1.88","    ","    ","    ","    "
"952",="5211","蒙恬","櫃","10/12","","24.3","-0.2","-0.82","26","0.64","24.5","24.65","24.65","24.2","1.84","","1.88","    ","    ","    ","    "
"953",="3118","進階","櫃","10/12","","30.15","-0.05","-0.17","58","1.75","30.2","30.2","30.3","30.05","0.83","15.7","1.89","    ","    ","    ","    "
"954",="3624","光頡","櫃","10/12","","51.2","+1.2","+2.4","860","43.5","50","50.1","51.3","49.8","3","15.2","1.89","    ","    ","    ","    "
"955",="2464","盟立","市","10/12","","38.55","+1.45","+3.91","1,040","39.9","37.1","38.05","38.9","37.6","3.5","38.6","1.89","    ","    ","    ","    "
"956",="5443","均豪","櫃","10/12","","30.7","+0.35","+1.15","215","6.58","30.35","30.5","30.85","30.5","1.15","19.2","1.89","    ","    ","    ","    "
"957",="1609","大亞","市","10/12","","35.5","+0.15","+0.42","7,391","262","35.35","35.5","35.75","35.2","1.56","8.28","1.89","    ","    ","    ","    "
"958",="2363","矽統","市","10/12","","44.95","+4.05","+9.9","211,797","9,280","40.9","43","44.95","42.2","6.72","58.4","1.89","    ","    ","    ","    "
"959",="6134","萬旭","櫃","10/12","","20.65","-0.05","-0.24","74","1.52","20.7","20.7","20.7","20.2","2.42","","1.89","    ","    ","    ","    "
"960",="6840","東研信超","櫃","10/12","","63.8","0","0","14","0.88","63.8","63.5","63.8","62.6","1.88","26.1","1.89","    ","    ","    ","    "
"961",="2066","世德","櫃","10/12","","81.9","-0.1","-0.12","97","7.95","82","81.9","83","81.9","1.34","10.1","1.9","    ","    ","    ","    "
"962",="3537","堡達","櫃","10/12","","38.5","+0.75","+1.99","291","11.2","37.75","37.9","38.75","37.9","2.25","11.6","1.9","    ","    ","    ","    "
"963",="8201","無敵","市","10/12","","16.8","+0.2","+1.2","149","2.51","16.6","16.85","17","16.7","1.81","","1.9","    ","    ","    ","    "
"964",="8176","智捷","櫃","10/12","","12.85","+0.75","+6.2","2,680","34.7","12.1","13.2","13.2","12.5","5.79","","1.9","    ","    ","    ","    "
"965",="3666","光耀","櫃","10/12","","29","+0.85","+3.02","592","17.2","28.15","29.95","29.95","28.25","6.04","","1.9","    ","    ","    ","    "
"966",="1535","中宇","市","10/12","","52.4","+0.1","+0.19","55","2.9","52.3","52.1","52.5","52.1","0.76","13.9","1.9","    ","    ","    ","    "
"967",="4190","佐登-KY","市","10/12","","66.7","+0.5","+0.76","22","1.47","66.2","66.8","66.9","66.5","0.6","185","1.9","    ","    ","    ","    "
"968",="4305","世坤","櫃","10/12","","36.4","+0.75","+2.1","62","2.26","35.65","36.8","37.2","36","3.37","14.4","1.9","    ","    ","    ","    "
"969",="8930","青鋼","櫃","10/12","","31.8","+0.2","+0.63","737","23.3","31.6","31.45","32","31.05","3.01","12.5","1.9","    ","    ","    ","    "
"970",="2020","美亞","市","10/12","","28.3","+0.3","+1.07","370","10.4","28","27.55","28.4","27.55","3.04","17.9","1.9","    ","    ","    ","    "
"971",="2065","世豐","櫃","10/12","","58","+0.3","+0.52","39","2.25","57.7","57.7","58","57.4","1.04","8.88","1.9","    ","    ","    ","    "
"972",="4130","健亞","櫃","10/12","","25.85","+0.2","+0.78","233","6.02","25.65","25.8","26.2","25.7","1.95","144","1.91","    ","    ","    ","    "
"973",="1586","和勤","櫃","10/12","","33.3","-0.3","-0.89","142","4.76","33.6","33.8","33.85","33.3","1.64","","1.91","    ","    ","    ","    "
"974",="2481","強茂","市","10/12","","64.7","+0.5","+0.78","703","45.2","64.2","64.3","64.8","63.7","1.71","24.6","1.92","    ","    ","    ","    "
"975",="8489","三貝德","櫃","10/12","","24.45","-0.05","-0.2","12","0.3","24.5","24.3","24.45","24.3","0.61","","1.92","    ","    ","    ","    "
"976",="4527","方土霖","櫃","10/12","","36.5","+0.35","+0.97","79","2.87","36.15","36.85","37.05","36.2","2.35","12","1.92","    ","    ","    ","    "
"977",="6662","樂斯科","櫃","10/12","","33","-0.3","-0.9","9","0.3","33.3","33.15","33.25","33","0.75","18.8","1.92","    ","    ","    ","    "
"978",="8941","關中","櫃","10/12","","59.4","0","0","7","0.4","59.4","59.4","59.5","59.4","0.17","10.5","1.92","    ","    ","    ","    "
"979",="2371","大同","市","10/12","","44.1","+0.4","+0.92","4,108","181","43.7","44","44.25","43.8","1.03","10.7","1.92","    ","    ","    ","    "
"980",="6216","居易","市","10/12","","34","+3","+9.68","7,930","266","31","31.9","34.1","31.5","8.39","28.6","1.92","    ","    ","    ","    "
"981",="8101","華冠","市","10/12","","4.6","+0.2","+4.55","42","0.19","4.4","4.5","4.6","4.49","2.5","","1.92","    ","    ","    ","    "
"982",="2402","毅嘉","市","10/12","","37.9","+0.5","+1.34","4,118","156","37.4","37.95","38.15","37.5","1.74","29.2","1.93","    ","    ","    ","    "
"983",="2399","映泰","市","10/12","","24.85","+0.75","+3.11","7,199","179","24.1","24.35","25.2","24.2","4.15","131","1.93","    ","    ","    ","    "
"984",="6494","九齊","櫃","10/12","","62.3","-0.4","-0.64","64","4.01","62.7","62.7","62.9","62.3","0.96","41.8","1.93","    ","    ","    ","    "
"985",="6416","瑞祺電通","市","10/12","","86.5","+1","+1.17","145","12.5","85.5","86","86.5","85.6","1.05","14.8","1.94","    ","    ","    ","    "
"986",="1568","倉佑","市","10/12","","30.35","+0.85","+2.88","2,826","85.2","29.5","29.6","30.5","29.25","4.24","19.5","1.94","    ","    ","    ","    "
"987",="5609","中菲行","櫃","10/12","","77.4","+0.3","+0.39","237","18.2","77.1","77.2","77.5","76.7","1.04","7.33","1.94","    ","    ","    ","    "
"988",="4916","事欣科","市","10/12","","38.65","-0.05","-0.13","2,085","79.8","38.7","38.3","38.8","37.75","2.71","27.6","1.94","    ","    ","    ","    "
"989",="6290","良維","櫃","10/12","","64.4","+0.8","+1.26","4,646","299","63.6","63.5","65","63.1","2.99","14.4","1.94","    ","    ","    ","    "
"990",="5015","華祺","櫃","10/12","","43.3","0","0","65","2.83","43.3","43.3","43.3","42.9","0.92","7.47","1.94","    ","    ","    ","    "
"991",="2910","統領","市","10/12","","27.55","+0.15","+0.55","21","0.58","27.4","28","28","27.2","2.92","29","1.94","    ","    ","    ","    "
"992",="3038","全台","市","10/12","","30.2","+0.65","+2.2","765","23","29.55","29.4","30.4","29.4","3.38","10.2","1.95","    ","    ","    ","    "
"993",="6214","精誠","市","10/12","","107.5","+1","+0.94","885","94.6","106.5","107","107.5","106","1.41","17.7","1.96","    ","    ","    ","    "
"994",="2462","良得電","市","10/12","","37.3","+0.2","+0.54","903","33.7","37.1","36.8","37.8","36.8","2.7","19.6","1.96","    ","    ","    ","    "
"995",="9802","鈺齊-KY","市","10/12","","129.5","-1.5","-1.15","1,112","145","131","131","132.5","128.5","3.05","8.22","1.96","    ","    ","    ","    "
"996",="1471","首利","市","10/12","","18.9","+0.2","+1.07","2,185","41.4","18.7","18.65","19.2","18.65","2.94","","1.97","    ","    ","    ","    "
"997",="6666","羅麗芬-KY","市","10/12","","65.3","-1.7","-2.54","99","6.47","67","67","67","64.5","3.73","52.7","1.97","    ","    ","    ","    "
"998",="8277","商丞","櫃","10/12","","12","+0.2","+1.69","372","4.43","11.8","11.8","12.05","11.8","2.12","","1.97","    ","    ","    ","    "
"999",="4153","鈺緯","櫃","10/12","","33.4","+0.4","+1.21","21","0.69","33","33","33.55","33","1.67","25.1","1.97","    ","    ","    ","    "
"1000",="3625","西勝","櫃","10/12","","14.95","+0.15","+1.01","121","1.8","14.8","14.75","15.1","14.7","2.7","","1.97","    ","    ","    ","    "
"1001",="3289","宜特","櫃","10/12","","90.2","+1.2","+1.35","841","75.9","89","89.3","91","88.9","2.36","14","1.98","    ","    ","    ","    "
"1002",="6761","穩得","櫃","10/12","","77.6","+0.1","+0.13","5","0.41","77.5","77.1","77.6","77.1","0.65","13.9","1.98","    ","    ","    ","    "
"1003",="2460","建通","市","10/12","","26.2","+1.3","+5.22","1,179","30.5","24.9","24.6","26.6","24.6","8.03","","1.98","    ","    ","    ","    "
"1004",="3167","大量","市","10/12","","51.3","+0.5","+0.98","62","3.14","50.8","50.3","51.3","50.3","1.97","","1.99","    ","    ","    ","    "
"1005",="4766","南寶","市","10/12","","204.5","+4","+2","183","37.1","200.5","200","204.5","200","2.24","13.3","1.99","    ","    ","    ","    "
"1006",="1712","興農","市","10/12","","37.9","+0.05","+0.13","1,532","57.9","37.85","37.95","37.95","37.35","1.59","11.7","1.99","    ","    ","    ","    "
"1007",="8112","至上","市","10/12","","55.6","+0.2","+0.36","3,481","194","55.4","55.9","56.3","55.3","1.81","19.7","1.99","    ","    ","    ","    "
"1008",="6292","迅德","櫃","10/12","","47","+0.15","+0.32","126","5.92","46.85","46.85","47.35","46.85","1.07","7.98","1.99","    ","    ","    ","    "
"1009",="6431","光麗-KY","市","10/12","","18.05","+0.1","+0.56","3","0.05","17.75","18.05","18.05","18.05","0","","2","    ","    ","    ","    "
"1010",="3346","麗清","市","10/12","","52.3","+2.4","+4.81","8,708","456","49.9","50.7","53.3","50.5","5.61","21.9","2.01","    ","    ","    ","    "
"1011",="3322","建舜電","櫃","10/12","","24.55","+0.1","+0.41","4,731","114","24.45","23.6","24.75","23.1","6.75","26.4","2.01","    ","    ","    ","    "
"1012",="8924","大田","櫃","10/12","","87.6","0","0","185","16.2","87.6","87.5","87.7","87","0.8","6.36","2.01","    ","    ","    ","    "
"1013",="3356","奇偶","市","10/12","","43.15","+1.15","+2.74","514","22","42","42.05","43.25","42.05","2.86","14.9","2.01","    ","    ","    ","    "
"1014",="3557","嘉威","市","10/12","","54.8","+2.9","+5.59","194","10.5","51.9","53.4","55.5","53.2","4.43","9.79","2.01","    ","    ","    ","    "
"1015",="6158","禾昌","櫃","10/12","","39.2","+0.4","+1.03","8,542","336","38.8","39.2","40.5","37.7","7.22","72.6","2.01","    ","    ","    ","    "
"1016",="3149","正達","市","10/12","","12.95","-0.4","-3","1,242","16.2","13.35","13.35","13.35","12.95","3","","2.01","    ","    ","    ","    "
"1017",="9939","宏全","市","10/12","","103.5","0","0","639","66","103.5","103.5","104.5","103","1.45","13.5","2.01","    ","    ","    ","    "
"1018",="6266","泰詠","櫃","10/12","","31.75","-0.2","-0.63","610","19.4","31.95","31.95","32","31.7","0.94","11.9","2.01","    ","    ","    ","    "
"1019",="4114","健喬","櫃","10/12","","36.95","-0.1","-0.27","778","28.8","37.05","37.1","37.2","36.9","0.81","21.4","2.01","    ","    ","    ","    "
"1020",="1713","國化","市","10/12","","35.5","+0.2","+0.57","77","2.74","35.3","35.3","35.7","35.2","1.42","14.3","2.01","    ","    ","    ","    "
"1021",="3380","明泰","市","10/12","","36.6","+0.05","+0.14","1,707","62.4","36.55","36.8","36.9","36.3","1.64","20.9","2.02","    ","    ","    ","    "
"1022",="4138","曜亞","櫃","10/12","","102.5","-0.5","-0.49","174","18","103","103","105","102.5","2.43","17.5","2.02","    ","    ","    ","    "
"1023",="4931","新盛力","櫃","10/12","","32.65","+0.5","+1.56","241","7.86","32.15","32.15","32.7","32.15","1.71","10.6","2.03","    ","    ","    ","    "
"1024",="3611","鼎翰","櫃","10/12","","243.5","+2.5","+1.04","102","24.8","241","241","245","240.5","1.87","10.9","2.03","    ","    ","    ","    "
"1025",="2546","根基","市","10/12","","73.8","0","0","75","5.53","73.8","73.2","74.3","73.2","1.49","6.68","2.03","    ","    ","    ","    "
"1026",="2423","固緯","市","10/12","","34.95","+0.8","+2.34","371","12.9","34.15","34.6","35.2","34.25","2.78","12.9","2.03","    ","    ","    ","    "
"1027",="6790","永豐實","市","10/12","","38.15","+0.25","+0.66","57","2.17","37.9","38","38.3","38","0.79","16.4","2.03","    ","    ","    ","    "
"1028",="8261","富鼎","市","10/12","","87.5","+3.5","+4.17","1,113","96.2","84","84.4","87.5","84.1","4.05","22.7","2.03","    ","    ","    ","    "
"1029",="4161","聿新科","櫃","10/12","","30.9","+0.5","+1.64","58","1.77","30.4","30.5","30.95","30.5","1.48","23.2","2.03","    ","    ","    ","    "
"1030",="3227","原相","櫃","10/12","","127.5","+7.5","+6.25","2,546","322","120","122","129","122","5.83","20.6","2.04","    ","    ","    ","    "
"1031",="2528","皇普","市","10/12","","28.35","+0.05","+0.18","80","2.27","28.3","28.3","28.35","28.15","0.71","28.6","2.04","    ","    ","    ","    "
"1032",="3206","志豐","櫃","10/12","","45.1","+0.65","+1.46","161","7.28","44.45","44.5","45.3","44.5","1.8","9.56","2.04","    ","    ","    ","    "
"1033",="8234","新漢","櫃","10/12","","45.85","+1.55","+3.5","290","13.1","44.3","44.3","45.85","44.2","3.72","7.58","2.05","    ","    ","    ","    "
"1034",="6190","萬泰科","櫃","10/12","","32.15","+0.05","+0.16","367","11.8","32.1","32.25","32.5","32.15","1.09","16.2","2.05","    ","    ","    ","    "
"1035",="4551","智伸科","市","10/12","","136.5","-1.5","-1.09","78","10.7","138","138","138","136.5","1.09","15.5","2.05","    ","    ","    ","    "
"1036",="2433","互盛電","市","10/12","","51.6","0","0","33","1.72","51.6","51.6","51.6","51.3","0.58","13.5","2.05","    ","    ","    ","    "
"1037",="6127","九豪","櫃","10/12","","22.8","+0.4","+1.79","131","2.97","22.4","22.45","22.85","22.45","1.79","32.1","2.05","    ","    ","    ","    "
"1038",="8215","明基材","市","10/12","","35.6","+0.75","+2.15","861","30.5","34.85","35.15","35.65","35","1.87","12.3","2.06","    ","    ","    ","    "
"1039",="1227","佳格","市","10/12","","37.85","+0.75","+2.02","408","15.3","37.1","37.3","37.85","37.2","1.75","29.3","2.06","    ","    ","    ","    "
"1040",="3518","柏騰","市","10/12","","34.45","+0.65","+1.92","164","5.62","33.8","33.8","34.8","33.8","2.96","86.1","2.06","    ","    ","    ","    "
"1041",="3564","其陽","櫃","10/12","","43.5","+1.5","+3.57","125","5.41","42","42.5","44","42.4","3.81","23.3","2.06","    ","    ","    ","    "
"1042",="2401","凌陽","市","10/12","","30.6","+0.85","+2.86","5,751","176","29.75","29.9","30.85","29.85","3.36","","2.06","    ","    ","    ","    "
"1043",="2013","中鋼構","市","10/12","","52.9","-0.1","-0.19","56","2.99","53","53","53.1","52.9","0.38","22","2.06","    ","    ","    ","    "
"1044",="6208","日揚","櫃","10/12","","47.5","+0.35","+0.74","102","4.8","47.15","47.15","47.85","46.8","2.23","13.4","2.06","    ","    ","    ","    "
"1045",="3213","茂訊","櫃","10/12","","77.6","+2.7","+3.6","922","70.7","74.9","74.1","77.9","74.1","5.07","12.9","2.06","    ","    ","    ","    "
"1046",="3128","昇銳","櫃","10/12","","30.1","+0.1","+0.33","127","3.85","30","30","30.6","29.95","2.17","21.5","2.07","    ","    ","    ","    "
"1047",="3088","艾訊","櫃","10/12","","83.6","+0.7","+0.84","1,032","86.2","82.9","82.3","84.2","82.2","2.41","10.4","2.07","    ","    ","    ","    "
"1048",="4576","大銀微系統","市","10/12","","65","+0.5","+0.78","15","0.97","64.5","64.2","65","64.2","1.24","80.2","2.07","    ","    ","    ","    "
"1049",="1730","花仙子","市","10/12","","56.6","-0.5","-0.88","66","3.76","57.1","57.1","57.1","56.5","1.05","15","2.07","    ","    ","    ","    "
"1050",="3441","聯一光","櫃","10/12","","38.05","+0.3","+0.79","65","2.47","37.75","37.9","38.3","37.8","1.32","25.9","2.07","    ","    ","    ","    "
"1051",="4976","佳凌","市","10/12","","40.1","+0.3","+0.75","173","6.9","39.8","40.1","40.15","39.85","0.75","","2.08","    ","    ","    ","    "
"1052",="4108","懷特","市","10/12","","20.45","+0.5","+2.51","595","12.2","19.95","19.95","20.8","19.95","4.26","","2.08","    ","    ","    ","    "
"1053",="5299","杰力","櫃","10/12","","124.5","+2","+1.63","38","4.67","122.5","123","124.5","122.5","1.63","17.4","2.08","    ","    ","    ","    "
"1054",="6277","宏正","市","10/12","","82.4","+0.2","+0.24","96","7.89","82.2","82.3","82.4","81.8","0.73","13.4","2.09","    ","    ","    ","    "
"1055",="6443","元晶","市","10/12","","28.15","+0.55","+1.99","2,660","74","27.6","27.75","28.15","27.45","2.54","28.7","2.09","    ","    ","    ","    "
"1056",="2427","三商電","市","10/12","","28.55","+0.7","+2.51","9,907","283","27.85","28.4","29.45","28.05","5.03","26.2","2.09","    ","    ","    ","    "
"1057",="6182","合晶","櫃","10/12","","45.85","+0.8","+1.78","2,598","118","45.05","45.1","45.85","44.65","2.66","15.8","2.1","    ","    ","    ","    "
"1058",="3522","御頂","櫃","10/12","","15.7","-0.3","-1.88","20","0.31","16","15.95","15.95","15.7","1.56","","2.1","    ","    ","    ","    "
"1059",="1210","大成","市","10/12","","53.2","+0.5","+0.95","896","47.4","52.7","52.9","53.2","52.7","0.95","15.2","2.1","    ","    ","    ","    "
"1060",="3630","新鉅科","櫃","10/12","","34.6","+0.55","+1.62","433","15","34.05","34.8","35.05","34.3","2.2","","2.1","    ","    ","    ","    "
"1061",="8937","合騏","櫃","10/12","","20.8","0","0","11","0.24","20.8","21.15","21.3","20.7","2.88","104","2.11","    ","    ","    ","    "
"1062",="2247","汎德永業","市","10/12","","313.5","+4.5","+1.46","97","30.2","309","310.5","314","308","1.94","14.9","2.11","    ","    ","    ","    "
"1063",="4915","致伸","市","10/12","","71.9","+0.7","+0.98","2,507","180","71.2","71.7","72.2","71.3","1.26","11.9","2.11","    ","    ","    ","    "
"1064",="2348","海悅","市","10/12","","81.9","+4.1","+5.27","611","49.3","77.8","78.9","81.9","78.9","3.86","12.8","2.12","    ","    ","    ","    "
"1065",="1536","和大","市","10/12","","66","-0.2","-0.3","458","30.2","66.2","65.9","66.2","65.5","1.06","26","2.12","    ","    ","    ","    "
"1066",="2049","上銀","市","10/12","","204.5","-1","-0.49","1,083","220","205.5","205.5","205.5","201.5","1.95","24.4","2.12","    ","    ","    ","    "
"1067",="1443","立益物流","市","10/12","","29","+0.1","+0.35","50","1.45","28.9","28.9","29","28.75","0.87","24","2.12","    ","    ","    ","    "
"1068",="2420","新巨","市","10/12","","47.4","+0.45","+0.96","424","20","46.95","46.95","47.7","46.95","1.6","11.6","2.12","    ","    ","    ","    "
"1069",="2035","唐榮","櫃","10/12","","31.85","+0.1","+0.31","23","0.73","31.75","31.95","31.95","31.75","0.63","","2.13","    ","    ","    ","    "
"1070",="2428","興勤","市","10/12","","143","+4","+2.88","323","45.8","139","141","143.5","139.5","2.88","15.5","2.13","    ","    ","    ","    "
"1071",="6435","大中","櫃","10/12","","96.7","+2.7","+2.87","319","30.6","94","96.1","97.3","95","2.45","21","2.13","    ","    ","    ","    "
"1072",="3663","鑫科","櫃","10/12","","34.3","+0.7","+2.08","105","3.59","33.6","34","34.3","33.8","1.49","64.7","2.13","    ","    ","    ","    "
"1073",="8183","精星","櫃","10/12","","52.6","+1","+1.94","1,639","86.3","51.6","52","53","51.9","2.13","11.3","2.14","    ","    ","    ","    "
"1074",="6160","欣技","櫃","10/12","","24.6","+2.2","+9.82","1,030","24.9","22.4","22.1","24.6","22.1","11.2","40.3","2.14","    ","    ","    ","    "
"1075",="2419","仲琦","市","10/12","","33.1","+1.1","+3.44","1,529","50","32","32.4","33.1","32.25","2.66","35.2","2.14","    ","    ","    ","    "
"1076",="3054","立萬利","市","10/12","","21","+0.3","+1.45","22","0.46","20.7","21.45","21.45","20.2","6.04","","2.15","    ","    ","    ","    "
"1077",="3260","威剛","櫃","10/12","","93.6","+1.4","+1.52","11,610","1,083","92.2","93.6","94.5","91.5","3.25","40","2.15","    ","    ","    ","    "
"1078",="6735","美達科技","櫃","10/12","","49","+1","+2.08","15","0.73","48","48","49","47.9","2.29","","2.15","    ","    ","    ","    "
"1079",="9921","巨大","市","10/12","","176.5","-0.5","-0.28","1,581","279","177","177.5","178.5","175","1.98","16.3","2.15","    ","    ","    ","    "
"1080",="6282","康舒","市","10/12","","43.45","+1.1","+2.6","15,095","658","42.35","43.65","44.65","43.05","3.78","67.9","2.15","    ","    ","    ","    "
"1081",="3685","元創精密","櫃","10/12","","23.5","+0.15","+0.64","126","2.95","23.35","23.35","23.6","23.15","1.93","","2.15","    ","    ","    ","    "
"1082",="3036","文曄","市","10/12","","119","+1","+0.85","12,338","1,467","118","120.5","121.5","117","3.81","25.5","2.15","    ","    ","    ","    "
"1083",="2352","佳世達","市","10/12","","44.4","-1.2","-2.63","11,631","518","45.6","45.75","45.8","44.2","3.51","10.7","2.15","    ","    ","    ","    "
"1084",="1732","毛寶","市","10/12","","24.4","+0.3","+1.24","26","0.63","24.1","24.3","24.4","24.3","0.41","","2.15","    ","    ","    ","    "
"1085",="3265","台星科","櫃","10/12","","89","+2.9","+3.37","1,589","140","86.1","86.3","89.3","86.3","3.48","14.9","2.15","    ","    ","    ","    "
"1086",="1789","神隆","市","10/12","","27.8","+0.2","+0.72","411","11.4","27.6","27.8","27.9","27.6","1.09","81.8","2.16","    ","    ","    ","    "
"1087",="3541","西柏","櫃","10/12","","39.8","0","0","83","3.29","39.8","39.3","40","39.3","1.76","29.5","2.16","    ","    ","    ","    "
"1088",="3058","立德","市","10/12","","19.6","+0.25","+1.29","226","4.41","19.35","19.35","19.65","19.35","1.55","122","2.16","    ","    ","    ","    "
"1089",="8049","晶采","櫃","10/12","","36.8","+0.4","+1.1","268","9.79","36.4","35.9","36.85","35.9","2.61","9.22","2.16","    ","    ","    ","    "
"1090",="6806","森崴能源","市","10/12","","104","+1","+0.97","841","87.5","103","104.5","104.5","103","1.46","81.2","2.16","    ","    ","    ","    "
"1091",="3646","艾恩特","櫃","10/12","","27.85","-0.1","-0.36","46","1.28","27.95","28.25","28.25","27.8","1.61","16.7","2.16","    ","    ","    ","    "
"1092",="6126","信音","櫃","10/12","","26.35","+0.5","+1.93","573","15","25.85","26.05","26.5","26.05","1.74","16.4","2.17","    ","    ","    ","    "
"1093",="1788","杏昌","櫃","10/12","","137","-1","-0.72","73","9.96","138","138.5","138.5","137","1.09","17.6","2.17","    ","    ","    ","    "
"1094",="4168","醣聯","櫃","10/12","","27.95","+0.3","+1.08","99","2.75","27.65","27.65","27.95","27.6","1.27","","2.17","    ","    ","    ","    "
"1095",="4536","拓凱","市","10/12","","176.5","-3","-1.67","650","116","179.5","180","181","176.5","2.51","7.79","2.17","    ","    ","    ","    "
"1096",="3402","漢科","櫃","10/12","","48.55","+0.25","+0.52","48","2.3","48.3","48.15","48.8","48.15","1.35","8.92","2.17","    ","    ","    ","    "
"1097",="4131","浩泰","櫃","10/12","","21.55","+0.05","+0.23","20","0.43","21.5","21.7","21.7","21.5","0.93","","2.17","    ","    ","    ","    "
"1098",="1319","東陽","市","10/12","","86.7","+7.8","+9.89","35,460","2,986","78.9","81","86.7","80.6","7.73","22.4","2.17","    ","    ","    ","    "
"1099",="6438","迅得","市","10/12","","108.5","+1.5","+1.4","2,852","310","107","108","110.5","107.5","2.8","11","2.17","    ","    ","    ","    "
"1100",="6486","互動","櫃","10/12","","70.2","0","0","96","6.73","70.2","70.1","70.4","70","0.57","11.8","2.17","    ","    ","    ","    "
"1101",="6649","台生材","櫃","10/12","","33.3","-0.2","-0.6","37","1.23","33.5","33.4","33.4","33","1.19","35.4","2.17","    ","    ","    ","    "
"1102",="6672","騰輝電子-KY","市","10/12","","91.6","+2.6","+2.92","1,064","97.1","89","89.5","93","89","4.49","15","2.17","    ","    ","    ","    "
"1103",="2305","全友","市","10/12","","23.2","+2.1","+9.95","2,333","53.8","21.1","21.95","23.2","21.55","7.82","","2.18","    ","    ","    ","    "
"1104",="6821","聯寶","櫃","10/12","","43.95","-0.05","-0.11","35","1.54","44","43.95","44","43.75","0.57","19.4","2.18","    ","    ","    ","    "
"1105",="3594","磐儀","櫃","10/12","","48.75","+0.15","+0.31","98","4.79","48.6","48.6","48.9","48.5","0.82","24.7","2.18","    ","    ","    ","    "
"1106",="3115","富榮綱","櫃","10/12","","10.9","0","0","0","0","10.9","10.9","10.9","10.9","0","","2.18","    ","    ","    ","    "
"1107",="4923","力士","櫃","10/12","","48.1","+0.7","+1.48","177","8.55","47.4","47.5","48.75","47.5","2.64","29.5","2.18","    ","    ","    ","    "
"1108",="3073","天方能源","櫃","10/12","","29.85","+1.05","+3.65","1","0.03","28.8","29.85","29.85","29.85","0","69.4","2.19","    ","    ","    ","    "
"1109",="3090","日電貿","市","10/12","","59.8","+0.2","+0.34","836","49.6","59.6","59.6","59.8","58.7","1.85","9.71","2.19","    ","    ","    ","    "
"1110",="4563","百德","櫃","10/12","","55.5","+0.3","+0.54","909","51.7","55.2","56.2","59.9","55.3","8.33","26.9","2.2","    ","    ","    ","    "
"1111",="6457","紘康","櫃","10/12","","52.2","+0.5","+0.97","111","5.78","51.7","51.7","52.6","51.5","2.13","","2.2","    ","    ","    ","    "
"1112",="6230","尼得科超眾","市","10/12","","139.5","+1.5","+1.09","52","7.16","138","139.5","139.5","136.5","2.17","14.3","2.2","    ","    ","    ","    "
"1113",="8279","生展","櫃","10/12","","163","+1.5","+0.93","7","1.16","161.5","161.5","163","161.5","0.93","14.3","2.2","    ","    ","    ","    "
