"排名","代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","一個月走勢圖","三個月走勢圖","一年走勢圖","三年走勢圖"
"365",="1459","聯發","市","10/12","","9.89","+0.09","+0.92","59","0.58","9.8","9.8","9.89","9.79","1.02","","1.13","    ","    ","    ","    "
"366",="3002","歐格","市","10/12","","13.75","+0.25","+1.85","156","2.13","13.5","13.5","13.8","13.5","2.22","106","1.13","    ","    ","    ","    "
"367",="2887","台新金","市","10/12","","18","+0.2","+1.12","14,806","266","17.8","17.8","18","17.8","1.12","13.1","1.13","    ","    ","    ","    "
"368",="1904","正隆","市","10/12","","28.4","+0.05","+0.18","1,010","28.6","28.35","28.45","28.45","28.2","0.88","36.9","1.13","    ","    ","    ","    "
"369",="5398","慕康生醫","櫃","10/12","","12.15","+0.15","+1.25","25","0.31","12","11.95","12.3","11.95","2.92","","1.13","    ","    ","    ","    "
"370",="5291","邑昇","櫃","10/12","","27.15","-0.1","-0.37","21","0.58","27.25","27.05","27.2","27.05","0.55","12","1.14","    ","    ","    ","    "
"371",="2816","旺旺保","市","10/12","","28.7","+0.7","+2.5","3,043","87","28","27.75","29.15","27.35","6.43","25","1.14","    ","    ","    ","    "
"372",="1612","宏泰","市","10/12","","25.6","+0.7","+2.81","2,113","53.8","24.9","25.1","25.7","25.1","2.41","14.8","1.14","    ","    ","    ","    "
"373",="5487","通泰","櫃","10/12","","25.8","0","0","0","0","25.8","25.8","25.8","25.8","0","","1.14","    ","    ","    ","    "
"374",="2033","佳大","市","10/12","","14.45","+0.15","+1.05","138","1.99","14.3","14.4","14.5","14.15","2.45","","1.14","    ","    ","    ","    "
"375",="5460","同協","櫃","10/12","","13.85","-0.1","-0.72","76","1.06","13.95","14.2","14.2","13.8","2.87","","1.14","    ","    ","    ","    "
"376",="5905","南仁湖","櫃","10/12","","12.2","+0.05","+0.41","4,016","49.1","12.15","12.1","12.5","12.05","3.7","","1.14","    ","    ","    ","    "
"377",="1722","台肥","市","10/12","","62.7","+0.2","+0.32","2,835","178","62.5","62.9","63","62","1.6","14.5","1.14","    ","    ","    ","    "
"378",="2906","高林","市","10/12","","17.05","+0.2","+1.19","220","3.75","16.85","16.85","17.15","16.85","1.78","38.8","1.14","    ","    ","    ","    "
"379",="1570","力肯","櫃","10/12","","19.9","-0.05","-0.25","33","0.66","19.95","19.7","20","19.7","1.5","14.6","1.15","    ","    ","    ","    "
"380",="4720","德淵","市","10/12","","14.35","0","0","295","4.23","14.35","14.25","14.45","14.25","1.39","59.8","1.15","    ","    ","    ","    "
"381",="6552","易華電","市","10/12","","37.2","+0.45","+1.22","44","1.63","36.75","37.4","37.4","36.5","2.45","","1.15","    ","    ","    ","    "
"382",="4991","環宇-KY","櫃","10/12","","33.85","+0.6","+1.8","51","1.71","33.25","34","34","33.25","2.26","","1.15","    ","    ","    ","    "
"383",="1101","台泥","市","10/12","","33.7","+0.6","+1.81","20,332","683","33.1","33.2","33.8","33.15","1.96","29.1","1.15","    ","    ","    ","    "
"384",="4535","至興","櫃","10/12","","36.3","-0.2","-0.55","45","1.63","36.5","36.3","36.8","36.3","1.37","14.8","1.16","    ","    ","    ","    "
"385",="3492","長盛","櫃","10/12","","18.05","-0.1","-0.55","9","0.16","18.15","18.15","18.15","18.05","0.55","18.8","1.16","    ","    ","    ","    "
"386",="2636","台驊投控","市","10/12","","72.1","-1.2","-1.64","1,340","96.2","73.3","73.4","73.5","71","3.41","7.51","1.16","    ","    ","    ","    "
"387",="6261","久元","櫃","10/12","","57.5","+0.5","+0.88","95","5.44","57","57","57.8","57","1.4","18.7","1.16","    ","    ","    ","    "
"388",="1735","日勝化","市","10/12","","17","+0.05","+0.29","10","0.17","16.95","16.9","17.15","16.9","1.47","35.4","1.16","    ","    ","    ","    "
"389",="2881","富邦金","市","10/12","","61.7","+0.1","+0.16","14,667","900","61.6","61.7","61.7","60.9","1.3","40.9","1.16","    ","    ","    ","    "
"390",="2324","仁寶","市","10/12","","30.8","0","0","17,317","532","30.8","31.05","31.1","30.45","2.11","20.4","1.16","    ","    ","    ","    "
"391",="2492","華新科","市","10/12","","108","+6","+5.88","5,812","617","102","102.5","108","102","5.88","45.8","1.16","    ","    ","    ","    "
"392",="6591","動力-KY","市","10/12","","54.8","+1","+1.86","434","23.7","53.8","54.6","55.1","54.3","1.49","18.3","1.16","    ","    ","    ","    "
"393",="1463","強盛","市","10/12","","15.5","0","0","142","2.19","15.5","15.45","15.5","15.35","0.97","19.1","1.16","    ","    ","    ","    "
"394",="6641","基士德-KY","市","10/12","","43.4","+0.4","+0.93","4","0.18","43","43","43.4","43","0.93","16.2","1.16","    ","    ","    ","    "
"395",="1813","寶利徠","櫃","10/12","","20.1","0","0","14","0.28","20.1","19.8","20.1","19.75","1.74","","1.17","    ","    ","    ","    "
"396",="3591","艾笛森","市","10/12","","23.05","+0.25","+1.1","308","7.12","22.8","23.1","23.3","22.85","1.97","154","1.17","    ","    ","    ","    "
"397",="2312","金寶","市","10/12","","15","+0.1","+0.67","3,316","49.6","14.9","15","15.1","14.85","1.68","27.3","1.17","    ","    ","    ","    "
"398",="1742","台蠟","櫃","10/12","","16.45","-0.05","-0.3","65","1.08","16.5","16.5","16.6","16.4","1.21","","1.17","    ","    ","    ","    "
"399",="4938","和碩","市","10/12","","78.9","+0.8","+1.02","5,155","405","78.1","78.7","79","78.1","1.15","12.8","1.17","    ","    ","    ","    "
"400",="6496","科懋","櫃","10/12","","28.6","+0.05","+0.18","6","0.18","28.55","28.6","28.6","28.6","0","","1.17","    ","    ","    ","    "
"401",="6770","力積電","市","10/12","","27.55","+0.5","+1.85","11,210","307","27.05","27.25","27.6","27.05","2.03","12.6","1.17","    ","    ","    ","    "
"402",="3047","訊舟","市","10/12","","13.85","+0.3","+2.21","576","7.93","13.55","13.55","13.9","13.55","2.58","18.5","1.17","    ","    ","    ","    "
"403",="8403","盛弘","櫃","10/12","","33","+0.15","+0.46","106","3.49","32.85","32.95","33.2","32.9","0.91","27.5","1.17","    ","    ","    ","    "
"404",="5534","長虹","市","10/12","","73.8","-0.5","-0.67","283","20.9","74.3","74.1","74.2","73.6","0.81","16.4","1.17","    ","    ","    ","    "
"405",="6506","雙邦","櫃","10/12","","17.45","+0.05","+0.29","4","0.07","17.4","17.7","17.7","17.45","1.44","218","1.17","    ","    ","    ","    "
"406",="3306","鼎天","櫃","10/12","","50.4","+1.4","+2.86","612","30.6","49","49","50.8","49","3.67","66.3","1.17","    ","    ","    ","    "
"407",="8150","南茂","市","10/12","","38.5","+0.3","+0.79","1,252","48","38.2","38.45","38.55","38.2","0.92","17","1.18","    ","    ","    ","    "
"408",="1598","岱宇","市","10/12","","34.05","+0.15","+0.44","101","3.45","33.9","33.95","34.05","33.8","0.74","","1.18","    ","    ","    ","    "
"409",="1307","三芳","市","10/12","","25.35","+0.6","+2.42","329","8.25","24.75","24.75","25.35","24.75","2.42","18.5","1.18","    ","    ","    ","    "
"410",="5302","太欣","櫃","10/12","","9.86","-0.13","-1.3","386","3.84","9.99","9.95","10.1","9.8","3","","1.18","    ","    ","    ","    "
"411",="6113","亞矽","櫃","10/12","","13.9","0","0","156","2.17","13.9","13.9","14.05","13.8","1.8","63.2","1.18","    ","    ","    ","    "
"412",="4420","光明","櫃","10/12","","30.45","+0.4","+1.33","1","0.04","30.05","30.45","30.45","30.45","0","","1.18","    ","    ","    ","    "
"413",="6173","信昌電","櫃","10/12","","45.5","+1.5","+3.41","581","26.3","44","44.05","45.8","44.05","3.98","19.1","1.18","    ","    ","    ","    "
"414",="2485","兆赫","市","10/12","","22.9","+0.4","+1.78","3,103","71.3","22.5","22.8","23.15","22.8","1.56","95.4","1.18","    ","    ","    ","    "
"415",="1802","台玻","市","10/12","","18.9","+0.05","+0.27","9,184","173","18.85","18.95","19","18.65","1.86","","1.18","    ","    ","    ","    "
"416",="1618","合機","市","10/12","","27.85","+0.55","+2.01","2,395","66.4","27.3","27.15","28","27.15","3.11","20.8","1.19","    ","    ","    ","    "
"417",="6147","頎邦","櫃","10/12","","67.5","+0.7","+1.05","1,179","79.2","66.8","67","67.5","66.8","1.05","10.4","1.19","    ","    ","    ","    "
"418",="4564","元翎","市","10/12","","26.2","-0.2","-0.76","685","18","26.4","26.8","26.8","26.2","2.27","","1.19","    ","    ","    ","    "
"419",="3652","精聯","市","10/12","","28.4","+0.4","+1.43","76","2.16","28","28.05","28.65","28.05","2.14","37.4","1.19","    ","    ","    ","    "
"420",="1587","吉茂","市","10/12","","23.5","+0.25","+1.08","58","1.37","23.25","23.25","23.55","23.25","1.29","18.2","1.19","    ","    ","    ","    "
"421",="8039","台虹","市","10/12","","42.65","+0.25","+0.59","263","11.2","42.4","42.9","42.9","42.35","1.3","24.5","1.19","    ","    ","    ","    "
"422",="5488","松普","櫃","10/12","","12.05","+0.25","+2.12","341","4.12","11.8","11.85","12.25","11.85","3.39","14.9","1.19","    ","    ","    ","    "
"423",="4569","六方科-KY","市","10/12","","96.8","+0.2","+0.21","33","3.2","96.6","97.1","97.1","96.8","0.31","","1.19","    ","    ","    ","    "
"424",="3372","典範","櫃","10/12","","13.3","-0.05","-0.37","124","1.64","13.35","13.4","13.4","13.2","1.5","","1.19","    ","    ","    ","    "
"425",="2109","華豐","市","10/12","","14.05","+0.15","+1.08","90","1.27","13.9","13.95","14.05","13.95","0.72","11.8","1.2","    ","    ","    ","    "
"426",="1608","華榮","市","10/12","","20.55","+0.25","+1.23","687","14","20.3","20.35","20.55","20.25","1.48","11.4","1.2","    ","    ","    ","    "
"427",="2516","新建","市","10/12","","7.8","-0.05","-0.64","3,049","23.8","7.85","7.85","7.98","7.61","4.71","","1.2","    ","    ","    ","    "
"428",="3171","新洲","櫃","10/12","","17.65","+0.05","+0.28","172","3.03","17.6","17.7","17.7","17.6","0.57","8.49","1.2","    ","    ","    ","    "
"429",="1108","幸福","市","10/12","","14.25","+0.25","+1.79","630","8.97","14","14","14.5","14","3.57","8.38","1.2","    ","    ","    ","    "
"430",="2596","綠意","櫃","10/12","","23.35","-0.05","-0.21","91","2.11","23.4","23.25","23.4","23.2","0.85","","1.2","    ","    ","    ","    "
"431",="6269","台郡","市","10/12","","88.7","+0.5","+0.57","875","77.5","88.2","89","89","88.2","0.91","9.11","1.2","    ","    ","    ","    "
"432",="6706","惠特","市","10/12","","62.6","-0.6","-0.95","250","15.6","63.2","63.5","63.5","62.1","2.22","44.7","1.2","    ","    ","    ","    "
"433",="4111","濟生","櫃","10/12","","25.15","0","0","96","2.4","25.15","25.3","25.3","25.05","0.99","10.2","1.2","    ","    ","    ","    "
"434",="1776","展宇","市","10/12","","16.55","-0.05","-0.3","46","0.76","16.6","16.55","16.65","16.45","1.2","331","1.2","    ","    ","    ","    "
"435",="2885","元大金","市","10/12","","25.65","+0.15","+0.59","18,211","465","25.5","25.5","25.65","25.25","1.57","13.1","1.2","    ","    ","    ","    "
"436",="3294","英濟","櫃","10/12","","18.8","+0.1","+0.53","113","2.12","18.7","19.05","19.05","18.65","2.14","","1.2","    ","    ","    ","    "
"437",="5215","科嘉-KY","市","10/12","","60.6","+5.5","+9.98","1,476","88.5","55.1","58.4","60.6","57.3","5.99","15.1","1.2","    ","    ","    ","    "
"438",="2369","菱生","市","10/12","","17.7","+0.7","+4.12","1,676","29.4","17","17.1","17.75","17.1","3.82","","1.2","    ","    ","    ","    "
"439",="1527","鑽全","市","10/12","","39.4","-0.05","-0.13","109","4.29","39.45","39.35","39.55","39.3","0.63","10.9","1.2","    ","    ","    ","    "
"440",="8410","森田","櫃","10/12","","52.1","-0.5","-0.95","109","5.72","52.6","52.6","53.2","51.7","2.85","96.5","1.2","    ","    ","    ","    "
"441",="3388","崇越電","櫃","10/12","","69.3","0","0","25","1.75","69.3","69.3","69.5","69.1","0.58","19.5","1.2","    ","    ","    ","    "
"442",="8367","建新國際","市","10/12","","39.9","+0.1","+0.25","11","0.44","39.8","39.75","39.9","39.7","0.5","10.8","1.21","    ","    ","    ","    "
"443",="8042","金山電","櫃","10/12","","35.45","+0.5","+1.43","5","0.19","34.95","35.5","35.5","35.45","0.14","169","1.21","    ","    ","    ","    "
"444",="1323","永裕","市","10/12","","31.5","0","0","29","0.92","31.5","31.45","31.5","31.4","0.32","18.2","1.21","    ","    ","    ","    "
"445",="2545","皇翔","市","10/12","","38.8","0","0","197","7.64","38.8","38.75","38.9","38.65","0.64","45.1","1.21","    ","    ","    ","    "
"446",="3484","崧騰","櫃","10/12","","41.5","-0.25","-0.6","61","2.54","41.75","41.5","41.6","41.5","0.24","20","1.21","    ","    ","    ","    "
"447",="2606","裕民","市","10/12","","46.75","+0.4","+0.86","4,479","207","46.35","46.35","46.9","45.75","2.48","11.5","1.21","    ","    ","    ","    "
"448",="2211","長榮鋼","市","10/12","","70","+0.3","+0.43","513","35.9","69.7","70","70.3","69.4","1.29","8.6","1.21","    ","    ","    ","    "
"449",="4538","大詠城","櫃","10/12","","18.75","0","0","21","0.4","18.75","18.8","18.9","18.7","1.07","9.72","1.21","    ","    ","    ","    "
"450",="4106","雃博","市","10/12","","27.5","+0.3","+1.1","70","1.9","27.2","27.2","27.5","27.2","1.1","15.3","1.22","    ","    ","    ","    "
"451",="1525","江申","市","10/12","","76.3","+1.1","+1.46","24","1.79","75.2","75.3","76.3","75.3","1.33","14.2","1.22","    ","    ","    ","    "
"452",="6109","亞元","櫃","10/12","","13.7","+0.1","+0.74","182","2.49","13.6","13.7","13.75","13.5","1.84","14.6","1.22","    ","    ","    ","    "
"453",="2535","達欣工","市","10/12","","34.1","+0.15","+0.44","629","21.4","33.95","33.95","34.1","33.85","0.74","9.05","1.22","    ","    ","    ","    "
"454",="9945","潤泰新","市","10/12","","35.75","+0.4","+1.13","3,409","121","35.35","35.5","35.75","35.15","1.7","25","1.22","    ","    ","    ","    "
"455",="4562","穎漢","市","10/12","","15.1","-0.05","-0.33","36","0.54","15.15","15.15","15.15","15.05","0.66","","1.22","    ","    ","    ","    "
"456",="4714","永捷","櫃","10/12","","13.4","-0.65","-4.63","4,059","54.1","14.05","13.35","13.55","13.1","3.2","","1.22","    ","    ","    ","    "
"457",="1617","榮星","市","10/12","","16.1","-0.2","-1.23","49","0.79","16.3","16.2","16.2","16.1","0.61","59.6","1.23","    ","    ","    ","    "
"458",="2022","聚亨","市","10/12","","12.85","+0.25","+1.98","442","5.68","12.6","12.65","12.9","12.65","1.98","","1.23","    ","    ","    ","    "
"459",="4528","江興鍛","櫃","10/12","","31.6","+0.1","+0.32","23","0.73","31.5","32","32","31.45","1.75","15.3","1.23","    ","    ","    ","    "
"460",="2337","旺宏","市","10/12","","32.8","+0.05","+0.15","4,682","153","32.75","32.85","32.95","32.2","2.29","22","1.23","    ","    ","    ","    "
"461",="6508","惠光","櫃","10/12","","33.95","+0.15","+0.44","86","2.93","33.8","33.9","34","33.8","0.59","15.6","1.23","    ","    ","    ","    "
"462",="3041","揚智","市","10/12","","18.15","+0.4","+2.25","532","9.59","17.75","17.9","18.2","17.8","2.25","","1.23","    ","    ","    ","    "
"463",="8935","邦泰","櫃","10/12","","11.85","+0.2","+1.72","15","0.18","11.95","11.65","11.9","11.65","2.15","","1.23","    ","    ","    ","    "
"464",="2367","燿華","市","10/12","","18.6","+0.4","+2.2","3,266","60.6","18.2","18.45","18.65","18.4","1.37","43.3","1.23","    ","    ","    ","    "
"465",="2459","敦吉","市","10/12","","57.9","+0.3","+0.52","30","1.75","57.6","57.7","57.9","57.5","0.69","10.7","1.23","    ","    ","    ","    "
"466",="1110","東泥","市","10/12","","19.1","+0.2","+1.06","122","2.33","18.9","19","19.2","18.9","1.59","38.2","1.23","    ","    ","    ","    "
"467",="3312","弘憶股","市","10/12","","18.55","0","0","132","2.45","18.55","18.65","18.65","18.5","0.81","9.42","1.24","    ","    ","    ","    "
"468",="2025","千興","市","10/12","","8.02","0","0","2,041","16.2","8.02","7.93","8.09","7.76","4.11","2.71","1.24","    ","    ","    ","    "
"469",="5876","上海商銀","市","10/12","","44.4","+0.05","+0.11","3,842","170","44.35","44.4","44.4","44.05","0.79","12.4","1.24","    ","    ","    ","    "
"470",="3551","世禾","櫃","10/12","","73.7","-0.4","-0.54","97","7.13","74.1","73.1","74","73.1","1.21","12","1.24","    ","    ","    ","    "
"471",="2002","中鋼","市","10/12","","24.85","+0.25","+1.02","22,794","565","24.6","24.75","24.95","24.5","1.83","","1.24","    ","    ","    ","    "
"472",="2008","高興昌","市","10/12","","20.6","+0.2","+0.98","30","0.61","20.4","20.4","20.6","20.4","0.98","8.58","1.24","    ","    ","    ","    "
"473",="4722","國精化","市","10/12","","34.25","+0.05","+0.15","33","1.13","34.2","34.2","34.25","34.15","0.29","26.8","1.24","    ","    ","    ","    "
"474",="4534","慶騰","櫃","10/12","","9.91","+0.17","+1.75","59","0.58","9.74","9.74","9.94","9.73","2.16","","1.24","    ","    ","    ","    "
"475",="8104","錸寶","市","10/12","","35","+0.5","+1.45","53","1.82","34.5","34.3","35","34.3","2.03","175","1.24","    ","    ","    ","    "
"476",="4207","環泰","櫃","10/12","","16.25","-0.05","-0.31","835","13.6","16.3","16.4","16.45","16.2","1.53","16.4","1.24","    ","    ","    ","    "
"477",="6512","啟發電","櫃","10/12","","19.9","0","0","0","0","19.9","19.9","19.9","19.9","0","","1.24","    ","    ","    ","    "
"478",="2235","謚源","櫃","10/12","","43.5","+0.5","+1.16","3","0.13","43","43","43.5","43","1.16","14.5","1.25","    ","    ","    ","    "
"479",="6171","大城地產","櫃","10/12","","21.5","0","0","7","0.15","21.5","21.55","21.55","21.5","0.23","7.57","1.25","    ","    ","    ","    "
"480",="8905","裕國","櫃","10/12","","29.6","0","0","84","2.49","29.6","29.6","29.75","29.6","0.51","13.5","1.25","    ","    ","    ","    "
"481",="2904","匯僑","市","10/12","","19.1","+0.1","+0.53","32","0.61","19","19","19.1","18.9","1.05","14","1.25","    ","    ","    ","    "
"482",="2850","新產","市","10/12","","62.9","+1.4","+2.28","377","23.6","61.5","61.7","63.3","61.5","2.93","8.92","1.25","    ","    ","    ","    "
"483",="1611","中電","市","10/12","","16.5","+0.25","+1.54","302","4.97","16.25","16.25","16.5","16.25","1.54","48.5","1.25","    ","    ","    ","    "
"484",="8054","安國","櫃","10/12","","38","+0.65","+1.74","970","36.6","37.35","37.5","38.1","37","2.95","","1.25","    ","    ","    ","    "
"485",="1414","東和","市","10/12","","17.6","+0.1","+0.57","48","0.84","17.5","17.45","17.7","17.45","1.43","83.8","1.25","    ","    ","    ","    "
"486",="2891","中信金","市","10/12","","25.2","+0.3","+1.2","50,018","1,254","24.9","25","25.25","24.75","2.01","13.7","1.25","    ","    ","    ","    "
"487",="5315","光聯","櫃","10/12","","18.1","+0.25","+1.4","91","1.63","17.85","17.85","18.1","17.85","1.4","9.1","1.26","    ","    ","    ","    "
"488",="4417","金洲","櫃","10/12","","39.55","+0.25","+0.64","7","0.28","39.3","39.75","39.75","39.55","0.51","8.17","1.26","    ","    ","    ","    "
"489",="8450","霹靂","櫃","10/12","","23","0","0","55","1.26","23","22.9","23.05","22.85","0.87","","1.26","    ","    ","    ","    "
"490",="5603","陸海","櫃","10/12","","20.7","+0.3","+1.47","209","4.3","20.4","20.5","20.7","20.4","1.47","10.2","1.26","    ","    ","    ","    "
"491",="2406","國碩","市","10/12","","14.95","+0.35","+2.4","390","5.8","14.6","14.65","14.95","14.6","2.4","","1.26","    ","    ","    ","    "
"492",="1711","永光","市","10/12","","19.3","+0.15","+0.78","544","10.5","19.15","19.25","19.35","19.15","1.04","55.1","1.26","    ","    ","    ","    "
"493",="6259","百徽","櫃","10/12","","19.3","0","0","11","0.21","19.3","19.55","19.55","19.1","2.33","22.2","1.26","    ","    ","    ","    "
"494",="2359","所羅門","市","10/12","","36.9","+0.55","+1.51","819","30.1","36.35","36.7","36.95","36.5","1.24","11.4","1.26","    ","    ","    ","    "
"495",="3048","益登","市","10/12","","23.3","+0.35","+1.53","331","7.68","22.95","23.25","23.3","23","1.31","31.5","1.26","    ","    ","    ","    "
"496",="1339","昭輝","市","10/12","","62.5","-0.5","-0.79","1,814","111","63","61.5","62.5","60.3","3.49","13.6","1.27","    ","    ","    ","    "
"497",="3188","鑫龍騰","櫃","10/12","","15.75","0","0","330","5.12","15.75","15.8","15.85","15.3","3.49","25.8","1.27","    ","    ","    ","    "
"498",="4545","銘鈺","市","10/12","","30","+0.3","+1.01","40","1.19","29.7","29.7","30","29.45","1.85","20.4","1.27","    ","    ","    ","    "
"499",="2442","新美齊","市","10/12","","20.4","+0.65","+3.29","2,202","44.4","19.75","19.75","20.4","19.65","3.8","30.9","1.27","    ","    ","    ","    "
"500",="4127","天良","櫃","10/12","","13.55","+0.15","+1.12","24","0.33","13.4","13.4","13.55","13.4","1.12","17.2","1.27","    ","    ","    ","    "
"501",="2408","南亞科","市","10/12","","71","+0.3","+0.42","20,211","1,405","70.7","69.4","71.2","67.3","5.52","","1.27","    ","    ","    ","    "
"502",="4971","IET-KY","櫃","10/12","","57.6","+0.3","+0.52","5","0.29","57.3","58.5","58.5","57.6","1.57","58.8","1.28","    ","    ","    ","    "
"503",="2070","精湛","櫃","10/12","","29.8","-0.25","-0.83","10","0.3","30.05","30","30","29.8","0.67","17.7","1.28","    ","    ","    ","    "
"504",="1726","永記","市","10/12","","73.8","+0.1","+0.14","16","1.18","73.7","73.7","73.8","73.4","0.54","15.1","1.28","    ","    ","    ","    "
"505",="9912","偉聯","市","10/12","","10.1","-0.1","-0.98","73","0.73","10.2","10.05","10.2","9.99","2.06","","1.28","    ","    ","    ","    "
"506",="2357","華碩","市","10/12","","377.5","+1","+0.27","5,632","2,126","376.5","377","385","375","2.66","85.6","1.28","    ","    ","    ","    "
"507",="1504","東元","市","10/12","","49.8","+1.3","+2.68","7,954","395","48.5","49.25","50.1","49.1","2.06","18","1.28","    ","    ","    ","    "
"508",="8437","大地-KY","櫃","10/12","","64.8","-4.7","-6.76","173","11.3","69.5","69","69","64.1","7.05","34.1","1.28","    ","    ","    ","    "
"509",="3332","幸康","櫃","10/12","","43.05","0","0","1","0.02","43.05","43.05","43.05","43.05","0","9.36","1.28","    ","    ","    ","    "
"510",="2913","農林","市","10/12","","20.9","+0.25","+1.21","1,584","33","20.65","20.7","20.95","20.65","1.45","","1.28","    ","    ","    ","    "
"511",="1708","東鹼","市","10/12","","32.15","-0.25","-0.77","580","18.6","32.4","32.4","32.4","31.7","2.16","32.8","1.28","    ","    ","    ","    "
"512",="1709","和益","市","10/12","","21.25","+0.15","+0.71","256","5.42","21.1","21.05","21.25","21.05","0.95","16.3","1.28","    ","    ","    ","    "
"513",="8383","千附","櫃","10/12","","37.4","0","0","83","3.1","37.4","37.5","37.6","37.35","0.67","28.8","1.28","    ","    ","    ","    "
"514",="5206","坤悅","櫃","10/12","","23.6","0","0","158","3.7","23.6","23.6","23.8","23.3","2.12","22.7","1.29","    ","    ","    ","    "
"515",="2250","IKKA-KY","市","10/12","","69.3","+0.9","+1.32","81","5.65","68.4","69","70","69","1.46","29.9","1.29","    ","    ","    ","    "
"516",="5228","鈺鎧","櫃","10/12","","22.15","+0.1","+0.45","28","0.62","22.05","22.05","22.65","22.05","2.72","158","1.29","    ","    ","    ","    "
"517",="2890","永豐金","市","10/12","","18.45","+0.2","+1.1","26,790","492","18.25","18.3","18.45","18.1","1.92","12.5","1.29","    ","    ","    ","    "
"518",="5523","豐謙","櫃","10/12","","25.1","0","0","19","0.48","25.1","25","25.1","25","0.4","9.09","1.3","    ","    ","    ","    "
"519",="2344","華邦電","市","10/12","","28.9","+0.95","+3.4","87,928","2,517","27.95","28.1","29.1","27.6","5.37","46.6","1.3","    ","    ","    ","    "
"520",="5328","華容","櫃","10/12","","13.7","+0.15","+1.11","378","5.18","13.55","13.6","13.8","13.55","1.85","22.1","1.3","    ","    ","    ","    "
"521",="4924","欣厚-KY","櫃","10/12","","12.35","+1.1","+9.78","159","1.96","11.25","11.85","12.35","11.85","4.44","","1.3","    ","    ","    ","    "
"522",="2032","新鋼","市","10/12","","16.5","+0.1","+0.61","50","0.82","16.4","16.5","16.5","16.3","1.22","","1.3","    ","    ","    ","    "
"523",="9924","福興","市","10/12","","43.95","+1.3","+3.05","1,390","61.3","42.65","43.5","44.8","43.4","3.28","9.94","1.3","    ","    ","    ","    "
"524",="4566","時碩工業","市","10/12","","52.6","+0.6","+1.15","304","16","52","52","53","52","1.92","12.6","1.3","    ","    ","    ","    "
"525",="9908","大台北","市","10/12","","32.95","+0.05","+0.15","63","2.08","32.9","32.95","32.95","32.8","0.46","15.7","1.3","    ","    ","    ","    "
"526",="2332","友訊","市","10/12","","20","+0.3","+1.52","3,094","61.7","19.7","19.75","20.2","19.75","2.28","14.7","1.3","    ","    ","    ","    "
"527",="1201","味全","市","10/12","","18.6","0","0","556","10.3","18.6","18.6","18.6","18.4","1.08","43.3","1.31","    ","    ","    ","    "
"528",="1324","地球","市","10/12","","16.5","+0.9","+5.77","4,935","81.2","15.6","15.85","16.95","15.85","7.05","51.6","1.31","    ","    ","    ","    "
"529",="3535","晶彩科","市","10/12","","18.25","+0.15","+0.83","109","1.98","18.1","18.1","18.4","18","2.21","18.1","1.31","    ","    ","    ","    "
"530",="6220","岳豐","櫃","10/12","","30.6","-0.05","-0.16","3,385","102","30.65","29.8","30.85","29.3","5.06","7.25","1.31","    ","    ","    ","    "
"531",="6023","元大期","櫃","10/12","","60","+0.2","+0.33","146","8.7","59.8","59.5","60.2","59.5","1.17","10.7","1.31","    ","    ","    ","    "
"532",="4148","全宇生技-KY","市","10/12","","45","-0.3","-0.66","70","3.15","45.3","45.2","45.9","44.5","3.09","10.1","1.32","    ","    ","    ","    "
"533",="2504","國產","市","10/12","","25.45","-0.1","-0.39","968","24.6","25.55","25.6","25.6","25.4","0.78","10.2","1.32","    ","    ","    ","    "
"534",="8923","時報","櫃","10/12","","18.75","0","0","1","0.01","18.75","18.75","18.75","18.75","0","22.6","1.32","    ","    ","    ","    "
"535",="3689","湧德","櫃","10/12","","53.5","+0.6","+1.13","698","37.3","52.9","53","53.9","53","1.7","13.2","1.32","    ","    ","    ","    "
"536",="6156","松上","櫃","10/12","","24.4","+0.1","+0.41","4,165","102","24.3","24.6","25.05","23.95","4.53","9.1","1.32","    ","    ","    ","    "
"537",="3682","亞太電","市","10/12","","6.58","+0.08","+1.23","1,242","8.15","6.5","6.51","6.59","6.51","1.23","","1.32","    ","    ","    ","    "
"538",="2484","希華","市","10/12","","31.75","+0.1","+0.32","328","10.4","31.65","31.7","31.85","31.65","0.63","9.71","1.33","    ","    ","    ","    "
"539",="8929","富堡","櫃","10/12","","20.25","-0.15","-0.74","13","0.26","20.6","20.2","20.25","20.2","0.25","","1.33","    ","    ","    ","    "
"540",="3296","勝德","市","10/12","","15.7","+0.2","+1.29","201","3.14","15.5","15.6","15.8","15.55","1.61","","1.33","    ","    ","    ","    "
"541",="3057","喬鼎","市","10/12","","11.75","+0.15","+1.29","94","1.1","11.6","11.75","11.75","11.65","0.86","","1.33","    ","    ","    ","    "
"542",="4109","加捷生醫","櫃","10/12","","13.15","0","0","19","0.26","13.15","13.15","13.2","13.15","0.38","","1.33","    ","    ","    ","    "
"543",="1310","台苯","市","10/12","","15.65","+0.15","+0.97","380","5.93","15.5","15.6","15.65","15.5","0.97","","1.33","    ","    ","    ","    "
"544",="1817","凱撒衛","市","10/12","","35.5","+0.2","+0.57","24","0.87","35.3","35.3","35.5","35.3","0.57","10.6","1.33","    ","    ","    ","    "
"545",="4426","利勤","市","10/12","","20.85","0","0","188","3.92","20.85","20.85","21.2","20.7","2.4","74.5","1.33","    ","    ","    ","    "
