"排名","代號","名稱","成交","漲跌價","漲跌幅","EPS平均","EPS合計","股利平均","股利合計","平均分配率","2012分配率","2013分配率","2014分配率","2015分配率","2016分配率","2017分配率","2018分配率","2019分配率","2020分配率","2021分配率","2022分配率","2023分配率"
"718",="5464","霖宏","30.3","-0.05","-0.16","1.44","17.25","1.16","13.87","30.8","78.7","101","86.9","81.2","85.2","88.9","0","34.7","-278","0","41.6","49.4"
"719",="5538","東明-KY","37.4","-0.4","-1.06","3.22","35.39","2.04","22.43","81.4","","278","80.1","72.1","70.4","71.9","61.4","62.7","54.2","60.5","40","44.2"
"720",="5604","中連","48.7","0","0","3.1","37.17","3.2","38.34","132","90","122","144","151","84","205","190","93.1","91.9","90.3","90.4","235"
"721",="6112","邁達特","68.4","0","0","2.61","31.31","2.5","30","96.3","126","117","119","80","81.6","80.6","89.3","87.4","116","85.9","81.4","91.3"
"722",="6151","晉倫","26.85","+0.05","+0.19","1.99","23.85","1.72","20.6","87.6","90.4","89.1","85.4","92.3","84","84.9","94.8","89","75.2","85.3","74.3","107"
"723",="6210","慶生","33.7","-0.3","-0.88","3.76","45.13","3.05","36.6","94.2","78.5","66.4","81.8","69.3","74.1","61.2","84.1","101","69","92.6","102","250"
"724",="6426","統新","66.5","-1.6","-2.35","2.4","26.42","2.01","22.07","156","","102","48.3","50.4","83.3","53.8","61.2","427","71.9","69.8","667","85.8"
"725",="6606","建德工業","26.5","+0.05","+0.19","1.83","9.17","1.59","7.96","104","","","","","","","","53.1","156","51.3","125","136"
"726",="6671","三能-KY","42.3","+0.15","+0.36","3.42","20.5","3","18","87.7","","","","","","","88.5","91.5","96.5","82","85.7","82.3"
"727",="6693","廣閎科","62.3","+2.1","+3.49","1.48","7.38","0.88","4.42","36.9","","","","","","","","0","0","27.3","76.4","80.6"
"728",="6835","圓裕","42","-0.1","-0.24","3.25","9.75","2","6","63.3","","","","","","","","","","67","73.5","49.4"
"729",="6841","長佳智能","114","+10","+9.62","0.46","0.93","1","2","64.9","","","","","","","","","","","0","130"
"730",="6869","雲豹能源-創","94.3","+0.1","+0.11","3.16","6.33","1.1","2.2","29.2","","","","","","","","","","","8.7","49.6"
"731",="8021","尖點","33.95","+2.1","+6.59","1.98","23.76","1.23","14.75","61.2","47.9","45","44.8","53.6","58.2","58.8","26.7","71","89.6","79.9","73.1","85.5"
"732",="8024","佑華","23.05","+0.35","+1.54","0.47","5.63","0.6","7.23","122","62.8","289","167","49.5","112","120","273","214","0","0","83.3","90.9"
"733",="8103","瀚荃","36.6","+0.35","+0.97","3.34","40.08","1.81","21.78","53.3","70.3","64.1","48.8","56.7","57.9","60","48.3","39.8","47.7","51.9","46.6","47.6"
"734",="8215","明基材","41.7","+0.65","+1.58","1.18","14.15","0.75","9","37.8","0","0","6.79","39.3","75.9","0","54.9","58.8","62.5","56.9","49.5","49.5"
"735",="8499","鼎炫-KY","104","+3","+2.97","10.46","73.22","5.22","36.54","53.5","","","","","","44.8","71.7","63","61.4","64.6","56.6","12.7"
"736",="8917","欣泰","68","+0.4","+0.59","1.87","22.44","1.68","20.13","90.4","89.1","88.9","105","87.7","80","87.9","86.7","106","66.9","104","95","88.5"
"737",="9925","新保","41.7","+0.2","+0.48","2.48","29.72","1.94","23.3","78.9","71.7","72.6","70.1","70.1","71.2","78.4","81.3","91.7","93.9","86.6","80","79.7"
"738",="9926","新海","55.3","+0.1","+0.18","1.97","23.63","1.71","20.55","88.6","89.5","89.3","119","100","89.7","94.1","79.2","82.4","83.7","76.9","80","79.4"
"739","9941A","裕融甲特","50.2","-0.1","-0.2","","","1.68","8.42","","","","","","","","","","","","",""
"740",="6190","萬泰科","37.3","+0.95","+2.61","0.66","7.97","0.63","7.51","49.4","83.3","0","0","0","0","51","65.2","70.9","75.5","97.8","82.9","65.8"
"741",="8401","白紗科","20.45","-0.05","-0.24","1.06","12.75","0.98","11.71","87.2","80.7","85.7","0","57.8","76.8","200","83","87.1","109","88.8","88.4","90"
"742",="6789","采鈺","252.5","+6","+2.43","6.8","20.39","1.95","5.85","29.1","","","","","","","","","","27.7","25.2","34.5"
"743",="4971","IET-KY","59.1","-0.4","-0.67","3.27","35.96","1.49","17.87","50.4","","22.1","26.2","24","71.6","69.3","56.2","69.8","53.4","54.4","61.2","46"
"744",="5011","久陽","23.95","-0.05","-0.21","0.96","11.49","0.86","10.35","54.5","54.3","73.5","98.2","88.9","72.8","69.4","0","76.3","0","0","54.6","66"
"745",="3305","昇貿","66.7","+6","+9.88","2.42","29.04","1.74","20.94","98.3","64.4","60.7","64.8","79.1","111","112","133","294","70.3","90.4","50.8","49.3"
"746",="1786","科妍","85","+0.5","+0.59","1.15","13.8","0.95","11.37","62.8","0","38.4","151","0","47.6","0","60.6","96.4","89.2","86.2","92","92.5"
"747",="6863","永道-KY","162.5","-0.5","-0.31","5.18","5.18","1.98","1.98","38.2","","","","","","","","","","","","38.2"
"748",="4164","承業醫","64.2","+1.1","+1.74","2.36","28.38","2.07","24.88","63","73.5","76.8","82.6","98","116","88.1","-177","77.3","70.6","79.3","82.5","89.1"
"749","00744B","國泰中國政金債5+","43.05","-0.08","-0.19","","","1.37","6.85","","","","","","","","","","","","",""
"750","2887F","台新戊特二","46.3","0","0","","","1.55","7.77","","","","","","","","","","","","",""
"751",="3019","亞光","67.5","-0.4","-0.59","0.73","8.71","1.13","13.5","39.3","0","0","0","0","0","83.3","72.4","59.1","58.7","70.9","69.3","57.8"
"752",="4550","長佳","29.3","+0.7","+2.45","2.28","25.13","1.54","16.94","71.3","","54.5","48.2","55.8","94.1","80.6","84.8","82.8","60.7","74","81.6","67.1"
"753",="4722","國精化","34.9","+0.1","+0.29","2.77","33.2","1.85","22.2","67.5","68.5","59","73.6","73.9","71.1","67.9","64.5","70.9","70","70.7","59","60.3"
"754",="8183","精星","51.6","0","0","1.3","15.63","0.48","5.76","23.4","0","0","0","47.9","0","29.1","26.3","33.6","33.3","46.2","30.2","33.7"
"755","8349A","恒耀甲特","45.4","+0.05","+0.11","","","1.82","5.45","","","","","","","","","","","","",""
"756",="9933","中鼎","39.9","0","0","2.59","31.08","2.37","28.46","99.5","85.9","83.6","89.6","80.1","89.1","89","87.9","94","130","198","105","61.8"
"757",="6807","峰源-KY","28.1","0","0","4","7.99","2.13","4.26","54","","","","","","","","","","","50.3","57.6"
"758",="8390","金益鼎","43.7","+0.6","+1.39","1.33","15.95","0.95","11.42","84.9","67.1","66.6","300","60","-17.9","167","57.7","56.2","79.7","64.5","51.9","66.7"
"759",="8249","菱光","32.25","+0.85","+2.71","1.78","21.41","1.4","16.77","80","76.9","77.2","80.5","78.2","77.9","78.8","97","80.2","82.8","86.7","85.9","58.3"
"760",="5457","宣德","60.8","-1.2","-1.94","1.45","17.39","0.62","7.44","16.6","0","0","0","0","37.9","0","0","0","22.8","50.1","48.9","40"
"761",="6248","沛波","27.95","+0.15","+0.54","0.13","1.62","0.71","8.57","39.7","0","0","0","0","32.3","87","83.3","0","76.1","68.9","74.1","54.8"
"762",="2073","雄順","31.3","+0.55","+1.79","2.82","5.63","2.31","4.62","84.5","","","","","","","","","","","76.3","92.8"
"763",="1104","環泥","30.55","+0.6","+2","1.92","23.02","1.1","13.25","60.1","92.3","64.9","59.8","53.1","49.5","56","50.9","61.7","57.5","57.6","60.2","57.7"
"764",="1234","黑松","40.05","+0.2","+0.5","2.71","32.5","1.66","19.9","103","82.2","17.5","312","122","97.4","72.7","111","92.5","80.6","81.1","85.9","81.4"
"765",="1522","堤維西","34.45","+0.05","+0.15","1.48","17.75","0.99","11.9","61.4","134","0","0","61","61.7","63.1","75.5","65","62.8","71.4","80.6","61.9"
"766",="1605","華新","40.85","+0.05","+0.12","1.48","17.76","0.66","7.92","29.3","0","0","0","0","46.8","52.6","50.8","34","53.3","44.1","37.5","33"
"767",="1709","和益","24.7","+0.15","+0.61","1.3","15.62","1.13","13.55","89.7","82.9","31.8","87","140","79.7","96","113","64.6","114","103","85.4","79.3"
"768",="2206","三陽工業","80.1","-0.3","-0.37","1.45","17.39","0.86","10.37","27.7","31.7","84.5","0","0","28.7","-279","170","25.3","78.7","54.1","41.8","97.8"
"769",="2337","旺宏","32.15","+0.1","+0.31","1.53","18.35","0.76","9.15","27.5","88.3","0","0","0","0","0","38.5","24.3","72.5","41.4","27.8","37.1"
"770",="2464","盟立","36.75","-0.05","-0.14","2.57","30.88","1.92","23","77.5","63.4","121","78.9","76.6","77.2","78.4","69.8","67.6","71.6","76","81.5","68.4"
"771",="2539","櫻花建","45.9","+1.25","+2.8","2.65","31.76","2.19","26.26","91.7","89.2","65.5","56.9","64.7","88.3","91.5","88.1","136","89.1","108","135","87.8"
"772","2881C","富邦金丙特","57.4","0","0","","","1.07","2.13","","","","","","","","","","","","",""
"773",="3006","晶豪科","77.7","-0.4","-0.51","3.49","41.9","2.07","24.88","39.9","-57.5","-62.3","76.2","61.2","62.9","65.1","72.1","59.5","56.2","51.9","45","48.5"
"774",="4754","國碳科","51","+0.1","+0.2","2.44","26.86","1.98","21.79","79.3","","83.8","29","91.5","76.9","78.3","88.1","83.5","87.7","83.3","83.3","86.5"
"775",="5220","萬達光電","28.75","-0.35","-1.2","3.05","30.51","1.92","19.2","60.1","","","0","36.7","53.6","75.5","96.7","78.1","70","63.7","64.1","62.5"
"776",="5315","光聯","20","+0.15","+0.76","1.05","12.55","0.81","9.72","47.2","0","0","0","0","0","60.6","99","71.9","93.6","91.2","74.7","75.6"
"777",="5443","均豪","32.4","-0.05","-0.15","1.07","12.88","1.08","12.97","88.4","60","0","71.4","190","83.3","114","101","58","103","108","97.4","74.7"
"778",="5876","上海商銀","44.4","+0.45","+1.02","3.04","33.49","1.78","19.6","58.6","","58.4","63.9","69.7","57","51.9","59.2","59.3","58.6","56.5","56.4","54.1"
"779",="5906","台南-KY","74.3","-0.1","-0.13","-1.66","-18.21","0.4","4.74","14.1","","0","0","0","0","0","0","0","0","42.6","52.6","59.8"
"780",="6215","和椿","26.25","+0.4","+1.55","1.01","12.1","0.7","8.45","77.5","75.5","0","182","64.9","78.1","87.7","95.2","84.7","83.3","52.1","56.2","69.8"
"781",="6624","萬年清","46.25","-1.25","-2.63","1.39","9.73","1.26","8.82","71","","","","","","141","88.6","71.6","63.3","0","0","132"
"782",="8028","昇陽半導體","64.6","+3.1","+5.04","1.96","17.67","1.51","13.6","86.1","","","","26.4","95.5","92","112","85.6","79.7","118","83.3","82.9"
"783",="8070","長華*","31.8","+1.15","+3.75","8.55","102.6","5.77","69.2","90.1","307","35.3","52.6","66.2","51.6","88","80.6","71.3","62.9","76.1","70.5","119"
"784",="8415","大國鋼","35.4","+0.25","+0.71","1.26","15.15","1.08","13.01","116","154","0","188","55.6","171","179","82.6","146","174","152","51.4","41"
"785",="8908","欣雄","69.8","+0.3","+0.43","1.82","21.89","1.59","19.13","87.2","87","91.4","88.9","85.3","79.5","87","89.1","90.5","89.7","82.9","88","87.4"
"786",="9962","有益","18.3","+0.2","+1.1","0.76","9.07","0.67","8.05","76.7","79.2","82.7","90.9","100","0","81.1","98.5","86.5","154","0","71","76.3"
"787",="6796","晉弘","110.5","+10","+9.95","2.3","6.91","2.53","7.6","109","","","","","","","","","","174","69.7","81.7"
"788","1101B","台泥乙特","48","+0.05","+0.1","","","1.42","7.09","","","","","","","","","","","","",""
"789",="2520","冠德","30","-0.05","-0.17","2.92","35.09","1.48","17.73","84.2","49","370","41.3","34.4","86","73.8","71.4","97.1","57.7","50","38.6","40.6"
"790",="2534","宏盛","22","+0.1","+0.46","1.74","20.82","1.13","13.55","21","82.2","212","-400","-100","73.5","68.5","91.1","0","26.5","89.3","67.4","42.2"
"791",="4999","鑫禾","35.55","+0.25","+0.71","5.1","61.23","3.36","40.35","68.6","161","46.5","54.3","59.3","50.9","50.5","57.5","55.3","89.9","53","82","63.2"
"792",="6175","立敦","38.2","-0.1","-0.26","1.56","18.67","0.94","11.27","59.5","51.7","130","-52.6","64","80.1","90.9","81.3","67.3","56.3","52","43.5","49.7"
"793",="8099","大世科","54.6","+0.3","+0.55","1.57","18.79","1.35","16.21","85.7","90.9","78.6","80.9","107","74.6","85.1","92.6","87.9","72.9","82.3","89.6","86.6"
"794","00790B","復華次順位金融債","52.4","0","0","","","1.87","9.33","","","","","","","","","","","","",""
"795",="0053","元大電子","69.7","0","0","","","1.14","12.56","","","","","","","","","","","","",""
"796",="2013","中鋼構","55.5","+0.2","+0.36","1.73","20.72","1.26","15.18","74","69.7","66.6","66.7","60.3","55.6","70.3","85.7","77","98.8","85.9","80.3","71.1"
"797",="3114","好德","28.9","-0.65","-2.2","1.61","19.3","1.07","12.8","73","58.8","93.4","87.1","69","67.8","116","69.9","71.7","61","68.2","62","51.1"
"798",="3118","進階","30.4","0","0","1.89","22.68","1.74","20.9","92.2","108","104","85.4","84.4","90.9","97.4","90","83.3","89","89.4","90.5","94.4"
"799",="6284","佳邦","56","+0.7","+1.27","1.48","17.74","0.75","9.06","54.8","72.5","0","85.2","90.8","97.1","76.1","53","37.4","37.3","38.6","29.7","40.3"
"800",="8927","北基","48.75","-0.05","-0.1","0.29","3.5","0.45","5.38","92.7","123","224","0","0","0","0","26.2","50","71.4","74.2","189","354"
"801",="3597","映興","24.05","+0.3","+1.26","0.89","10.67","0.88","10.57","124","143","0","123","116","94.1","149","400","119","80.9","93.8","81","82.5"
"802","8112A","至上甲特","40.85","+0.15","+0.37","","","1.69","1.69","","","","","","","","","","","","",""
"803",="6216","居易","28.8","+0.1","+0.35","2.11","25.35","1.94","23.31","93.8","130","85.4","81.1","87.3","86.2","85.9","86.5","87","104","117","90.1","86.3"
"804",="3380","明泰","48.1","+4.3","+9.82","0.99","11.88","1.04","12.52","19.5","66.6","78.9","85","109","-67.6","74.3","79.4","-588","100","97.1","100","100"
"805",="3071","協禧","41.25","+3.75","+10","0.87","10.45","0.74","8.91","87.6","45.9","429","0","","0","0","75","74.5","85.4","87.8","86","80"
"806",="7402","邑錡","76.2","+0.9","+1.2","1.57","15.73","1.4","14.05","92.9","","","38.9","78.3","104","92.9","130","83.9","115","114","95.8","76"
"807",="2432","倚天酷碁-創","49","+3.7","+8.17","3.04","3.04","1.65","1.65","54.3","","","","","","","","","","","","54.3"
"808",="2608","嘉里大榮","37","0","0","2.45","29.34","1.48","17.71","61.5","62.9","64.9","76.5","73.2","62.5","56","63","59.8","50","52.3","55.2","62"
"809","00789B","復華公司債A3","52.7","+0.15","+0.29","","","1.73","8.65","","","","","","","","","","","","",""
"810",="4577","達航科技","29.7","-0.45","-1.49","1.78","8.92","1.26","6.31","76.3","","","","","","","","94.9","89.2","66.7","72.2","58.4"
"811",="4972","湯石照明","28.35","-0.05","-0.18","2.57","30.88","2.15","25.81","85.6","70.2","68.2","82.2","76.1","78.9","84.4","75.7","89","83.3","115","83.7","120"
"812",="6125","廣運","79.9","+2.9","+3.77","-0.26","-3.13","0.81","9.74","-29","-18.9","0","-27.3","67.6","167","-25.9","-33.7","-74.4","36.6","-385","-139","84.8"
"813","00741B","富邦全球非投等債","36.65","-0.17","-0.46","","","2.03","10.15","","","","","","","","","","","","",""
"814",="1442","名軒","31.8","+0.3","+0.95","2.03","24.41","1.72","20.61","124","62.8","79.1","63.5","94.2","81.9","96.9","89","250","299","200","85.1","90.9"
"815",="1526","日馳","37.95","-0.05","-0.13","2.2","26.37","0.98","11.8","31.4","0","0","0","0","27.6","44.4","36.9","37.2","59.7","60.6","55.9","54.1"
"816",="1530","亞崴","33.35","+0.35","+1.06","2.59","31.09","1.6","19.25","67.2","53.6","51.7","77.8","74.1","33.6","49.3","68.3","58","122","63.8","111","43.6"
"817",="1536","和大","67.4","-0.4","-0.59","2.86","34.38","2.04","24.45","69.5","0","44.5","69.2","68.6","69.3","73.2","78","72.2","78.4","98.2","111","71.7"
"818","2348A","海悅甲特","35.3","-0.5","-1.4","","","1.02","2.04","","","","","","","","","","","","",""
"819",="2354","鴻準","56.2","+1.3","+2.37","5.86","70.3","2.37","28.4","42.2","21.9","22.1","27.8","38","35.4","50.1","51.1","49.5","49.6","53.9","53.6","53"
"820",="2616","山隆","32.5","-0.05","-0.15","2.46","29.55","1.77","21.26","72.9","54.6","61.9","67.3","74.3","78.4","66.5","59.2","90.9","84.1","80.6","81.7","75.1"
"821",="3038","全台","36.65","+1.3","+3.68","0.96","11.56","0.57","6.84","44.7","0","0","0","0","25.5","39.7","124","70.4","69.4","76.4","75","56.5"
"822",="3434","哲固","30.05","+0.1","+0.33","0.17","2.02","0.32","3.9","35.7","0","0","0","0","48.6","60.4","0","90.9","36.1","0","97.6","95.2"
"823",="4114","健喬","43.05","+0.55","+1.29","1.02","12.22","1.18","14.14","452","-222","70.8","146","105","415","127","3999","72","438","61.4","149","65"
"824",="4745","合富-KY","27.4","0","0","3.61","39.67","2.12","25.39","68.2","","78.7","71.6","67.4","43","65.6","39.9","50.7","44.9","74.5","83.3","131"
"825",="5013","強新","35.8","+0.65","+1.85","2.13","25.57","0.95","11.45","39.2","37","0","46.3","55.8","33","83.3","35.9","22.7","40.3","31.6","45.4","39.4"
"826",="5243","乙盛-KY","74.7","+0.2","+0.27","2.63","28.91","1.57","17.27","60","","0","78.4","85.3","69.4","68.8","80","70.1","60.8","62","50.9","33.7"
"827",="6229","研通","28.2","+0.1","+0.36","1.1","13.17","0.84","10.13","86.7","122","46.4","108","98.1","80","106","63","121","91","77.3","55.7","72.1"
"828",="6697","東捷資訊","58","-0.5","-0.85","2.38","11.9","1.84","9.2","77.3","","","","","","","","71.7","77.8","83","75.5","78.4"
"829",="8432","東生華","45.6","-0.4","-0.87","2.56","30.74","2.37","28.4","99","69.8","90","97.6","103","97.2","84.2","124","107","81.1","112","122","99.4"
"830","00727B","國泰1-5Y非投等債","37.82","-0.22","-0.58","","","1.91","11.47","","","","","","","","","","","","",""
"831","00791B","復華信用債1-5","53.2","-0.25","-0.47","","","1.98","9.9","","","","","","","","","","","","",""
"832",="8462","柏文","155","-0.5","-0.32","4.19","37.72","4.03","36.24","77.6","","","","82.2","79.9","84.2","98.2","81.6","82.3","94.6","-67.6","163"
"833","00726B","國泰5Y+新興債","33.91","-0.09","-0.26","","","1.59","9.53","","","","","","","","","","","","",""
"834",="3236","千如","26.9","-0.1","-0.37","1.15","13.81","0.78","9.34","58.9","77.8","0","0","60.3","48.7","52.4","81.5","67","109","82.3","58.8","68.8"
"835",="4555","氣立","55","+0.1","+0.18","2.77","24.93","2.07","18.6","85.7","","","","65.8","79.7","96.6","83","80.3","182","73.4","50.8","59.7"
"836",="00735","國泰臺韓科技","31.14","+0.45","+1.47","","","1.02","5.12","","","","","","","","","","","","",""
"837",="1785","光洋科","38.55","+0.2","+0.52","0.93","11.12","0.91","10.87","-232","92.6","74.7","100","-3334","0","0","0","40.8","42.6","71","69.3","63.9"
"838",="00690","兆豐藍籌30","27.7","+0.14","+0.51","","","1.17","8.17","","","","","","","","","","","","",""
"839",="1210","大成","52.6","+0.8","+1.54","2.55","30.55","1.96","23.48","76.1","75.9","81.5","117","58.8","80.5","49.8","82.3","72.7","75.1","75.2","86.2","57.9"
"840",="1419","新紡","43.8","+0.4","+0.92","1.61","19.26","0.98","11.74","77.7","72.3","84.5","81.8","89.4","89","87.7","89.8","90.2","77.5","82","66.2","21.7"
"841",="1434","福懋","27.6","+0.1","+0.36","1.9","22.79","1.44","17.3","76.5","96.8","68.4","78.7","67","71.4","72.5","74.8","74.5","81.2","80","78.7","74.3"
"842",="1504","東元","53.5","+1.5","+2.88","1.77","21.29","1.04","12.53","59.1","58.4","59.1","54.7","53.5","50","50","55.1","56.6","60","63.5","56.7","91.5"
"843",="1599","宏佳騰","37.75","+0.05","+0.13","3.7","44.41","2.6","31.24","72.2","67.6","81.2","92.4","130","65.7","84","42.2","83.6","52.4","64","63.6","39.9"
"844",="1604","聲寶","28.05","-0.05","-0.18","1.78","21.32","1.24","14.86","75.3","86.7","68.6","89.2","80","104","84.8","29.9","92.1","75","51.4","59.7","82.4"
"845",="1612","宏泰","26.15","+0.15","+0.58","1.26","15.09","0.77","9.23","122","62.5","82.1","469","77.9","200","93.3","76.9","82.1","78.1","73.2","32.8","134"
"846",="1737","臺鹽","35.55","-0.1","-0.28","1.44","17.3","1.18","14.21","85.9","97.1","91.5","109","93.5","83.6","85.2","84.7","79.6","86.7","73.8","76.1","70.4"
