"排名","代號","名稱","成交","漲跌價","漲跌幅","平均EPS(元)","20Q3EPS(元)","20Q4EPS(元)","21Q1EPS(元)","21Q2EPS(元)","21Q3EPS(元)","21Q4EPS(元)","22Q1EPS(元)","22Q2EPS(元)","22Q3EPS(元)","22Q4EPS(元)","23Q1EPS(元)","23Q2EPS(元)"
"527",="3646","艾恩特","29.75","+0.4","+1.36","0.47","0.48","0.1","0.34","0.43","0.95","0.45","0.45","0.75","0.83","0.26","0.19","0.4"
"528",="1788","杏昌","140","+0.5","+0.36","2.27","2.53","2.2","2.17","2.43","2.18","2.34","2.29","3.02","1.65","2.12","2.11","2.18"
"529",="6257","矽格","51.3","+0.5","+0.98","1.41","1.19","1.15","1.27","1.55","1.94","1.54","1.82","2.18","2.17","0.53","0.49","1.13"
"530",="5478","智冠","96.9","-0.5","-0.51","1.78","2","1.65","1.58","2","1.67","1.6","1.58","1.52","1.7","2.1","2.17","1.77"
"531",="8099","大世科","50","+0.5","+1.01","0.47","0.41","0.42","0.41","0.29","0.5","0.81","0.45","0.4","0.38","0.78","0.34","0.45"
"532",="6024","群益期","43.3","+0.2","+0.46","0.8","0.86","0.7","0.76","0.6","0.51","0.46","0.74","0.76","1.07","1.15","1.15",""
"533",="6126","信音","32.45","+1.7","+5.53","0.47","0.57","0.49","0.4","0.45","0.58","0.52","0.46","0.54","0.5","0.33","0.4","0.37"
"534",="2915","潤泰全","59.6","-0.6","-1","4.72","7.1","0.13","10.05","6.25","7.72","2.47","6.15","8.61","10.6","-6.92","0.14","4.32"
"535",="6275","元山","47.1","-0.4","-0.84","0.67","0.66","0.66","0.74","0.72","0.72","0.68","0.61","0.98","0.79","0.42","0.27","0.74"
"536",="4538","大詠城","19.95","+0.2","+1.01","0.29","0.01","0.25","0.16","0.15","0.24","0.21","0.09","0.41","0.56","0.53","0.61","0.24"
"537",="1817","凱撒衛","36.4","+0.2","+0.55","0.84","0.99","0.87","0.74","0.78","0.67","0.88","0.78","1.01","1.14","1.11","0.46","0.64"
"538",="9914","美利達","197","-1","-0.51","3.26","4.51","3.61","3.86","2.97","4.07","4.65","4.04","3.19","3.09","1.02","1.89","2.25"
"539",="5607","遠雄港","57.9","+2.9","+5.27","0.8","0.5","0.81","0.53","0.55","0.63","0.77","1.03","1.2","0.94","1.2","0.84","0.66"
"540",="2006","東和鋼鐵","59.3","-0.7","-1.17","1.37","0.79","1.56","1.38","1.38","1.3","1.53","1.76","1.83","0.74","1.14","1.55","1.49"
"541",="2520","冠德","31.95","+0.6","+1.91","1.46","0.83","4.38","0.99","2.76","1.03","1.94","1.53","0.82","0.6","1.35","0.89","0.36"
"542",="6859","伯特光","127.5","+3","+2.41","1.89","","4.86","1.07","2.16","1.86","0.37","1.4","3.19","2.31","0.59","0.68","2.3"
"543",="6148","驊宏資","35.8","+0.35","+0.99","0.28","0.46","0.21","0.02","-0.21","0.53","0.64","0.12","0.11","0.08","0.52","0.12","0.77"
"544",="3004","豐達科","99.7","+1","+1.01","0.24","-0.22","-0.32","-0.47","-0.84","-0.62","0.1","-0.44","0.94","1.04","1.31","1.27","1.09"
"545",="6442","光聖","63.4","+1.9","+3.09","0.62","0.12","-0.26","0.21","0.53","0.34","0.48","1.13","1.25","2.34","0.13","0.05","1.07"
"546",="6612","奈米醫材","137","+1.5","+1.11","0.68","0.67","-0.02","0.18","0.26","0.52","0.78","0.88","0.81","1.43","0.69","0.77","1.19"
"547",="6531","愛普*","334","+13","+4.05","3.68","1.7","7.8","4.73","6.16","4.56","3.66","3.53","3.89","4.35","0.4","0.39","2.98"
"548",="1777","生泰","85","-0.1","-0.12","1.5","1.14","1.16","1.73","0.74","1.89","1.5","1.22","2.6","2.54","0.52","1.47","1.51"
"549",="2542","興富發","42.6","0","0","0.88","0.59","0.19","2.26","1.96","1.66","0.63","0.66","0.06","0.2","1.47","0.62","0.32"
"550",="1762","中化生","65.5","0","0","1.3","0.44","1.27","1.27","1.63","1.09","1.18","1.65","1.91","1.56","0.9","2.31","0.38"
"551",="6605","帝寶","122","+2","+1.67","2.26","1.42","1.33","1.72","1.38","1.8","1.95","2.82","2.74","3.22","2.08","2.7","4"
"552",="2413","環科","28.6","+0.45","+1.6","0.28","0.29","0.18","0.08","-0.29","0.12","0.45","0.22","0.35","0.81","0.7","0.31","0.12"
"553",="3289","宜特","106.5","+3","+2.9","0.98","0.9","0.35","0.58","0.4","0.6","0.37","1.03","1.18","1.78","1.26","1.31","2.02"
"554",="2228","劍麟","88","+1.6","+1.85","1.11","-0.12","1.58","0.85","1.36","0.49","0.43","0.92","1.23","2.51","1.3","1.24","1.48"
"555",="3226","至寶電","60.1","-0.9","-1.48","1.06","1.38","1.57","1.39","1.79","-0.81","1.21","1.56","1.94","1.22","0.23","-1.48","2.72"
"556",="3008","大立光","2050","+35","+1.74","38.06","43.74","51.87","39.62","22.07","39.22","38.31","41.3","37.06","61.01","30.15","24.64","27.69"
"557",="5603","陸海","20.6","+0.15","+0.73","1.17","0.55","1.14","0.3","0.69","7.67","0.58","0.48","0.59","0.85","0.22","0.33","0.62"
"558",="4571","鈞興-KY","72.3","+0.1","+0.14","1.79","1.61","1.93","2.68","1.65","2.86","1.06","1.57","2.41","1.87","0.81","1.23",""
"559",="3236","千如","25.85","+0.4","+1.57","0.36","0.44","0.11","0.19","0.28","0.27","0.28","0.32","0.48","0.88","0.56","0.35","0.12"
"560",="5269","祥碩","902","+24","+2.73","10.11","13.44","11.07","10.35","11.04","14.56","10.29","12.28","10.26","10.77","4.56","5.63","7.08"
"561",="3624","光頡","52.8","+2.95","+5.92","0.94","0.32","0.45","0.72","0.94","1.1","1.28","1.56","1.5","1.24","0.69","0.7","0.74"
"562",="2348","海悅","69.2","-0.2","-0.29","3.07","4.12","5.91","4.46","3.14","3.3","4.68","3.02","1.4","1.41","2.34","0.26","2.78"
"563",="4572","駐龍","194","+5.5","+2.92","0.82","-0.27","0.04","0.16","0.42","0.5","0.42","1.04","1.56","1.91","0.62","1.65","1.78"
"564",="3338","泰碩","61.5","+3.8","+6.59","0.59","0.41","0.45","0.13","0.54","0.64","0.82","0.71","0.89","0.91","0.53","0.3","0.74"
"565",="9933","中鼎","39.35","0","0","0.58","0.28","0.32","0.31","0.42","0.64","0.79","1.5","0.56","0.45","0.58","0.47","0.61"
"566",="6732","昇佳電子","308.5","-2.5","-0.8","6","8.48","6.94","6.04","9.22","12.06","6.65","6.93","5.12","3","2.17","2.16","3.21"
"567",="3189","景碩","103","+0.5","+0.49","2.05","0.13","0.38","0.57","1.9","3.07","3.02","3.39","4.65","4.79","2.64","0.02","0.04"
"568",="6790","永豐實","38.8","-0.05","-0.13","0.97","2.06","1.43","1.52","1.24","0.64","0.92","0.86","0.65","0.57","0.48","0.44","0.84"
"569",="9940","信義","28.65","-0.05","-0.17","0.65","0.75","0.84","0.62","0.67","0.98","0.91","0.65","0.42","0.27","0.32","0.68","0.69"
"570",="4138","曜亞","116","+2","+1.75","1.18","0.92","0.91","1.26","0.77","0.83","1.25","1.35","1.05","1.01","1.16","1.84","1.86"
"571",="6198","瑞築","30.75","-0.5","-1.6","0.22","-0.28","0.54","0.23","-0.24","0","-0.15","-0.14","-0.11","-0.25","-0.35","-0.3","3.67"
"572",="6485","點序","84.8","+1.2","+1.44","2.04","0.19","0.61","1.21","2.59","4.04","4.44","3.25","2.98","1.89","1.64","0.78","0.9"
"573",="5312","寶島科","81","+0.6","+0.75","1.21","1.76","1.82","1.28","0.33","1.23","1.99","1.06","-0.32","1.56","0.53","1.96","1.37"
"574",="2459","敦吉","58.6","0","0","1.27","1.52","0.99","1.18","1.31","1.68","0.84","1.11","1.23","2.19","0.9","1.12","1.2"
"575",="6190","萬泰科","34.5","+0.5","+1.47","0.51","0.38","0.32","0.31","0.56","0.39","0.44","0.57","1.2","1.15","0.15","0.35","0.35"
"576",="4958","臻鼎-KY","96.3","0","0","2.68","1.81","4.75","1","0.81","3.25","5.15","1.98","2.79","5.27","4.98","0.53","-0.1"
"577",="4111","濟生","27.1","+0.3","+1.12","0.43","0.14","0.15","0.22","0.21","0.39","0.6","0.46","0.46","0.83","0.95","0.33","0.36"
"578",="6205","詮欣","57.8","+1","+1.76","0.7","0.57","0.37","0.3","0.44","0.69","0.6","0.91","1","1.09","1.06","1.16","0.23"
"579",="3010","華立","86.8","0","0","2.62","2.75","1.89","2.58","2.77","3.57","3.24","3.26","2.78","3.12","1.37","1.22","2.92"
"580",="4550","長佳","29.6","+0.55","+1.89","0.59","0.73","1.16","0.12","0.25","0.32","0.71","0.21","0.84","0.92","0.86","0.34","0.58"
"581",="6239","力成","94.6","-0.2","-0.21","2.55","2.09","2.14","2.21","2.88","3.2","3.24","2.92","3.66","3.19","1.8","1.51","1.8"
"582",="2450","神腦","35.7","+0.45","+1.28","0.62","0.51","0.59","0.6","0.42","0.61","0.68","0.7","0.43","0.78","0.64","0.76","0.66"
"583",="8436","大江","161.5","+1.5","+0.94","2.54","4.21","3.82","3.25","4.19","4.03","1.72","1.32","-0.75","2.95","2.54","1.39","1.79"
"584",="6174","安碁","23.45","+0.55","+2.4","0.42","-0.08","0.02","0.12","0.27","0.68","0.72","0.75","0.99","0.89","0.43","0.13","0.09"
"585",="2015","豐興","67.2","-0.6","-0.88","1.4","1.31","1.21","1.16","1.76","1.93","2.09","1.51","1.55","1.01","1.21","1.01","1.06"
"586",="3021","鴻名","24.8","+1.65","+7.13","0.39","0.34","0.15","0.36","0.26","0.68","0.1","0.56","0.43","0.59","0.36","0.31","0.53"
"587",="3118","進階","30.2","+0.2","+0.67","0.5","0.44","0.66","0.57","0.48","0.57","0.48","0.34","0.52","0.41","0.53","0.51","0.46"
"588",="3567","逸昌","41.8","-0.7","-1.65","0.66","0.56","0.71","0.57","0.76","0.88","0.88","0.8","0.8","0.46","0.3","0.37","0.86"
"589",="5243","乙盛-KY","67.2","+1.2","+1.82","0.92","0.9","0.71","0.81","0.65","0.7","0.6","0.9","0.92","1.65","1.29","0.96",""
"590",="6147","頎邦","68.7","+0.7","+1.03","1.95","1.55","1.56","1.81","2.15","2.66","2.48","2.33","2.42","2.14","1.51","0.9","1.93"
"591",="2850","新產","57.3","+2.8","+5.14","1.62","1.71","1.26","1.49","1.95","2.05","1.63","1.8","1.2","1.78","1.56","1.43",""
"592",="2328","廣宇","39.25","+0.7","+1.82","0.55","0.57","0.38","0.33","0.44","0.56","0.53","0.42","0.51","0.95","0.67","0.57","0.63"
"593",="4966","譜瑞-KY","823","+15","+1.86","13.68","13.83","12.25","13.13","16","18.81","18.5","20.91","22.58","12.45","5.69","4.51","5.45"
"594",="6195","詩肯","41.3","+0.5","+1.23","1.25","1.57","2.18","2.06","0.73","0.86","1.99","1.59","0.97","0.62","1.13","0.78","0.51"
"595",="3597","映興","23.05","+0.35","+1.54","0.45","0.52","0.33","0.39","0.57","0.69","0.51","0.17","0.55","1.12","0.22","0.02","0.34"
"596",="1524","耿鼎","20.95","+0.4","+1.95","0.27","0.06","0.04","0.13","-0.03","0.17","0.1","0.35","0.69","0.71","0.29","0.26","0.49"
"597",="5469","瀚宇博","54.2","+1.7","+3.24","1.66","2.44","1.69","1.48","1.39","2.67","1.51","1.29","1.34","2.57","0.87","1.14","1.51"
"598",="2539","櫻花建","45.15","+0.05","+0.11","0.42","0.13","0.92","-0.07","-0.08","0.66","0.65","-0.07","1.3","1","-0.04","0.64","-0.04"
"599",="9944","新麗","19.7","0","0","0.79","0.4","-0.12","0.38","0.24","-0.17","4.26","0.54","0.21","-0.25","1.63","2.92","-0.6"
"600",="6184","大豐電","50.5","0","0","0.9","1.28","0.68","0.74","0.61","1.08","1.07","1.13","0.9","0.63","0.82","0.85","1.05"
"601",="2439","美律","87.9","+1.5","+1.74","1.57","1.91","2.79","0.1","0.54","2.2","2.58","0.52","1.83","2.75","1.71","0.26","1.7"
"602",="6574","霈方","56","-0.6","-1.06","0.52","0.33","0.44","0.48","0.3","-0.67","0.61","0.79","0.6","0.52","1.17","0.44","1.2"
"603",="2414","精技","32.85","+0.15","+0.46","0.74","0.59","0.51","0.86","1","0.91","0.67","0.74","0.95","0.97","0.42","0.61","0.6"
"604",="6175","立敦","36.35","+0.85","+2.39","0.77","0.61","0.61","0.82","0.85","0.96","0.83","1.01","0.94","0.94","0.63","0.45","0.61"
"605",="3025","星通","41.5","+1.15","+2.85","0.28","0.53","0.34","-0.19","-0.02","0.11","0.58","0.29","0.35","0.24","0.07","0.61","0.45"
"606",="2534","宏盛","19","-0.05","-0.26","0.61","0.22","0.51","0.37","0.31","0.52","0.59","0.84","0.51","0.52","2.29","0.74","-0.12"
"607",="3357","臺慶科","103","+3","+3","2.49","2.05","1.92","2.54","3.63","3.58","2.74","2.97","3.42","2.38","1.3","1.74","1.66"
"608",="8940","新天地","24.25","+0.2","+0.83","0","-0.74","1.22","0.27","-1","-1.38","0.37","0.73","-0.67","-0.38","0.77","0.74","0.07"
"609",="3003","健和興","72.1","+0.5","+0.7","1.14","0.48","0.51","1.2","1.07","1.27","1.44","1.59","1.75","1.72","0.7","0.85","1.06"
"610",="8131","福懋科","38.7","-0.05","-0.13","0.89","0.8","0.71","0.82","0.81","0.93","0.96","1.04","1.55","1.42","0.64","0.52","0.52"
"611",="3290","東浦","25.5","+0.65","+2.62","0.22","0.35","-0.2","0.03","0.04","0.37","0.33","-0.38","0.35","0.78","0.45","0.09","0.43"
"612",="5386","青雲","55.4","+1.4","+2.59","0.47","0.2","0.14","0.64","0.73","0.54","0.51","0.54","0.41","0.25","0.74","0.44","0.48"
"613",="6821","聯寶","41.4","-0.1","-0.24","0.53","","0.96","","0.56","0.45","0.12","0.44","0.51","0.89","0.4","0.46","0.56"
"614",="6727","亞泰金屬","59.4","+0.2","+0.34","1.54","0.53","0.99","1.27","2","2.11","0.39","3.9","2.53","2.67","-0.18","1.29","1"
"615",="3033","威健","29.25","0","0","0.88","0.64","0.46","0.75","1.24","1.44","1.21","1.21","1.29","0.89","0.66","0.4","0.32"
"616",="8481","政伸","52.8","-0.1","-0.19","1.9","9.19","1.89","1.41","2.5","1.12","1.08","1.47","1.42","1.21","0.33","0.7","0.46"
"617",="2496","卓越","51.7","-0.7","-1.34","0.93","1.64","0.45","0.79","0.47","1.24","0.53","0.84","0.59","1.68","1.05","0.96","0.93"
"618",="2540","愛山林","98","+1.4","+1.45","1.25","1.83","2.4","1.89","0.33","0.81","4.19","0.37","0.31","0.16","1.1","0.52","1.09"
"619",="6214","精誠","110.5","+1","+0.91","1.36","2.04","1.37","2.03","1.36","0.93","0.58","1.27","0.63","1.26","1.24","1.84","1.72"
"620",="4760","勤凱","68.7","+1.3","+1.93","1.2","1.08","1.51","1.83","1.68","2.05","1.19","1.09","1.22","0.62","0.11","0.64","1.38"
"621",="3552","同致","127.5","+1.5","+1.19","1.56","1.61","3.03","2.08","1.17","0.1","2.1","2.49","0.8","2.19","1.74","0.82","0.56"
"622",="6188","廣明","109.5","+3","+2.82","0.87","0.78","0.65","0.68","0.78","1.01","1.1","0.93","0.95","1.06","0.97","0.71","0.77"
"623",="5236","凌陽創新","126.5","+2","+1.61","2.33","3.15","3.21","2.8","3.62","2.95","2.79","2.81","2.14","0.2","1.39","1.07","1.86"
"624",="1597","直得","66.4","-0.4","-0.6","0.85","0.58","0.72","0.82","1.03","1.21","0.76","0.9","1.13","1.01","1.06","0.43","0.5"
"625",="3501","維熹","49.2","+0.4","+0.82","1.12","1.61","0.45","0.67","0.83","1.02","0.4","0.97","1.54","2.82","1.09","0.79","1.22"
"626",="1527","鑽全","40.9","+0.3","+0.74","0.97","0.83","0.77","1.06","0.77","0.81","0.73","1.49","1.51","1.82","0.54","0.63","0.64"
"627",="2702","華園","21.95","+0.5","+2.33","1.47","-0.4","-1.26","-0.36","-0.49","-0.33","17.71","0.04","0.5","0.49","1.81","-0.26","0.21"
"628",="6125","廣運","75.7","+3.2","+4.41","0.14","-0.28","0.14","-0.3","-0.35","-0.21","-0.3","0.5","0.63","0.38","0.4","0.29","0.8"
"629",="4566","時碩工業","51.9","+0.6","+1.17","0.9","0.37","0.41","0.78","0.29","1.08","0.21","1.72","1.44","2.33","0.38","0.76","1.01"
"630",="4560","強信-KY","35.8","-0.15","-0.42","0.65","0.05","0.42","0.28","0.88","0.81","0.98","0.73","1.24","1.02","0.71","0.02",""
"631",="1522","堤維西","31.2","+0.6","+1.96","0.47","0.28","0.38","0.25","-0.04","0.02","0.39","0.88","0.68","0.93","0.42","0.65","0.76"
"632",="6768","志強-KY","61.6","+0.3","+0.49","1.22","-1.01","1.41","1.67","1.98","-0.81","0.77","1.78","2.31","3.36","1.77","0.23",""
"633",="6530","創威","28.05","+0.75","+2.75","0.3","0.15","0.21","0.19","0.31","0.31","0.28","0.32","0.43","0.41","0.44","0.15","0.44"
"634",="1256","鮮活果汁-KY","274.5","+3","+1.1","4.6","11.62","4.76","5.88","6.98","7.78","0.3","1.31","2.05","6.57","1.98","1.34",""
"635",="2606","裕民","44.6","+2.5","+5.94","1.14","0.87","0.5","0.41","1.22","2.11","2.06","1","1.44","2.18","0.59","0.59","0.71"
"636",="5493","三聯","48.45","+0.45","+0.94","1.05","0.75","1.05","0.75","1.5","0.53","1.87","1.13","1.79","0.78","0.54","1.3","0.63"
"637",="6538","倉和","167","+6.5","+4.05","1.4","3.34","1.98","1.52","0.77","0.9","0.95","1.29","1.08","1.33","0.87","1","1.82"
"638",="4973","廣穎","29.05","+1","+3.57","0.4","0.57","0.41","0.22","0.1","0.17","-0.13","0.26","-0.17","2.18","0.62","0.38","0.16"
"639",="8255","朋程","166.5","+1","+0.6","1.58","1.35","1.24","1.7","1.22","1.51","0.82","1.64","1.39","1.92","1.18","1.25","3.69"
"640",="2359","所羅門","39.7","+0.5","+1.28","0.49","-0.02","-0.17","0.32","0.43","-0.09","0.5","0.61","1.01","1.11","-0.06","0.22","1.97"
"641",="8147","正淩","71.8","+0.8","+1.13","0.48","-0.05","-0.21","0.02","0.76","0.39","0.12","0.93","1","1.26","0.66","0.38","0.54"
"642",="2607","榮運","27.55","+0.4","+1.47","0.51","0.17","0.13","0.15","0.21","0.3","0.34","0.62","1.29","0.88","0.52","0.42","1.14"
"643",="2897","王道銀行","9.01","+0.03","+0.33","0.27","0.16","0.09","0.17","0.17","0.16","0.13","0.21","0.14","0.24","1.19","0.27",""
"644",="4735","豪展","37.6","+0.1","+0.27","2.03","6.42","5.26","4.89","2.04","1.02","0.71","0.65","0.62","0.96","0.52","0.67","0.57"
"645",="6807","峰源-KY","25.75","+0.25","+0.98","4.58","","37.48","0.58","1.97","1.71","0.45","-0.19","1.27","1.21","1.06","0.24",""
"646",="8499","鼎炫-KY","97.8","+0.8","+0.82","3.49","5.07","1.98","3.14","2.9","4.5","3.6","3.82","3.34","4.35","4.24","1.49",""
"647",="6697","東捷資訊","53","+0.9","+1.73","0.6","0.5","0.52","0.89","0.6","0.72","0.45","0.72","0.64","0.73","-0.06","0.75","0.73"
"648",="4952","凌通","49.45","+1.05","+2.17","1.16","0.91","0.77","0.89","1.61","2.03","1.52","2.03","2","1.07","0.22","0.29","0.61"
"649",="2020","美亞","25.95","-0.2","-0.76","0.61","0.75","0.44","1.47","0.78","0.87","0.4","0.81","0.25","-0.17","0.31","0.75","0.69"
"650",="1786","科妍","81.8","+0.5","+0.62","0.51","0.56","0.58","0.4","0.52","0.3","0.38","0.41","0.6","0.69","0.45","0.5","0.77"
"651",="2027","大成鋼","36.45","+0.15","+0.41","1.18","-0.08","0.35","0.88","1.44","1.86","1.71","2.24","2.85","0.84","0.31","1.03","0.7"
"652",="2227","裕日車","186","0","0","3.01","7.21","9.06","2.7","2.31","2.41","2.67","2.7","0.74","3.11","1.48","1.29","0.43"
"653",="2834","臺企銀","13.65","+0.15","+1.11","0.24","0.16","0.17","0.15","0.18","0.18","0.16","0.26","0.25","0.36","0.38","0.43",""
"654",="6464","台數科","88.9","+0.3","+0.34","1.93","2.36","1.88","2.18","2.18","1.88","2.22","2","1.88","1.61","1.16","1.94","1.86"
"655",="1583","程泰","63.4","+0.1","+0.16","1.04","0.09","0.47","1.04","1.78","-0.31","0.79","1.09","2.01","2.2","1.11","1.25","0.93"
"656",="4432","銘旺實","24.4","+0.25","+1.04","0.2","0.75","-0.8","-0.61","-0.69","0.12","-0.86","0.62","1.25","1.44","0.1","0.49","0.59"
"657",="5457","宣德","52.2","+0.5","+0.97","0.98","1.11","1.29","0.94","1.02","1.81","1.35","0.91","1.18","2.03","0.48","-0.4","0.01"
"658",="1605","華新","36.4","+0.7","+1.96","0.98","0.55","0.57","0.55","1.05","1.32","1.36","1.12","1.59","2.71","0.17","0.56","0.27"
"659",="4583","台灣精銳","223.5","+3.5","+1.59","3.21","2.74","3.38","2.73","2.68","3.07","3.35","5.03","2.81","3.91","3.16","2.44","3.18"
"660",="3310","佳穎","94.9","+1.3","+1.39","0.47","0.05","0.24","0.37","0.3","0.6","0.05","0.82","0.6","0.81","0.34","0.53","0.97"
"661",="1608","華榮","20.25","+0.4","+2.02","0.51","0.47","1.06","2.06","0.25","0.24","0.72","-0.21","-0.31","0.03","0.43","0.84","0.53"
"662",="4129","聯合","69.4","+0.7","+1.02","0.5","0.35","0.53","-0.07","-0.04","0.35","0.24","0.46","0.31","1.01","1.05","0.85","1.02"
"663",="6449","鈺邦","67","+1.4","+2.13","0.9","1.06","0.77","0.82","0.85","0.98","0.87","0.96","1.27","1.16","0.41","0.34","1.25"
"664",="8097","常珵","50.2","+0.85","+1.72","0.48","-0.07","-0.15","0.09","-0.16","-0.04","-0.21","0.57","2.98","2.51","0.13","0.09","0.07"
"665",="6477","安集","41.95","+1.1","+2.69","0.51","1.37","0.37","0.09","0.37","0.41","0.3","0.19","0.23","0.83","0.7","0.48","0.77"
"666",="6435","大中","100","0","0","2.74","2.35","1.98","2.1","2.92","4.26","3.82","5.26","5.51","2.24","0.64","0.7","1.06"
"667",="6111","大宇資","81","+4.3","+5.61","1.5","-0.4","0.53","-0.45","0.11","-0.04","11.7","1.65","0.33","-0.38","5.95","-0.59","-0.4"
"668",="4755","三福化","135","+2.5","+1.89","1.62","1.33","1.03","1","1.14","1.55","3","3.24","2.76","1.62","0.81","0.95","1.07"
"669",="5013","強新","33.5","-0.1","-0.3","0.87","0.6","0.62","0.81","1.32","1.18","1.09","1.3","0.99","1.04","0.72","0.39","0.4"
"670",="3551","世禾","69.2","+0.4","+0.58","1.58","0.94","1.37","1.44","2.03","2.44","1.25","1.62","1.75","1.66","1.37","1.44","1.65"
"671",="3705","永信","43.35","-0.05","-0.12","0.73","0.65","0.73","0.62","0.71","0.65","0.79","0.84","1.03","0.96","0.32","0.65","0.76"
"672",="2903","遠百","22","-0.15","-0.68","0.37","0.58","0.52","0.5","-0.09","0.23","0.22","0.38","-0.02","0.57","0.44","0.56","0.51"
"673",="6023","元大期","56","+0.8","+1.45","0.92","1.13","0.8","0.73","0.78","1.01","0.44","0.58","0.98","1.28","1.11","1.25",""
"674",="3128","昇銳","33.2","+0.5","+1.53","0.28","0.06","0.24","0.16","0.15","0.12","0.36","0.32","0.53","0.55","0.4","0.3","0.15"
"675",="2462","良得電","38.15","+0.05","+0.13","0.27","0.38","0.03","-0.3","1.14","-0.01","-0.01","0.3","-0.14","0.53","0.77","0.33","0.26"
"676",="2412","中華電","116.5","-1.5","-1.27","1.16","1.08","1.06","1.14","1.15","1.21","1.11","1.17","1.24","1.21","1.08","1.24","1.28"
"677",="6662","樂斯科","31.25","-0.4","-1.26","0.46","0.53","0.79","0.28","0.42","0.55","0.52","0.27","0.43","0.46","0.49","0.27","0.54"
"678",="8064","東捷","17.35","0","0","0.4","-0.36","0.61","0.23","0.65","0.48","0.76","0.59","0.09","0.84","0.52","0.38","-0.05"
"679",="1513","中興電","110","-0.5","-0.45","1.02","0.8","1.95","1.31","0.68","0.93","1.26","1.2","1.23","1.17","1.61","1.56","-1.4"
"680",="4119","旭富","101.5","+0.5","+0.5","0.44","2.38","-3.51","0.43","0.05","0.31","-0.2","0.43","1.47","0.51","0.83","0.67","1.86"
