"排名","代號","名稱","成交","財報季度","營收(億)","營收成長(%)","毛利(億)","毛利成長(%)","淨利(億)","淨利成長(%)","毛利(%)","毛率增減","淨利(%)","淨率增減","EPS(元)","EPS增減(元)","ROE(%)","ROE增減","ROA(%)","ROA增減","財報評分"
"1039",="2344","華邦電","27.95","23Q1","855","-9.52","350","-18.6","73.6","-43.1","41","-4.58","10.7","-5.15","1.82","-1.43","9.73","-5.82","5.2","-3.7","57"
"1040",="6244","茂迪","31.25","23Q1","56.2","+4.76","8.64","+24.5","3.83","+42.8","15.4","+2.43","6.92","+1.84","0.98","+0.25","9.73","+2.58","4.26","+1.29","45"
"1041",="6155","鈞寶","25.5","23Q1","7.2","-6.46","1.87","-8.96","1.49","-22","25.9","-0.71","20.6","-4.11","1.69","-0.5","9.76","-3.13","5.82","-1.37","60"
"1042",="5432","新門","39","23Q1","2.16","+3.87","0.45","+3.27","0.34","-13","20.8","-0.12","15.9","-3.09","1.64","-0.28","9.77","-1.33","8.45","-1.49","57"
"1043",="1733","五鼎","27.15","23Q1","21.6","-3.81","5.79","+0.33","1.72","-5.42","26.8","+1.11","7.95","-0.13","1.73","-0.09","9.77","-0.39","6.92","-0.07","49"
"1044",="4114","健喬","43.9","23Q1","46.8","+6.64","19.3","+5.81","8","+0.12","41.3","-0.32","13.1","-0.97","2.47","+0.01","9.78","+0.06","5.64","-0.12","55"
"1045",="2444","兆勁","13.2","23Q1","18.1","+0.68","2.95","-7.41","0.93","-22.5","16.3","-1.42","5.13","-1.53","0.9","-0.28","9.79","-3.08","4.66","-1.39","38"
"1046",="1568","倉佑","23.6","23Q1","16.3","-9.04","3.64","-4.17","1.51","-8.69","22.3","+1.13","9.27","+0.04","1.48","-0.14","9.82","-0.75","5.12","-0.27","45"
"1047",="4126","太醫","89.2","23Q1","23.2","+5.99","6.77","+15.2","3.89","+17.4","29.3","+2.34","11.9","-3.27","5.34","+0.78","9.85","-2.37","7.34","-1.57","66"
"1048",="2227","裕日車","196.5","23Q1","229","-2.9","28.5","-3.02","19.9","-17.5","12.4","-0.01","8.67","-1.54","6.65","-1.39","9.89","-2.72","7.69","-2.12","43"
"1049",="1339","昭輝","44.35","23Q1","19.8","-1.93","5.54","+4.43","3.59","-12.2","28","+1.7","18","-1.8","4.87","-0.64","9.92","-0.96","6.73","-0.84","57"
"1050",="1709","和益","24.95","23Q1","101","-4.31","16.6","-14.9","8.52","-21.4","16.4","-2.05","8.36","-1.87","1.81","-0.46","9.95","-3.2","6.92","-1.78","40"
"1051",="6585","鼎基","80.7","23Q1","26.3","+0.79","7.03","+3.6","2.63","-0.83","26.7","+0.72","10","-0.16","3.78","-0.22","9.98","+0.1","5.44","-0.14","50"
"1052",="3226","至寶電","60.6","23Q1","19.8","-11.8","4.76","-6.71","1.23","-61.4","24.1","+1.32","6.22","-7.99","1.91","-3.04","9.98","-12.9","5.35","-9.07","49"
"1053",="6789","采鈺","243.5","23Q1","83.7","-7.76","28.3","-14.9","13.2","-25.2","33.8","-2.85","15.8","-3.69","4.11","-1.69","10","-3.69","6.08","-2.6","64"
"1054",="3227","原相","111.5","23Q1","49.2","-5.86","26.7","-5.41","9.29","-11.6","54.2","+0.26","18.9","-0.99","5.59","-1.82","10","-0.72","7.63","-0.74","62"
"1055",="2030","彰源","20.1","23Q1","150","-7.47","18.1","-17","5.42","-26.9","12","-1.38","3.6","-0.96","1.92","-0.72","10","-4.53","4.06","-1.5","36"
"1056",="2356","英業達","63.6","23Q1","5,331","-1.59","262","+0.73","55.2","-9.89","4.91","+0.11","1.03","-0.09","1.57","-0.14","10.1","-0.47","2.2","-0.31","36"
"1057",="6574","霈方","56.7","23Q1","6.14","-9.84","4.69","-10.9","0.6","-11.7","76.3","-0.95","10.1","-0.11","2.73","-0.36","10.1","-0.58","6.64","-0.98","66"
"1058",="2073","雄順","30.2","23Q1","5.9","-2.17","1.33","-4.57","0.44","-10.8","22.5","-0.57","7.43","-0.72","1.77","-0.19","10.1","-1.52","5.42","-0.44","51"
"1059",="5489","彩富","39.2","23Q1","16.1","-7.78","5.9","-4.98","2.3","-20.3","36.6","+1.08","14.3","-2.24","2.25","-0.64","10.1","-2.84","7.6","-1.43","62"
"1060",="3551","世禾","71.7","23Q1","23.9","-0.05","8.96","+0.84","3.52","-3.1","37.5","+0.33","14.7","-0.46","6.27","-0.13","10.2","-0.72","7.45","-0.42","68"
"1061",="2748","雲品","79.4","23Q1","21.5","+3.78","6.82","+6.12","2.15","+7.83","31.7","+0.7","10","+0.38","2.22","+0.02","10.2","-0.43","4.55","+0.39","55"
"1062",="3426","台興","40.05","23Q1","7.1","-0.94","2.17","-0.83","0.72","-3.25","30.5","+0.03","10.2","-0.24","2.76","-0.07","10.2","-0.76","6.98","-0.28","62"
"1063",="1570","力肯","19.85","23Q1","6.19","-3.4","1.7","-4.8","0.94","-13","27.4","-0.4","15.2","-1.67","1.82","-0.28","10.2","-1.91","8.71","-1.53","62"
"1064",="8064","東捷","17.15","23Q1","39.7","+1.23","8.57","-5.88","3.02","-10.1","21.6","-1.63","8.55","-1.09","1.83","-0.21","10.3","-1.5","4.74","-0.43","45"
"1065",="6697","東捷資訊","53.9","23Q1","12.9","-2.79","1.84","+0.43","0.56","+1.53","14.2","+0.46","4.37","+0.19","2.07","+0.03","10.3","+0.17","5.71","-0.7","45"
"1066",="2543","皇昌","9.86","23Q1","86.5","+2.34","4.27","+12","2.48","+2.41","4.94","+0.42","3.23","0","0.99","-0.03","10.3","+0.16","2.61","+0.14","38"
"1067",="2455","全新","117.5","23Q1","21.6","-17.1","8.8","-19.2","3.39","-37.8","40.8","-1.07","15.7","-5.22","1.73","-1.22","10.3","-6.84","7.07","-4.69","68"
"1068",="4961","天鈺","138","23Q1","177","-10.3","56.5","-20.9","19.8","-35.5","32","-4.3","11.9","-4.73","10.65","-5.84","10.3","-6.68","8.04","-5.1","68"
"1069",="6530","創威","36.95","23Q1","2.63","-4.16","1.16","-5.19","0.48","-10.8","44.2","-0.48","18.2","-1.36","1.44","-0.15","10.3","-1.45","9.19","-1.02","77"
"1070",="6790","永豐實","37.4","23Q1","102","+0.47","20.7","-6.19","5.71","-16.3","20.4","-1.45","5.68","-1.13","2.14","-0.41","10.3","-2.53","7.3","-1.2","52"
"1071",="1522","堤維西","34.35","23Q1","193","+0.53","44","+5.27","8.59","-7.87","22.8","+1.03","4.77","-0.44","2.77","-0.14","10.3","-1.2","3.69","-0.31","40"
"1072",="6023","元大期","53.5","23Q1","38.7","-3.33","16.8","-4.98","13.4","+17.1","43.3","-0.75","34.7","+6.04","4.61","+0.66","10.4","+1.28","1.26","+0.17","59"
"1073",="6449","鈺邦","54.1","23Q1","23.5","-5.76","6.22","-4.2","2.83","-16.4","26.5","+0.43","12.1","-1.53","3.25","-0.57","10.4","-2.47","5.77","-1.34","57"
"1074",="2496","卓越","51.6","23Q1","7.14","+1.74","3.61","+2.39","0.81","+2.89","50.5","+0.32","11.4","+0.13","4.28","+0.12","10.4","+0.47","6.51","+0.24","66"
"1075",="3221","台嘉碩","26.65","23Q1","31.6","-6","8.52","-8.2","2.43","-25.3","27","-0.65","8.12","-1.92","1.75","-1.43","10.4","-3.6","7.04","-2.15","55"
"1076",="3036","文曄","69.1","23Q1","5,634","-1.37","191","-3.65","61.4","-19.6","3.39","-0.08","1.09","-0.24","6.96","-1.65","10.4","-3.55","3.32","-0.75","26"
"1077",="2419","仲琦","48.15","23Q1","127","+3.02","27","-0.42","4.37","-9.36","21.3","-0.74","4.46","-0.48","1.37","-0.13","10.4","-0.18","4.67","-0.57","40"
"1078",="3025","星通","47.6","23Q1","4.66","+6.27","2.65","+10.3","0.9","+33.4","57","+2.08","19.3","+3.93","1.27","+0.32","10.4","+2.31","8.14","+1.63","62"
"1079",="6464","台數科","93.5","23Q1","43.5","-0.12","22.5","-0.45","8.59","-1.68","51.7","-0.18","20.3","-0.35","6.72","+0.06","10.5","-0.46","4.55","-0.11","62"
"1080",="4138","曜亞","147.5","23Q1","13.8","+6.5","4.85","+7.12","1.52","+10.6","35.2","+0.2","11.4","+0.62","5.06","+0.49","10.5","+1.29","6.16","+0.55","60"
"1081",="3211","順達","79","23Q1","186","-2.52","16.4","-3.29","8.25","+3.48","8.83","-0.07","4.44","+0.26","5.53","+0.2","10.6","+1.82","4.5","+0.37","40"
"1082",="4116","明基醫","65.2","23Q1","30.2","+2.41","8.98","+4.42","1.15","-36.1","29.7","+0.57","5.74","-2.27","2.6","-1.44","10.6","-6.12","5.23","-3.61","51"
"1083",="8926","台汽電","52.2","23Q1","48.6","+4.16","7.2","+13","13","+43.6","14.8","+1.15","26.9","+7.3","2.21","+0.67","10.6","+2.87","5.33","+1.59","51"
"1084",="4535","至興","39.45","23Q1","30.6","-2.61","5.99","-1.52","2.05","-4.06","19.6","+0.22","9.58","-0.18","2.7","-0.12","10.6","-0.87","9.02","-0.52","57"
"1085",="2049","上銀","214.5","23Q1","275","-6.25","96.9","-9.61","35.6","-20.6","35.2","-1.31","12.3","-2.41","10.07","-2.91","10.6","-2.6","6.4","-1.96","64"
"1086",="1268","漢來美食","150","23Q1","40.2","+6.9","16.8","+9.93","2.14","+64.9","41.8","+1.15","5.34","+1.88","5.08","+2","10.6","+3.82","3.97","+1.59","55"
"1087",="4121","優盛","30.35","23Q1","43.7","+0.48","15.2","+1.23","1.61","-5.27","34.9","+0.26","4.62","-0.38","1.87","-0.14","10.6","-1.02","5","-0.6","45"
"1088",="3026","禾伸堂","106.5","23Q1","143","-5.3","28.9","-7.66","11.1","-9.73","20.3","-0.52","7.02","-0.47","7.04","-0.75","10.6","-0.57","6.03","-0.94","49"
"1089",="6271","同欣電","175.5","23Q1","135","-4.02","46.5","-7.15","26.1","-17.1","34.4","-1.16","19.3","-3.03","16.17","-1.81","10.7","-2.56","8.16","-2.01","66"
"1090",="3362","先進光","155","23Q1","35.2","-3.82","8.61","-5.69","3.16","-25.5","24.4","-0.48","8.79","-2.51","1.92","-1.13","10.7","-5.45","4.41","-1.73","45"
"1091",="3567","逸昌","30.85","23Q1","3.36","-8.8","1.2","-13.3","0.66","-18.2","35.7","-1.85","19.5","-2.25","1.91","-0.45","10.7","-2.82","8.93","-1.83","70"
"1092",="4735","豪展","37.9","23Q1","11.7","-2.6","3.66","+2.59","1.02","+0.58","31.3","+1.58","8.7","+0.27","2.77","+0.02","10.7","-0.17","7.13","+0.46","64"
"1093",="8933","愛地雅","9.68","23Q1","55.7","-0.37","7.72","-6.64","2.4","-28.3","13.9","-0.93","4.3","-1.68","0.79","-0.32","10.7","-4.49","4.04","-1.63","38"
"1094",="3434","哲固","29.3","23Q1","6.98","-8.73","1.23","-6.94","0.3","-24.6","17.6","+0.34","4.35","-0.92","1.16","-0.52","10.7","-3.79","5.39","-2.01","41"
"1095",="8163","達方","44.35","23Q1","281","-4.79","48.8","-2.64","10.6","-9.08","17.3","+0.38","4.93","+0.01","3.78","-0.37","10.7","-0.19","4.02","-0.33","40"
"1096",="2451","創見","73.5","23Q1","113","-6.94","24.2","-11.3","19.1","-22.3","21.4","-1.05","16.9","-3.34","4.43","-1.29","10.7","-1.72","8.39","-2.78","62"
"1097",="3290","東浦","24.75","23Q1","18.8","+4.49","4.52","+15.7","1.64","+40.8","24.1","+2.33","8.75","+2.26","1.59","+0.42","10.8","+3","5.31","+1.55","53"
"1098",="1210","大成","56.3","23Q1","1,148","+1.33","120","+5.58","24","+9.51","10.4","+0.42","2.71","+0.2","2.84","+0.25","10.8","+0.73","5.18","+0.4","45"
"1099",="2441","超豐","60.4","23Q1","143","-10.6","32.4","-23.4","23.5","-25.6","22.7","-3.78","16.5","-3.33","4.16","-1.39","10.8","-4.31","8.99","-3.41","70"
"1100",="2834","臺企銀","14.25","23Q1","303","+6.14","","","115","+13.3","","","37.9","+2.4","1.42","+0.16","10.8","+0.99","0.56","+0.06","67"
"1101",="4938","和碩","76.8","23Q1","13,124","-0.4","561","-2.01","164","+8.88","4.28","-0.07","1.62","+0.02","6.17","+0.51","10.9","+0.51","3.36","+0.13","40"
"1102",="5469","瀚宇博","47.55","23Q1","458","-3.94","96.6","+3.13","31.3","-2.4","21.1","+1.45","9.8","+0.08","5.92","-0.15","10.9","-0.73","5.86","-0.18","55"
"1103",="3272","東碩","43.85","23Q1","65","-4.35","8.09","-0.94","2.02","-10.4","12.4","+0.43","3.1","-0.21","3.77","-0.41","10.9","-0.72","4.1","+0.3","38"
"1104",="8390","金益鼎","45.8","23Q1","36.9","+1.76","4.47","-11.5","3.11","-1.59","12.1","-1.81","8.27","-0.32","3.24","+0.42","10.9","-0.77","8.98","-0.59","57"
"1105",="8499","鼎炫-KY","101","23Q1","20.7","-10.4","8.99","-15.3","6.96","-14.7","43.5","-2.53","38.9","-0.79","13.38","-2.37","10.9","-1.97","9.44","-1.52","83"
"1106",="6807","峰源-KY","27.85","23Q1","41.1","-2.3","6.74","-0.68","1.9","+12.8","16.4","+0.27","4.61","+0.62","3.51","+0.23","10.9","+1.34","6.44","+0.86","55"
"1107",="2897","王道銀行","10.15","23Q1","124","+2.36","","","51.9","+3.11","","","48.6","+0.64","1.9","+0.1","10.9","+0.3","1.02","+0.02","67"
"1108",="5245","智晶","45.15","23Q1","13.3","-6.56","4","-13.6","1.35","-23.4","30.1","-2.46","10.2","-2.24","3.28","-0.81","11","-3.73","7.39","-2.31","64"
"1109",="5603","陸海","20.1","23Q1","19.4","-0.95","2.93","-6.9","1.95","-1.97","15.1","-0.97","10.9","-0.17","1.86","-0.03","11","-0.5","7.52","-0.3","49"
"1110",="4760","勤凱","70.9","23Q1","8.49","-8.55","1.8","-7.56","0.78","-15.4","21.2","+0.23","9.21","-0.74","2.64","-0.44","11","-0.8","7.03","-0.64","53"
"1111",="5386","青雲","63.7","23Q1","23.9","-23.4","1.66","-7.11","0.49","-3.53","6.94","+1.22","2.05","+0.42","1.84","-0.06","11","-0.63","3.69","-0.79","47"
"1112",="6508","惠光","37.6","23Q1","23.3","-6.55","5.72","-5.82","2.6","-17.3","24.6","+0.19","11.2","-1.45","3.05","-0.61","11.1","-1.52","7.98","-1.78","60"
"1113",="2608","嘉里大榮","36.3","23Q1","125","-2.05","23.2","-1.05","12.1","-2.26","18.6","+0.19","10.8","+0.06","2.61","-0.05","11.1","-0.47","5.5","-0.09","51"
"1114",="2328","廣宇","42.25","23Q1","264","+0.45","34.8","+6.17","14","+5.96","13.2","+0.71","6.16","+0.19","2.69","+0.14","11.1","+0.22","6.87","+0.57","49"
"1115",="3705","永信","43.65","23Q1","70.3","-3.87","29.2","-7.02","7.87","-6.23","41.6","-1.4","11.3","-0.34","2.97","-0.18","11.1","-0.68","6.73","-0.41","60"
"1116",="1256","鮮活果汁-KY","308.5","23Q1","40.4","-1.56","11.6","-0.98","4.04","+0.24","28.7","+0.17","11.5","+0.2","11.92","0","11.1","-0.36","9.38","-0.41","66"
"1117",="3552","同致","140","23Q1","91","-4.21","19.4","-5.44","4.75","-23.1","21.3","-0.28","5.22","-1.28","5.54","-1.68","11.1","-4.09","4.84","-1.22","40"
"1118",="2337","旺宏","31.8","23Q1","390","-10.3","154","-19.8","56.9","-36.6","39.5","-4.69","14.6","-6.05","3.04","-1.81","11.1","-6.96","7.07","-4.1","64"
"1119",="8076","伍豐","35.1","23Q1","26.6","-2.19","7.69","-3.11","4.45","+42.8","29","-0.27","17.3","+5.29","1.57","+0.47","11.1","+2.75","6.85","+1.99","53"
"1120",="6768","志強-KY","63.7","23Q1","181","-2.17","38.9","-9.21","15","-16.8","21.5","-1.66","8.26","-1.47","7.58","-1.64","11.1","-2.62","7.93","-1.94","62"
"1121",="6642","富致","51.3","23Q1","4.43","-8.63","2.01","-15.3","1.22","-23.4","45.5","-3.61","27.5","-5.31","3.21","-1.04","11.1","-3.88","8.78","-2","72"
"1122",="4560","強信-KY","38.8","23Q1","15.7","-10.9","5.77","-13.2","2.04","-19.1","36.8","-0.97","13","-1.32","2.51","-1.19","11.2","-3.15","8.27","-2.07","59"
"1123",="8112","至上","47.95","23Q1","1,431","-17.8","48.1","-18.7","15.1","-31.5","3.36","-0.04","1.01","-0.23","2.64","-2.52","11.2","-4.94","2.94","-1.22","30"
"1124",="6139","亞翔","77.3","23Q1","364","+1.98","28.8","+5.31","10.7","+7.33","7.91","+0.25","3.86","+0.26","4.77","+0.34","11.2","+0.59","3.45","+0.29","47"
"1125",="5220","萬達光電","28.7","23Q1","9.22","-5.46","2.41","-6.82","0.96","-16.2","26.2","-0.38","10.4","-1.33","2.44","-0.44","11.3","-2.55","6.57","-1.26","60"
"1126",="5285","界霖","78","23Q1","59.6","-5.08","8.63","-9.25","3.17","-24","14.5","-0.67","5.32","-1.32","3.04","-1.04","11.3","-2.16","5.75","-1.74","49"
"1127",="1708","東鹼","35.4","23Q1","77.2","-3.81","20.8","-27.1","6.93","-42.5","26.9","-8.6","8.97","-6.04","2.79","-2.05","11.3","-7","5.31","-3.97","51"
"1128",="3289","宜特","127","23Q1","38.5","+2.85","10.5","+3.81","4.21","+4","27.4","+0.25","9.95","-0.37","5.64","+0.31","11.4","-0.12","5.18","-0.09","45"
"1129",="2397","友通","78.7","23Q1","161","-0.4","34.1","+3.85","5.7","+7.92","21.1","+0.86","3.81","+0.12","5","+0.39","11.4","+0.88","4.79","+0.11","40"
"1130",="4583","台灣精銳","245","23Q1","32.2","-5.98","16.8","-3.52","9.52","-15.3","52.1","+1.33","29.5","-3.24","11.9","-2.57","11.4","-1.42","9.37","-0.64","77"
"1131",="6605","帝寶","110.5","23Q1","177","+3.28","54.6","+7.28","17.8","-1.08","30.8","+1.15","10.2","-0.38","10.72","-0.14","11.4","-0.42","5.43","-0.04","51"
"1132",="2450","神腦","35.15","23Q1","313","+0.45","34","-0.04","6.73","+2.35","10.9","-0.05","2.15","+0.04","2.6","+0.05","11.4","+0.9","6.46","+0.36","40"
"1133",="3118","進階","30.3","23Q1","6.2","+4.62","2.09","+3.27","0.64","+9.28","33.7","-0.44","10.3","+0.44","1.99","+0.19","11.5","+0.71","7.83","+0.52","62"
"1134",="7402","邑錡","75","23Q1","6.01","-8.09","1.85","-1.79","0.53","-7.31","30.9","+1.98","8.76","+0.07","2.52","+0.34","11.5","-3.56","6.59","-0.74","57"
"1135",="5878","台名","48.2","23Q1","7.26","-1.58","1.55","-4.72","0.62","-6.72","21.3","-0.7","8.47","-0.47","2.48","-0.16","11.5","-0.47","7.89","-0.62","55"
"1136",="3016","嘉晶","67","23Q1","55.2","-6.36","9.39","-14.8","5.32","-22","17","-1.68","9.62","-1.93","1.77","-0.61","11.5","-2.25","7.15","-2.39","55"
"1137",="3021","鴻名","21.2","23Q1","36.5","-6.67","6.64","-8.2","1.61","-12.5","18.2","-0.3","4.42","-0.29","1.7","-0.22","11.5","-1.87","5.63","-0.64","43"
"1138",="9927","泰銘","47.4","23Q1","87.3","-3.71","9.37","-6.02","6.4","-5.91","10.7","-0.26","7.37","-0.18","3.82","-0.25","11.5","+0.2","8.54","-1.17","51"
"1139",="3141","晶宏","106","23Q1","23.7","-5.91","8.69","-19.7","2.96","-42.9","36.7","-6.3","12.2","-6.92","3.96","-3.05","11.5","-8.8","7.03","-4.44","53"
"1140",="3441","聯一光","42.95","23Q1","3.94","-8.85","1.67","-7.68","0.86","-14.9","42.5","+0.54","22.2","-1.53","2.18","-0.34","11.5","-2.48","8.23","-1.57","70"
"1141",="2376","技嘉","298.5","23Q1","1,027","-4.27","123","-26.1","45","-31.2","12","-3.53","4.38","-1.72","7.06","-3.23","11.6","-6.24","6.52","-3.32","47"
"1142",="2430","燦坤","42.65","23Q1","216","-3.14","33.3","-3.38","5.28","-11","15.4","-0.04","2.45","-0.22","4.5","+0.21","11.6","-0.41","3.41","-0.44","38"
"1143",="8099","大世科","52.5","23Q1","42.8","-1.42","9.01","+1.03","1.69","-5.44","21","+0.51","3.94","-0.17","1.89","-0.13","11.6","-0.97","5.15","-0.25","45"
"1144",="2228","劍麟","98.1","23Q1","44.2","+1.08","11.8","+3.84","4.77","+5.44","26.7","+0.71","10.8","+0.45","6.26","+0.29","11.6","+0.21","8.26","+0.42","59"
"1145",="3213","茂訊","59.9","23Q1","28","+3.25","6.09","+9.12","2.61","+14.4","21.8","+1.17","9.6","+0.91","4.43","+0.54","11.6","+1.28","8.4","+0.89","53"
"1146",="4572","駐龍","176","23Q1","7.07","+11.1","3.17","+11","2.05","+11.9","44.9","-0.03","29","+0.21","5.75","+0.62","11.6","+0.94","9.73","+0.82","81"
"1147",="2114","鑫永銓","102.5","23Q1","17.4","-5.6","7.86","-6.68","3.69","-5.78","45.1","-0.52","21.2","-0.04","4.74","-0.29","11.6","-1.14","9.99","-0.81","77"
"1148",="6184","大豐電","50.2","23Q1","20.3","+0.76","10","-3.11","4.74","-8.08","49.4","-1.97","23.4","-2.25","3.21","-0.27","11.6","-0.16","6.11","-0.6","68"
"1149",="2012","春雨","25.75","23Q1","100","-9.14","16.8","-6.75","4.46","-16.9","16.7","+0.43","5.63","-0.37","1.61","-0.32","11.6","-1.99","4.34","-0.9","43"
"1150",="2607","榮運","26.55","23Q1","166","-5.6","43.1","-4.27","33.2","-5.84","25.9","+0.36","20.8","-0.1","3.09","-0.21","11.6","-1.11","8.18","-0.58","60"
"1151",="1203","味王","43","23Q1","64.3","+0.67","17.1","-6.15","5.63","-10","26.6","-1.94","12.1","-1.81","2.38","-0.25","11.7","-2.17","7.82","-1.27","55"
"1152",="3114","好德","28.9","23Q1","30.8","-4.99","3.32","-6.14","1.7","-18.8","10.8","-0.13","5.5","-0.94","2.76","-0.57","11.7","-3.91","5.88","-1.24","47"
"1153",="6202","盛群","70.7","23Q1","48.6","-19.2","24.5","-19.4","6.31","-43","50.5","-0.1","13.4","-5.45","2.75","-2.14","11.7","-9.91","8.33","-6.41","57"
"1154",="4766","南寶","173","23Q1","216","-1.9","54.8","+3.58","17.1","-1.99","25.4","+1.34","8.46","0","14.16","-0.28","11.8","+0.09","7.42","+0.07","53"
"1155",="6292","迅德","43.5","23Q1","15.9","-1.09","5.33","-0.55","1.37","-25.2","33.5","+0.18","8.62","-2.78","2.95","-0.99","11.8","-4.9","6.46","-2.31","57"
"1156",="6796","晉弘","131","23Q1","5.11","+1.79","2.65","+4.05","0.69","-1.66","51.8","+1.12","13.5","-0.47","2.06","-0.14","11.8","-0.51","8.76","-0.23","68"
"1157",="6679","鈺太","336","23Q1","18.2","-15.2","7.62","-17.8","3.9","-24.3","41.9","-1.33","21.5","-2.58","7.3","-3.1","11.8","-3.54","9.64","-4.02","64"
"1158",="2617","台航","30.55","23Q1","39.9","+3.05","13.7","+2.39","19.1","-5.05","34.3","-0.22","47.9","-4.09","4.56","-0.27","11.9","-0.96","7.79","-0.62","64"
"1159",="9933","中鼎","40.1","23Q1","945","-0.62","52.2","-2.98","16","-32.8","5.52","-0.13","2.7","-0.74","2.05","-1.02","11.9","-3.53","2.65","-0.97","45"
"1160",="3028","增你強","30.65","23Q1","353","-11.8","26.4","-3.13","5.93","-17.1","7.48","+0.67","1.68","-0.11","2.71","-0.59","11.9","-1.31","2.68","-0.6","30"
"1161",="3010","華立","81.5","23Q1","684","-6.98","51","-8.33","20.1","-19.3","7.46","-0.11","3.21","-0.49","8.47","-2.06","11.9","-3.13","4.74","-1","34"
"1162",="8027","鈦昇","59.7","23Q1","27.6","-14.3","9.91","-11.8","2.9","-25.7","35.9","+1.01","10.5","-1.64","3.03","-0.91","11.9","-3.49","6.7","-2.63","55"
"1163",="8358","金居","59.7","23Q1","70.6","-4.68","11.2","-17.7","7.65","-20.9","15.8","-2.51","10.8","-2.22","3.03","-0.8","11.9","-3.85","9.36","-2.74","61"
"1164",="2504","國產","26.2","23Q1","215","+0.83","45.1","+4.87","29","-29.9","21","+0.81","14","-5.91","2.46","-1.05","11.9","-6.13","8.16","-3.18","55"
"1165",="5522","遠雄","57.9","23Q1","255","-4.08","85.2","-7.8","51.4","-6.64","33.4","-1.35","20.2","-0.55","6.58","-0.46","12","-0.37","5.38","-0.39","55"
"1166",="6840","東研信超","67","23Q1","8.56","-3.67","4.02","-8.37","0.99","-26.8","47","-2.41","11.5","-3.64","4.21","-1.66","12","-6.92","6.79","-3.36","61"
"1167",="9930","中聯資源","51.4","23Q1","117","+2.44","13.8","+0.39","7.53","-0.36","11.8","-0.24","6.46","-0.17","3.04","0","12","-0.48","5.84","-0.11","45"
"1168",="5013","強新","35.2","23Q1","83.6","-7.41","12.4","-14.3","4.21","-22.3","14.8","-1.18","6.61","-1.12","3.11","-0.95","12","-3.56","6.52","-1.69","47"
"1169",="2850","新產","52.8","23Q1","190","+0.11","61.2","-1.64","18.9","-5.7","32.3","-0.58","9.97","-0.61","5.96","-0.38","12","-1.22","4.23","-0.33","61"
