"排名","代號","名稱","成交","財報季度","現金(%)","應收帳款(%)","存貨(%)","速動資產(%)","流動資產(%)","投資(%)","固定資產(%)","無形資產(%)","其他資產(%)","流動負債(%)","長期負債(%)","其他負債(%)","負債總額(%)","股東權益(%)","每股淨值(元)","財報評分"
"177",="2395","研華","349","23Q2","16.5","15.6","16.5","44","61.7","14.1","16","3.96","0.26","32.1","0","0.86","38.5","61.5","54.83","70"
"178",="5371","中光電","76.9","23Q2","25.8","21.3","15.8","50.8","68.7","9.47","15.5","0.65","1.1","43.6","6.24","0.23","52.5","47.5","56.63","43"
"179",="2006","東和鋼鐵","59.3","23Q2","3.19","7.57","33.8","19.3","55.7","7.18","35.2","0.33","0.84","42.7","4.42","0.45","48.3","51.7","39.26","43"
"180",="2106","建大","29.5","23Q2","14.8","8.73","22.6","23.6","53.3","1.48","35.2","","4.99","25.4","28.3","2.26","58.6","41.4","20.74","43"
"181",="3260","威剛","78","23Q2","7.51","10.9","29.6","22","53.7","15.1","25.3","1.75","1.61","38.6","25.3","0.08","67.9","32.1","43.6","34"
"182",="8069","元太","183.5","23Q2","16.1","4.61","4.21","35.5","40.2","33","12.3","11.2","0.18","28.2","6.3","0.15","37.2","62.8","37.47","72"
"183",="1736","喬山","74.3","23Q2","6.69","23.8","29.8","30.5","63.9","0.12","12.9","8.22","2.25","43.5","24.7","1.2","74.2","25.8","29.41","34"
"184",="1312","國喬","16.7","23Q2","9.89","2.88","2.73","13","26.2","23.4","33.2","2.13","8.16","9.3","26.4","0.06","42.4","57.6","33.48","28"
"185",="3033","威健","29.25","23Q2","7.26","40.6","46.9","47.9","97.5","0.22","0.39","0.03","0.24","66.3","5.4","0.23","75.2","24.8","19.5","26"
"186",="1313","聯成","15.15","23Q2","7.13","7.1","18.3","16.1","37.3","26.3","30","0.01","1.01","26.3","19.7","0.76","47.3","52.7","21.21","30"
"187",="3706","神達","43.1","23Q2","11.2","6.45","11.9","20.6","33","56.2","9.41","0.13","0.09","19.3","0.87","0.38","30.7","69.3","45.43","43"
"188",="5512","力麒","9.05","23Q2","5.72","3.89","35.8","13.1","54.7","4.15","16.2","5.58","18.4","36","19.7","0.55","58.1","41.9","18.17","26"
"189",="9958","世紀鋼","143.5","23Q2","6.71","4.48","4.86","31.7","39.8","3.44","45.6","0.02","2.93","28.8","31.4","0.89","68.9","31.1","31.53","40"
"190",="2601","益航","8.36","23Q2","6.54","1.32","5.35","8.29","15.5","2.72","36.6","5.46","3.42","20.8","12.9","1.53","63.8","36.2","12.53","40"
"191",="8163","達方","42","23Q2","12.7","21.9","20.4","39.4","64.3","5.1","23.9","2.37","1.47","48.2","12.3","0.52","61.8","38.2","39.37","38"
"192",="2548","華固","89.1","23Q2","4.36","0.49","81.9","5.02","92.4","0.88","0.49","","6.07","45.6","9.14","0.15","55","45","67.53","51"
"193",="2408","南亞科","65.6","23Q2","30.5","3.96","14.3","34.5","49.6","3.03","43.8","0.55","0.06","8.9","","0.62","11.7","88.3","55.72","40"
"194",="9939","宏全","99.1","23Q2","14.2","14.7","7","29.4","40.7","0.22","46.5","0.99","7.84","34.4","23.5","0.27","59.5","40.5","51.38","51"
"195",="1440","南紡","14.85","23Q2","10","3.75","11.4","15.4","27.5","28","40.9","0","2.22","24.9","11.5","0.18","45.4","54.6","16.31","32"
"196",="2540","愛山林","98","23Q2","4","5.52","63.5","11.9","87.5","6.62","0.14","0","1.82","64","8.38","0.24","74.1","25.9","27.18","45"
"197",="3048","益登","22.8","23Q2","5.91","25.3","58.2","32.4","92.9","2.09","2.57","1.09","0.71","78","3.14","0.26","81.9","18.1","18.46","23"
"198",="2498","宏達電","51","23Q2","35","1.8","2.98","39.4","60.5","16.7","14.4","0.21","1.58","29.6","16.7","0.31","46.9","53.1","30.18","45"
"199",="8415","大國鋼","33.05","23Q2","4.95","6.55","34.2","15.3","50.3","26","14.3","1.51","0.19","28.9","9.89","0.01","44.9","55.1","23.2","47"
"200",="8150","南茂","35.85","23Q2","26.8","10.6","6.19","38.4","44.8","10.2","41.8","","0.43","17.1","27.8","0.86","48","52","32.76","47"
"201",="2348","海悅","69.2","23Q2","12.6","4.24","49.5","19.6","74.7","24.8","0.15","0.05","0.33","32.9","35.8","0.01","77","23","38.71","51"
"202",="9914","美利達","197","23Q2","10.1","11.8","23.6","22.5","46.7","46.1","5.56","0.16","0.12","36.9","2.78","0.3","50.5","49.5","67","40"
"203",="2915","潤泰全","59.6","23Q2","7.79","0.21","0.44","8.01","8.51","89.3","1.21","0","0.09","3.58","13","0.66","18.7","81.3","85.13","62"
"204",="2239","英利-KY","64.3","23Q1","10.8","16.9","15.8","28.1","52.6","2.51","32.2","3.37","3.62","39.7","15.6","0.53","58.2","41.8","92.49","32"
"205",="2104","國際中橡","19.4","23Q2","13","6.34","5.1","21.7","43.6","20.3","33.7","0.43","0.24","23.4","5.75","0.27","36.8","63.2","35.51","36"
"206",="2511","太子","11.05","23Q2","18.1","1.65","14.5","31.7","46.5","23.4","11.7","3.95","0.64","16.2","11.5","2.56","45.1","54.9","15.63","49"
"207",="3596","智易","139.5","23Q2","15.2","25.3","38.9","40.6","80.4","1.04","15.3","0.22","0.3","60.1","","0.31","60.6","39.4","61.4","43"
"208",="3406","玉晶光","373","23Q2","14.3","6.87","8.96","21.2","32.4","1.06","53.6","0.18","9.9","23.3","15.7","7.84","53.2","46.8","162.4","49"
"209",="3023","信邦","323.5","23Q2","20.7","26.6","33.7","48.2","83.3","3.78","8.98","0.12","1.7","57.5","2.67","0.18","62.5","37.5","50.87","47"
"210",="5904","寶雅","494","23Q2","15","3.01","19.8","18","38.1","","13.4","","1.89","37.8","2.73","0.09","80.7","19.3","48.2","59"
"211",="1503","士電","127.5","23Q2","5.87","14.4","17.4","23.6","42.7","42.5","13.5","","0.25","33.3","0","0.71","38.5","61.5","61.78","43"
"212",="4919","新唐","127","23Q2","25.3","15.1","23.6","40.4","65.5","13.9","15.3","1.64","1.55","35","3.8","10.6","57.1","42.9","36.48","49"
"213",="8044","網家","42.2","23Q2","21.9","15.3","3.88","37.3","48","5.43","5.3","20.2","3.34","47.4","7.46","0.59","70.9","29.1","50.38","38"
"214",="1434","福懋","25.55","23Q2","7.06","4.51","10.8","13.3","24.9","58.2","15","","0.34","11.9","12.7","0.57","26.6","73.4","32.96","40"
"215",="2514","龍邦","16.35","23Q2","10.3","12.4","14.7","28.6","47.9","14.4","22.8","4.15","10.2","39.8","4.76","5.94","52.7","47.3","30.5","36"
"216",="6257","矽格","51.3","23Q2","28.4","9.6","1","45.5","48","5.13","43.7","0.55","0.27","23","26.7","0.89","52.1","47.9","34.15","57"
"217",="3712","永崴投控","31.6","23Q2","14.6","3.62","3.04","39.6","61.7","15.2","10.8","3.63","6.45","42","13.9","0.14","57.6","42.4","30.46","38"
"218",="5907","大洋-KY","12.55","23Q1","4.86","1.4","0.77","6.31","9.34","0.1","23.9","7.24","3.51","19.8","5","2.08","72.5","27.5","37.39","47"
"219",="3209","全科","33.05","23Q2","1.69","29.5","62.5","31.5","94.3","2.33","2.65","0.01","0.12","77.1","1.41","0.6","80.7","19.3","19.13","26"
"220",="5434","崇越","169.5","23Q2","16.1","22.3","17","45.3","68.8","13.1","11.5","1.37","3.56","49.3","7.01","0.41","59.7","40.3","68.92","45"
"221",="1229","聯華","60.2","23Q2","5.41","5.01","2.41","18.3","21.4","71.3","6","0.19","0.27","20.8","3.52","0.25","25.4","74.6","26.64","62"
"222",="2049","上銀","196.5","23Q2","15","7.26","16.2","22.3","39.4","2.52","52.7","0.48","2.83","19.6","13.3","0.35","35.5","64.5","96.33","53"
"223",="9940","信義","28.65","23Q2","23.8","4.41","26.1","29.6","64.5","6.87","12.5","0.14","0.61","26.7","23.1","2.19","61.3","38.7","15.79","55"
"224",="8070","長華*","30","23Q2","21.7","10.2","6.85","32.8","46.1","38","11.5","2","0.65","29.4","20.4","0.11","51.4","48.6","19.29","51"
"225",="6269","台郡","89","23Q2","25","12","7.86","46.8","55.7","0.22","40","0.04","1.35","35","5.22","0.06","43.8","56.2","73.94","49"
"226",="1905","華紙","24.3","23Q2","4.64","8.59","15.5","18.8","46.4","5.92","44.3","","1.71","41.1","4.16","0.59","51.7","48.3","13.75","28"
"227",="2524","京城","30.75","23Q2","0.63","0.23","94.3","0.85","97.4","0.04","1.8","0.44","0.1","26.8","24.3","0.07","51.4","48.6","46.97","40"
"228",="9938","百和","47.9","23Q2","12","6.89","15.6","20.2","39.1","0.7","53.5","0.65","0.74","35","16.3","1.07","57.2","42.8","37.69","45"
"229",="1710","東聯","19.95","23Q2","4.38","5.05","3.79","9.67","14.8","28.3","43.3","0.15","10.8","25.1","26.2","0.7","54.2","45.8","14.21","32"
"230",="4306","炎洲","14.55","23Q2","7.41","9.05","29.5","26","57.9","11.4","28.2","0.63","0.14","41.3","16.7","0.48","60.5","39.5","18.12","38"
"231",="1702","南僑","47.3","23Q2","33.5","7.54","11.3","41.1","54.3","2.53","39.3","0.36","0.46","26.4","26.4","1.02","60.4","39.6","36.08","49"
"232",="3682","亞太電","6.31","23Q2","1.73","3.32","0.1","6.36","7.65","0.34","21.3","20","37.1","26.8","12.1","0.62","45.1","54.9","4.97","28"
"233",="2014","中鴻","22.7","23Q2","2.71","1.25","30.1","7.59","41.9","28.6","28.2","","0.32","31.6","18.2","0.1","50.7","49.3","11.64","32"
"234",="6186","新潤","48.85","23Q2","1.99","0.12","85.2","2.11","96.2","","0.02","0","3.52","77.4","8.14","0","85.8","14.2","18.68","34"
"235",="1590","亞德客-KY","903","23Q1","9.59","19.1","13.1","29","42.7","0.04","52.9","0.07","1.8","29.2","0.02","","30.7","69.3","190.09","66"
"236",="2103","台橡","23.15","23Q2","17.3","11.8","18.4","29.1","48.9","16.2","25.8","2.17","1.29","30.8","5.47","1.9","44.7","55.3","22.36","45"
"237",="2439","美律","87.9","23Q2","19.6","23.6","12.9","47.2","61","19.7","13.7","3.56","0.31","36.6","14.8","0.19","57.3","42.7","53.41","40"
"238",="3714","富采","45.3","23Q2","24.4","12.6","6.27","38.1","45.5","12.3","29.7","6.8","0.76","16","4.22","0.54","23.5","76.5","69.64","38"
"239",="6191","精成科","56.2","23Q2","25.4","22.9","9.96","49.6","60.1","17.4","18.2","0.32","0.22","35.4","8.97","0.72","47","53","38.83","55"
"240",="1795","美時","259.5","23Q2","5.56","19.5","12.3","25.3","39.8","6.91","10.2","40.7","0.64","22.2","25.5","1.78","51.3","48.7","58.89","72"
"241",="1215","卜蜂","96.8","23Q2","1.07","11.2","8.64","12.3","29.4","8.76","56.8","0.15","0.6","33","29.8","0.12","64.4","35.6","28.73","45"
"242",="3576","聯合再生","16.2","23Q2","17.3","2.77","10.8","21.3","40.7","10.5","34","0.01","8.27","22.3","20.2","1.62","48.8","51.2","9.98","32"
"243",="2338","光罩","69.3","23Q2","9.61","6.11","2.85","25.2","30.7","17.8","40","3.58","5.11","44.4","29.6","0.37","77.6","22.4","22.65","43"
"244",="1522","堤維西","31.2","23Q2","5.2","14.7","21.8","20.3","43.2","9","31.6","0.26","5.46","34.1","22","0.68","64.1","35.9","25.09","38"
"245",="3005","神基","69.8","23Q2","22.8","22.5","14.7","45.4","61.4","6.43","23.5","1.88","2.41","32.2","6.67","0.04","42.6","57.4","31.77","57"
"246",="6605","帝寶","122","23Q2","13.2","10.6","15.5","24.6","40.7","1.53","41.1","0.2","10.5","27","20.2","0.73","49.4","50.6","94.91","53"
"247",="2031","新光鋼","47","23Q2","5.42","16.1","22.6","32.1","55.6","27.1","15.6","0.14","1.03","40.7","18.1","0.26","59.5","40.5","31.43","43"
"248",="3264","欣銓","59","23Q2","6.84","9.08","","23.8","25.1","1.08","67","1.89","0.52","18.4","26.9","0.75","49.2","50.8","34.05","57"
"249",="8299","群聯","382","23Q2","22.8","12.6","38.1","37.4","75.7","6.76","14","0.56","1.16","19.8","6.61","1.95","28.6","71.4","198.34","47"
"250",="2534","宏盛","19","23Q2","3.21","0.11","46.1","3.54","55.2","43.9","0.01","0.07","0.83","43.9","6.93","0.32","51.6","48.4","30.57","40"
"251",="5607","遠雄港","57.9","23Q2","2.18","1.02","","5.79","5.91","58.6","22.5","0.06","0.12","14.2","34.4","4.3","65.5","34.5","29.61","57"
"252",="2504","國產","26.6","23Q2","4.81","19.5","2.39","26.7","30.3","20","33.4","9.34","2.87","20.3","14.8","0.4","38.6","61.4","19.33","53"
"253",="5536","聖暉*","157.5","23Q2","29.3","25.1","6.76","76.9","90.4","4.84","2.66","0.3","0.18","49.5","2.86","0.23","56.3","43.7","66.07","60"
"254",="2528","皇普","28.6","23Q2","2","0.02","91","2.03","99.4","0.29","0","0.01","0.22","54.2","19.5","0","73.8","26.2","13.92","45"
"255",="9917","中保科","107.5","23Q2","19.8","6.87","2.13","30.6","38.8","17.8","33.4","1.78","3.51","38.6","7.65","7.41","55.9","44.1","25.31","62"
"256",="6214","精誠","110.5","23Q2","13.8","17.4","17.1","45.2","71.2","16.9","7.54","1.06","1.55","38.5","10.7","0.38","50.6","49.4","54.98","47"
"257",="8454","富邦媒","530","23Q2","22.7","9.51","19.1","32.2","53.3","4.97","32.8","0.24","2.43","58.3","","1.61","63.8","36.2","37.57","57"
"258",="2597","潤弘","102.5","23Q2","7.06","13.6","3.48","44.5","52.8","21.9","18.6","0.98","0.66","50.6","12.8","1.75","69.3","30.7","26.74","43"
"259",="3028","增你強","30.5","23Q2","6.84","38.1","46.4","45.1","92.6","3.76","2.08","","0.36","69.9","1.26","0.3","72.4","27.6","24.97","28"
"260",="3532","台勝科","140.5","23Q2","8.97","6.97","9.91","15.9","26.6","0","64.2","0.02","8.35","22.9","12.2","2.44","37.7","62.3","61.5","68"
"261",="1103","嘉泥","19.1","23Q2","6.23","1.06","0.34","28","28.6","54.8","11.6","0.01","0.15","10.9","17.8","1.08","38","62","35.05","38"
"262",="3715","定穎投控","40.55","23Q2","15","19.6","10.9","36.9","49.4","","47.7","0.27","0.06","43.3","20.8","3.28","69.8","30.2","21.69","41"
"263",="2481","強茂","64.4","23Q2","7.49","18.6","11.6","35.6","49.4","9.02","27.3","5.79","2.81","26.5","21.1","0.87","49.9","50.1","33.77","45"
"264",="6412","群電","114","23Q2","8.06","39.1","17.4","50.9","70.4","2.92","23.1","0.28","1.05","53.8","","0.11","54.6","45.4","29.46","45"
"265",="2926","誠品生活","62.2","23Q2","8.61","5.78","8.21","15.3","25.3","0.51","9.48","0.68","5.16","32","8.02","1.6","95.8","4.16","12.74","38"
"266",="2816","旺旺保","20.7","23Q1","17","4.27","","","","44.1","6.7","0.82","3.36","","","0.11","73.4","26.6","22.83","58"
"267",="1589","永冠-KY","54","23Q1","9.49","17.3","8.41","27.5","43.4","0.52","44.5","0.61","8.24","33.9","26.9","","61.5","38.5","77.88","36"
"268",="8213","志超","44.55","23Q2","31.2","28.3","6.45","59.5","66.8","0.16","29.1","1.31","1.04","47.1","1.13","0.56","48.9","51.1","51.38","47"
"269",="3056","總太","48","23Q2","10","0.01","71.4","22.1","95","2.3","0.76","0.1","0.18","56.2","10.2","0.03","67.2","32.8","27.98","55"
"270",="6472","保瑞","718","23Q2","20.2","16.7","9.54","37.9","49.4","0.15","32.1","10.4","0.73","47.5","9.72","1.41","66.5","33.5","81.78","77"
"271",="5608","四維航","18.55","23Q2","21.5","0.08","0.58","21.7","24.1","0.1","75.3","","0.47","34.2","21.7","0","59.1","40.9","25.41","34"
"272",="9907","統一實","16.55","23Q2","10.7","13.7","11.5","24.4","37.4","0.58","52.5","0.01","0.65","23.9","9.99","0.17","41.1","58.9","11.87","43"
"273",="1536","和大","63.9","23Q2","2.82","13.7","15.7","17.1","33.5","2.14","61.7","0.03","1.03","29.4","29.6","0.53","60.8","39.2","31.19","38"
"274",="2368","金像電","206.5","23Q2","21.2","32.4","19","53.6","73.3","2.31","22.6","0.17","0.1","38.8","9.13","0.68","50","50","28.16","51"
"275",="2538","基泰","13.95","23Q2","13.6","0.63","63.8","28.5","95","3.71","0","","1.2","63.4","0","0.14","63.6","36.4","14.26","64"
"276",="5525","順天","25.95","23Q2","2.19","0.69","74.4","2.88","82.5","13.8","1.45","0.02","0.37","71.7","0.82","0.22","75.2","24.8","17.42","32"
"277",="1785","光洋科","35.9","23Q2","9.16","7.46","41.5","22.3","65.2","3.02","29.6","0.13","0.73","22.2","28.3","0.22","52","48","20.87","38"
"278",="6757","台灣虎航-創","39.75","23Q2","33.6","0.98","0","34.6","36.2","","6.61","0.99","8.99","47.6","1.62","0.08","83.7","16.3","6.01","61"
"279",="4416","三圓","76.9","23Q2","6.83","0.58","57.5","7.41","81.1","17.6","0.01","0.82","0.02","75.2","13.1","0.14","88.8","11.2","28.9","36"
"280",="2535","達欣工","32.85","23Q2","22.7","6.22","32.8","51.7","92.5","2.86","3.92","","0.25","40.9","17.7","0.1","58.8","41.2","27.95","45"
"281",="8404","百和興業-KY","20","23Q1","11.7","5.79","19.3","17.5","40.7","0.33","51.8","0.78","0.7","42.8","23.2","1.49","70.4","29.6","17.35","34"
"282",="5508","永信建","72","23Q2","0.7","0.2","97.3","0.9","99.5","0.06","0.09","","0.32","52.4","17.4","0.01","71","29","24.23","68"
"283",="2360","致茂","272.5","23Q2","13.6","13.4","15.7","32.1","49.9","23.7","20.7","0.92","2.39","32.3","1.52","0.63","38.6","61.4","47.04","66"
"284",="3380","明泰","37.75","23Q2","19.2","19.8","28.8","39.1","72.1","1.24","17","4.82","1.71","45.8","1.93","0.99","49.9","50.1","18.15","43"
"285",="4532","瑞智","21.3","23Q2","15.8","31.8","6.76","63.1","72","0.74","23.6","0.22","0.67","40.7","10.7","0.33","54.7","45.3","18.45","40"
"286",="2739","寒舍","42.95","23Q2","0.78","0.52","0.57","4.34","5.26","4.81","7.03","0.06","2.7","15.9","1.34","0.77","93.8","6.23","8.35","51"
"287",="2607","榮運","27.55","23Q2","11.5","8.43","0.14","27.2","28.2","16.8","39.3","0.48","11","10.7","7.27","2","29.2","70.8","28.58","62"
"288",="6212","理銘","43.4","23Q2","0.15","0.01","94.4","0.17","99.8","0.15","0","","0.01","81.5","","0","81.5","18.5","27.91","43"
"289",="8927","北基","50.3","23Q2","8.93","0.85","5.04","10.6","19.1","2.43","50.9","1.03","13.4","26.5","24.3","0.54","64.6","35.4","15","40"
"290",="2608","嘉里大榮","36.4","23Q2","8.12","7.18","0.3","15.3","16.1","1.36","61.9","1.34","1.14","14.9","16.9","0.44","50.1","49.9","25.37","55"
"291",="6147","頎邦","68.7","23Q2","12.4","9.45","3.63","21.8","25.7","33.2","30.2","9.33","0.23","17.8","2.72","0","22.7","77.3","56.82","62"
"292",="2367","燿華","16.45","23Q2","3.52","19.9","10.5","23.5","34.6","6.59","54.6","0.59","0.77","32","20.7","0.64","54.9","45.1","15.08","28"
"293",="6213","聯茂","80","23Q2","15.2","34.7","7.84","50.2","61.6","0.27","20.1","0.03","15.7","28.6","8.28","0.14","39.4","60.6","51.57","43"
"294",="2645","長榮航太","114","23Q2","24","15.2","9.87","41.2","51.4","12.1","26.1","0.15","0.83","21.5","20.3","0","50","50","32.43","55"
"295",="3704","合勤控","52","23Q2","22.5","30.6","26.9","53.8","83.4","1.2","7.96","1.4","1.42","42.3","8.46","0.05","54","46","25.55","45"
"296",="8349","恒耀","60.3","23Q2","7.89","16","24.9","24.4","50","1.41","28.8","4.3","0.71","42.8","18.7","0.07","67.8","32.2","34.89","36"
"297",="3583","辛耘","249","23Q2","24.7","4.91","42.5","29.6","84.2","4.25","9.9","0.01","0.33","75.7","","0","76.7","23.3","45.65","47"
"298",="2527","宏璟","23.35","23Q2","1.32","0.09","52","1.48","56.3","38.3","4.78","0","0.33","44.2","10.3","0.14","54.7","45.3","36.91","23"
"299",="2612","中航","38.8","23Q2","17.5","1.4","0.11","21.2","23.5","7.06","68.5","0.02","0.13","17.3","30.3","0.05","50.8","49.2","58.79","53"
"300",="2539","櫻花建","45.15","23Q2","0.75","0.01","88.6","0.76","99.6","0.1","0.23","0","0.09","41.6","12.2","0.01","53.8","46.2","13.96","45"
"301",="1201","味全","19.1","23Q2","12.1","15.2","9.52","28.2","41.2","1.37","45.2","1.06","0.58","42.1","14.7","1.31","62.3","37.7","14.23","47"
"302",="4906","正文","33.65","23Q2","7.18","37.6","16.9","45.7","65.4","16.7","14.2","1.29","0.77","40.7","5.68","0.01","47.7","52.3","31.96","36"
"303",="2035","唐榮","31.9","23Q2","0.06","0.57","15.2","0.63","18.1","62.3","19.5","0.06","0.01","16.5","30.1","1.98","69.4","30.6","14.96","19"
"304",="8215","明基材","36.05","23Q2","5.49","18.7","14.5","24.5","41.7","3.38","48","0.92","0.47","32.7","20.5","0.25","57.8","42.2","17.32","40"
"305",="2832","台產","22.6","23Q1","14.7","4.27","","","","64.2","1.68","0.08","3.25","","","0.37","52.5","47.5","28.98","55"
"306",="5009","榮剛","46.1","23Q2","6.48","12.1","26.5","18.8","46.8","3.73","34.9","","13.5","25.5","17.6","2.28","46.3","53.7","24.95","47"
"307",="4927","泰鼎-KY","52.8","23Q2","3.62","16.2","15.7","19.8","36.2","","60.8","1.03","0.94","39.1","20.9","0.43","61.3","38.7","38.15","23"
"308",="4113","聯上","21","23Q2","1.76","0","83.4","1.76","93.6","0.26","0.02","","5.71","67.9","10.2","0","78.5","21.5","14.93","19"
"309",="1457","宜進","17.35","23Q2","1.25","2.09","3.33","8.77","14.8","67.9","16.8","","0.23","14.3","41.9","0.22","57.6","42.4","21.83","23"
"310",="1442","名軒","34.7","23Q2","2.16","0.16","89.2","2.32","96.7","2.97","0.14","0.01","0.14","46.7","17.7","0.01","66.8","33.2","15.52","57"
"311",="2331","精英","29.45","23Q2","21.7","15.3","8.66","66.1","77.2","2.9","8.93","2.75","2.13","47.5","","0.33","49.7","50.3","20.61","49"
