"排名","代號","名稱","股價日期","成交","漲跌價","漲跌幅","EPS平均","EPS合計","股利平均","股利合計","2012發放年度","2013發放年度","2014發放年度","2015發放年度","2016發放年度","2017發放年度","2018發放年度","2019發放年度","2020發放年度","2021發放年度","2022發放年度","2023發放年度"
"170",="8342","益張","12/25","68.2","-0.1","-0.15","3.71","44.48","3.3","39.59","1.2","2","3","2.5","3.2","5.8","2.99","3.5","3.5","4","3.4","4.5"
"171",="6761","穩得","12/25","77.4","+1.7","+2.25","6.27","25.08","4.1","16.4","","","","","","","","","2.5","3","5.8","5.1"
"172",="8383","千附","12/25","37.95","-0.15","-0.39","2.69","32.3","2.08","24.9","0.52","1","1.2","1.97","2.2","2.7","2.7","2.5","2.5","2.5","2.61","2.5"
"173",="8341","日友","12/25","114","0","0","5.95","65.45","4.83","58","0.8","0.8","2","2.2","3.5","4.5","6","6.5","8","8.2","8","7.5"
"174",="8111","立碁","12/25","18.4","-0.1","-0.54","0.11","1.35","0.43","5.11","0","0","0","0","0","0","0","0.45","0.46","0.9","2.1","1.2"
"175",="1409","新纖","12/25","15.4","-0.1","-0.65","1.05","12.65","0.61","7.32","0.32","0.32","0.36","0.43","0.25","0.25","0.5","0.85","0.55","1.1","1.4","1"
"176",="5299","杰力","12/25","129.5","0","0","6.06","66.68","3.93","43.23","","1","0.6","0.7","0.3","0.79","2.75","5.1","5.5","6.5","11.59","8.4"
"177",="3189","景碩","12/25","100","+0.9","+0.91","5.17","61.99","3","35.98","3","3","3.5","4","3.5","3","1.5","1.5","1","1","4.5","6.48"
"178",="8284","三竹","12/25","61.8","-0.1","-0.16","3","36.05","1.78","21.39","1.19","1.36","1.33","1.06","0.22","0","1.2","2.68","3","2.36","3","4"
"179",="5371","中光電","12/25","69.9","-0.9","-1.27","3.67","44.04","2.68","32.1","1.6","1","0","3.5","1.5","3.5","3","3.5","2","4","4","4.5"
"180",="6248","沛波","12/25","28.35","+0.05","+0.18","0.13","1.62","0.71","8.57","0","0","0","0","0.65","0.8","0.7","0","2.2","1.2","1.2","1.82"
"181",="00907","永豐優息存股","12/25","14.75","-0.17","-1.14","","","0.61","1.23","","","","","","","","","","","0.28","0.95"
"182",="5464","霖宏","12/25","31.25","-0.7","-2.19","1.44","17.25","1.16","13.87","2","0.5","1.77","2.2","1.5","0.4","0","1","0.5","0","2","2"
"183",="8234","新漢","12/25","46.9","+0.55","+1.19","2.11","25.38","1.14","13.72","1","0.5","0.59","1.99","1.25","1.5","0.6","0.7","0.8","0.8","1","3"
"184",="8249","菱光","12/25","29.4","-0.3","-1.01","1.78","21.41","1.4","16.77","0.8","0.9","1.2","1.9","1.8","1.6","1.6","1.3","1.2","1.3","1.29","1.88"
"185",="6754","匯僑設計","12/25","58.1","+0.2","+0.35","3.96","15.85","3.2","12.8","","","","","","","","","2.8","2.8","3.5","3.7"
"186",="3130","一零四","12/25","211","+0.5","+0.24","9.2","110.4","8.46","101.5","6","4.56","6","7","8","10.81","9.6","8.51","8.62","7.8","11.16","13.42"
"187",="3360","尚立","12/25","12.6","-0.05","-0.4","0.5","5.99","0.58","6.98","0","0.2","0","1","1.26","1.2","0.4","0.4","0.6","1","0.13","0.8"
"188",="4930","燦星網","12/25","31.55","+0.05","+0.16","0.67","8.01","1.28","15.3","0.2","0","0","4","0","0.3","0","0","0.5","3.5","4.8","2"
"189",="6257","矽格","12/25","66.4","-1.6","-2.35","3.4","40.79","2.34","28.11","1.62","2.1","1.8","2.12","1.6","1.65","1.76","2.06","2.2","2.87","4.13","4.2"
"190",="2488","漢平","12/25","39.6","-0.4","-1","2.72","32.64","1.87","22.4","0.6","0.6","2","1.6","2.2","3.5","1.9","2.5","2.3","1.5","1.2","2.5"
"191",="6128","上福","12/25","34.85","+0.25","+0.72","2.98","35.72","2.1","25.15","2.5","1.7","2.25","2.8","3","2.8","0.5","2","2.4","1","2","2.2"
"192",="3430","奇鈦科","12/25","47.55","-0.35","-0.73","2.54","30.48","1.22","14.65","1","0.5","2.15","1","0.2","0.3","0.8","2.75","0.45","0.5","2","3"
"193",="5245","智晶","12/25","39.8","-0.3","-0.75","2.66","31.97","2.09","25.1","0","0","0.55","2.26","2.37","5","5","1.5","0.43","1","4.48","2.5"
"194",="6788","華景電","12/25","127.5","+0.5","+0.39","6.81","27.25","5.12","20.5","","","","","","","","","3.5","4","5","8"
"195",="3402","漢科","12/25","67","0","0","2.26","27.16","1.83","21.93","0.83","0.89","0","0.48","0.85","2","2.45","3","1.53","2.7","3","4.2"
"196",="4745","合富-KY","12/25","25.55","+0.1","+0.39","3.61","39.67","1.81","21.69","0.8","3","3.65","3.64","2.6","2","0.2","0.3","1.2","1.2","1.5","1.6"
"197",="3388","崇越電","12/25","70.5","-0.2","-0.28","5.81","69.71","4.75","57.02","6","5","5","5","4","4","4.6","5.1","3.6","4.3","6","4.41"
"198",="1817","凱撒衛","12/25","36.9","-0.05","-0.14","2.92","35","1.87","22.41","1","1.2","1.6","1.8","2","2.2","2.3","2.3","1.71","2","2","2.3"
"199",="2908","特力","12/25","20.55","-0.1","-0.48","1.19","14.32","1.07","12.9","0.81","1.08","1","1.13","0.95","1.08","1.2","1.3","0.71","1.07","1.28","1.28"
"200",="3537","堡達","12/25","40.2","+0.15","+0.37","2.52","30.28","1.9","22.8","1.5","1.5","2","1.2","1.2","1.2","1.8","2.4","1.5","2.5","3.5","2.5"
"201",="6470","宇智","12/25","64.3","+0.3","+0.47","4.31","38.79","3.08","27.69","","","","2.5","4","4","2","2.5","2.5","3.5","2.69","4"
"202",="4536","拓凱","12/25","177","0","0","9.48","113.8","5.25","63","3","3","5","4.5","5","6","3","5.5","6","5","6","11"
"203",="2373","震旦行","12/25","75.8","+1","+1.34","5.01","60.12","4.44","53.25","2.8","3","3.3","3","3.2","3.25","6","6","6","6","6","4.7"
"204",="2441","超豐","12/25","59.8","-0.3","-0.5","4.04","48.42","2.71","32.55","1.2","1.6","2","2.8","2.4","2.75","3","2.7","2.3","3.1","5","3.7"
"205",="6776","展碁國際","12/25","56.6","-0.1","-0.18","3.42","13.7","2.55","10.2","","","","","","","","","1.5","2","3.2","3.5"
"206",="3531","先益","12/25","32.35","0","0","1.67","20.09","1.4","16.75","1.2","1.7","1.8","1.5","0.25","1.1","2","1.2","1.8","1","1.2","2"
"207",="6202","盛群","12/25","64.7","-0.1","-0.15","4.17","50.07","4.02","48.2","2.3","2.5","3.3","3.5","3.57","3.5","4.1","4.7","4.05","4.56","8.12","4"
"208",="3010","華立","12/25","98.7","+0.3","+0.3","6.41","76.96","3.62","43.5","2.3","2.5","3","3.3","2.7","2.6","3.3","3.2","3.3","4.4","6.8","6.1"
"209",="2916","滿心","12/25","48.9","0","0","1.57","18.86","1.37","16.4","1.5","0.4","1","1.1","1.3","0.7","1.2","1.4","1.1","1.5","2.2","3"
"210",="4923","力士","12/25","48.9","-0.75","-1.51","1.68","20.13","1.19","14.31","0.2","0","0.8","0.8","0.8","0.3","0","2.8","0","1.11","4.51","3"
"211",="6161","捷波","12/25","40.75","+0.15","+0.37","1.3","15.56","1.06","12.7","0.3","0","0.2","0.4","0.2","0.9","1.1","1.6","0.9","1.6","3","2.5"
"212",="2467","志聖","12/25","58.7","-1.1","-1.84","2.19","26.24","1.85","22.22","1.81","1.5","1.5","1.3","0","0.5","1.5","2.5","2.5","2.51","3","3.6"
"213",="3447","展達","12/25","37.6","-0.4","-1.05","1.8","18","0.68","6.78","0.5","","","0.25","0.23","0.8","0.2","0","0","1","1.5","2.3"
"214",="00713","元大台灣高息低波","12/25","49.77","-0.12","-0.24","","","2.32","13.94","","","","","","","1.55","1.6","1.7","3.15","2.9","3.04"
"215",="9924","福興","12/25","47.5","-0.9","-1.86","3.49","41.87","2.27","27.2","1.2","1.5","2","2","2.8","2.8","2","2.4","2.6","2.6","2.4","2.9"
"216",="6121","新普","12/25","401.5","-5.5","-1.35","18.98","227.7","13.17","158","6","6.5","6.8","7","7","6","10","11.5","14.5","19.1","39.1","24.5"
"217",="8435","鉅邁","12/25","62.3","+0.2","+0.32","3.5","42.06","3.21","38.5","2.5","3","2.9","3","3.15","3","3.3","3.2","3.35","3.5","3.8","3.8"
"218",="1465","偉全","12/25","13.95","-0.05","-0.36","0.78","9.31","0.73","8.75","1.1","1","0.5","0.95","0.9","0.65","0.4","0.3","1.5","0.3","0.3","0.85"
"219",="6189","豐藝","12/25","56.3","-0.6","-1.05","3.04","36.43","2.7","32.39","2.2","2.2","3","3.2","3","2.3","1.8","2.63","2.28","2.67","3.68","3.43"
"220",="2027","大成鋼","12/25","39.45","+0.25","+0.64","2.03","24.3","1.12","13.41","1.2","0.2","0.6","0.61","0.5","0.5","0.8","3","1","0.8","1.8","2.4"
"221",="6024","群益期","12/25","49.65","-0.05","-0.1","3.32","39.8","2.21","26.52","2.3","0.89","1.49","1.5","2.47","2.21","2.87","3.4","1.9","2.87","1.6","3.02"
"222",="6691","洋基工程","12/25","316.5","-5.5","-1.71","16.11","80.57","11.51","57.55","","","","","","","","8","10","6.3","14","19.25"
"223",="2073","雄順","12/25","29.9","+0.15","+0.5","2.82","5.63","2.31","4.62","","","","","","","","","","","2.8","1.82"
"224",="4438","廣越","12/25","112","0","0","8.11","73","5.46","49.16","","","","3.5","7.2","6.2","4.56","6","7.5","3.2","4.2","6.8"
"225","00726B","國泰5Y+新興債","12/25","34.34","-0.03","-0.09","","","1.68","10.07","","","","","","","1.2","1.79","1.69","1.52","1.79","2.08"
"226",="4569","六方科-KY","12/25","90.9","-1.4","-1.52","10.65","10.65","5.5","5.5","","","","","","","","","","","","5.5"
"227",="2387","精元","12/25","58.1","-1.2","-2.02","2.35","28.21","1.05","12.62","0.3","0.15","0.15","0.15","0.48","0.48","0.4","1.01","1","2","3","3.5"
"228",="2064","晉椿","12/25","16.6","-0.2","-1.19","0.93","11.17","1.08","12.9","1.5","0.1","1.5","2","1.2","1.5","1","1","0.6","0.5","1","1"
"229",="2397","友通","12/25","66.4","+0.4","+0.61","3.7","44.46","3.32","39.81","1.5","1.5","1.8","2.58","2.85","4.5","4.2","5.28","5","3","3.6","4"
"230",="4560","強信-KY","12/25","36.55","+0.05","+0.14","3.2","25.62","2.07","16.54","","","","","0","1.6","2.48","3.47","3.99","1","1.8","2.2"
"231",="6856","鑫傳","12/25","66.5","-0.3","-0.45","4.71","9.42","3.9","7.8","","","","","","","","","","","3.8","4"
"232",="00905","FT臺灣Smart","12/25","10.31","+0.02","+0.19","","","0.62","0.62","","","","","","","","","","","","0.62"
"233",="5443","均豪","12/25","29.95","-0.05","-0.17","1.07","12.88","1.08","12.97","0.3","0","0.7","0.8","1","1.8","1.22","1.3","1.56","1","1.5","1.8"
"234",="0056","元大高股息","12/25","36.65","+0.28","+0.77","","","1.45","17.35","1.3","0.85","1","1","1.3","0.95","1.45","1.8","1.6","1.8","2.1","2.2"
"235",="3047","訊舟","12/25","16.35","+0.25","+1.55","0.31","3.78","0.32","3.84","0","0.13","0.69","0.6","0.5","0.5","0","0","0.15","0.29","0","0.98"
"236",="2459","敦吉","12/25","63.6","+1.4","+2.25","3.87","46.46","2.71","32.54","1.8","2","1.5","2.53","2.5","2.6","3","3","3.01","3.3","3.5","3.8"
"237",="1434","福懋","12/25","25.15","-0.05","-0.2","1.9","22.79","1.44","17.3","1.2","1","1","1.4","1.2","1.5","1.9","2.1","2.5","1","1","1.5"
"238",="2606","裕民","12/25","50.4","-3.3","-6.15","2.22","26.6","1.96","23.55","3","2.5","2","2.2","1","0.75","1.2","1.8","1.9","1.2","3","3"
"239",="8114","振樺電","12/25","117.5","+2","+1.73","7.34","88.14","5.77","69.19","4.3","5","6.8","7.5","7.75","7.94","6.2","6.2","4.5","1.5","4.5","6.99"
"240",="4557","永新-KY","12/25","118","+2.5","+2.16","6.16","55.42","4.62","41.58","","","","1","5.58","5","5","5","5","3.5","4.5","7"
"241",="6534","正瀚-創","12/25","82.5","-1.5","-1.79","5.46","43.72","2.33","18.6","","","","","6.14","0.78","2.7","1","1.1","0.5","1.5","4.88"
"242",="00896","中信綠能及電動車","12/25","15.73","+0.1","+0.64","","","0.67","1.34","","","","","","","","","","","0.4","0.93"
"243",="4915","致伸","12/25","66","+0.3","+0.46","4.02","48.24","2.27","27.21","0.5","1.5","0.8","1.8","2.1","2.5","3.2","2.4","2.4","3","3.1","3.9"
"244",="2337","旺宏","12/25","30.5","+0.15","+0.49","1.53","18.35","0.71","8.57","0.38","0","0","0","0","0","1","1.2","1.19","1.2","1.8","1.8"
"245",="8215","明基材","12/25","33.9","-0.05","-0.15","1.18","14.15","0.75","9","0","0","0.3","1.3","1.2","0","0.9","0.6","0.5","0.7","1.5","2"
"246",="6281","全國電","12/25","84.8","+0.2","+0.24","4.9","58.83","4.27","51.3","4","4.9","3.5","3.9","3.7","4.3","4","4","4","5","5","5"
"247",="1531","高林股","12/25","13.65","-0.15","-1.09","0.92","11","0.78","9.4","2","1.2","1","0.8","0.6","0.6","0.8","0.5","0.2","0.2","0.7","0.8"
"248",="2342","茂矽","12/25","34.25","+0.05","+0.15","-0.44","-5.23","0.27","3.27","0","0","0","0","0","0","0","0.27","0","0.5","0.5","2"
"249",="6464","台數科","12/25","85.7","+0.1","+0.12","7.42","74.25","4.85","48.49","","","6.22","7","6.6","2","5","5.51","4.01","2.65","4.5","5"
"250",="3607","谷崧","12/25","17.15","-0.5","-2.83","-0.33","-3.97","1.86","22.28","3","2.94","3.19","4.15","4.2","1.5","0.8","0.5","0","0","1","1"
"251",="5538","東明-KY","12/25","34.3","-0.5","-1.44","3.22","35.39","2.04","22.43","","3","1.25","2.2","1","2","2.5","2","1.5","1.78","3.2","2"
"252",="6184","大豐電","12/25","51.5","0","0","3.04","36.52","2.27","27.29","2.8","2","2.5","1.99","0.5","0.5","2.5","2.5","3","3","3","3"
"253",="8213","志超","12/25","42.95","-0.05","-0.12","4.92","59.07","2.58","30.94","0.7","3","3","3.5","2","1.5","1.51","2.18","2.55","3.5","5","2.5"
"254",="2015","豐興","12/25","68.8","+1.3","+1.93","4.1","49.15","3.29","39.5","3","2.5","3","2.5","2.5","3","3.5","4","3","3.5","5","4"
"255",="5515","建國","12/25","17.2","-0.6","-3.37","0.92","11.07","0.7","8.37","0.5","1","1","0.52","0.51","0.5","0.5","0.5","0.52","0.8","1.02","1"
"256",="1527","鑽全","12/25","41.35","+0.1","+0.24","4.24","50.91","2.58","30.98","1.83","0.5","4.5","3","3.3","4.1","1.4","4","1.2","2.35","2.4","2.4"
"257",="00878","國泰永續高股息","12/25","21.38","+0.23","+1.09","","","0.86","3.45","","","","","","","","","0.05","0.98","1.18","1.24"
"258",="8163","達方","12/25","51.8","-0.7","-1.33","2.27","27.21","1.82","21.9","0.5","0.6","0.2","0.3","2","2","2","3.5","2.3","2.5","3","3"
"259",="8081","致新","12/25","242","-5","-2.02","9.8","117.6","7.69","92.25","7","7.1","5.65","6","5","5","4.5","5","7.5","9.5","16","14"
"260",="4942","嘉彰","12/25","43.25","-0.1","-0.23","3.3","39.65","2.03","24.34","2.25","2","1.64","1.5","1.26","1.5","1.2","2.5","2.5","2.5","3","2.5"
"261",="1517","利奇","12/25","15.6","-0.05","-0.32","0.93","11.13","0.48","5.8","0.7","0.7","0.5","0.5","0.5","0.2","0.2","0.25","0.2","0.35","0.8","0.9"
"262",="5347","世界","12/25","78","-0.2","-0.26","3.71","44.54","2.79","33.46","0.63","0.97","1.76","2.6","2.6","3","3","3.2","3.2","3.5","4.5","4.5"
"263",="2379","瑞昱","12/25","470","+6","+1.29","11.9","142.8","9.77","117.2","2.3","3.4","5","6","4","5","5.5","7","11","14","27","27"
"264",="5525","順天","12/25","26.15","+0.05","+0.19","1.65","19.75","0.99","11.9","0.4","0.8","1.7","1.2","1.5","0.3","1.2","2","0.5","0.5","0.3","1.5"
"265",="9927","泰銘","12/25","69.8","-0.6","-0.85","3.04","36.5","2.39","28.68","1.6","2.2","2","2.5","2","2.5","3","1.38","2","1","4.5","4"
"266",="6168","宏齊","12/25","26.25","-0.55","-2.05","0.46","5.49","0.61","7.36","0.15","0","0.11","1.4","0","0","1","1","0","0.7","1.5","1.5"
"267","00734B","台新JPM新興債","12/25","15.91","0","0","","","0.74","4.45","","","","","","","0.3","0.92","0.77","0.72","0.83","0.91"
"268",="6229","研通","12/25","28","+0.7","+2.56","1.1","13.17","0.84","10.13","0.5","0.12","0.97","0.78","0.04","0.67","0.46","0.93","0.54","1.02","2.5","1.6"
"269",="3332","幸康","12/25","43.8","+0.5","+1.15","2.96","35.46","2.1","25.25","3.2","1.9","2.8","2.65","2.2","2","3","2.2","0.8","1","1","2.5"
"270",="6182","合晶","12/25","43.75","-0.35","-0.79","0.41","4.86","0.8","9.64","0.02","0","0","0","0","0","0.38","2.5","1.8","1.1","1.35","2.5"
"271",="4972","湯石照明","12/25","28.45","+0.05","+0.18","2.57","30.88","1.98","23.78","1","1.06","1.5","1.8","2.8","2.6","2.3","2.36","2.24","2.4","2.1","1.62"
"272",="8416","實威","12/25","140.5","+1","+0.72","8.46","101.5","6.25","75","5","4","5","5.5","6","6","6","7.5","7","7","8","8"
"273","00741B","富邦全球非投等債","12/25","37.5","-0.09","-0.24","","","2.13","10.67","","","","","","","","2.51","1.88","1.75","2.39","2.13"
"274",="6792","詠業","12/25","88","0","0","5.43","16.29","4.67","14","","","","","","","","","","3.5","5.5","5"
"275",="4580","捷流閥業","12/25","92.4","-0.1","-0.11","7.47","37.33","4.76","23.78","","","","","","","","3.2","5","5.11","5.22","5.25"
"276",="3426","台興","12/25","40.5","-0.3","-0.74","3.24","29.14","2.06","18.5","","","","2.2","2","2.5","1","2.5","2","2","2","2.3"
"277","00788B","元大10年IG電能債","12/25","32.52","-0.09","-0.28","","","1.4","7.02","","","","","","","","0.7","1.45","1.36","1.66","1.84"
"278",="8367","建新國際","12/25","44.1","-0.7","-1.56","2.43","29.12","1.15","13.8","0.3","0.4","0.6","0.5","1","1.1","1","1","1.1","1.5","2.8","2.5"
"279",="2450","神腦","12/25","38.85","0","0","3.26","39.14","2.73","32.79","4.48","3.99","4","1.56","3","3.98","3.17","1.45","1.45","1.5","2","2.2"
"280",="5878","台名","12/25","47.7","0","0","3.4","37.39","2.78","30.55","","2.5","3","1","3","3.2","3.2","2.75","3","3.2","3","2.7"
"281","00794B","群益7+中國政金債","12/25","39.16","-0.02","-0.05","","","1.59","7.95","","","","","","","","0.39","1.48","1.38","2.48","2.22"
"282",="6269","台郡","12/25","88.4","-0.4","-0.45","9.03","108.4","3.96","47.57","1.96","1.99","2.5","2.07","4.49","4.46","5.02","5","4.97","5.12","5","5"
"283",="2535","達欣工","12/25","44.2","+0.15","+0.34","2.89","34.64","1.87","22.4","1.6","2.1","2.5","1.5","1","1.58","1.6","1.62","1.39","2.51","2.5","2.5"
"284",="6556","勝品","12/25","88.5","-0.6","-0.67","3.75","29.99","2.46","19.7","","","","","2.5","2","2","1.2","1.8","2","3.2","5"
"285",="00730","富邦臺灣優質高息","12/25","20.15","-0.06","-0.3","","","0.98","5.91","","","","","","","0.98","0.75","0.84","1.13","1.08","1.14"
"286",="8422","可寧衛","12/25","177.5","+0.5","+0.28","11.76","141.1","10.12","121.4","10.88","12.03","8","8","10","11.5","11","10","10","10","10","9.99"
"287",="2404","漢唐","12/25","267","-5.5","-2.02","9.3","111.6","7.86","94.33","3","1.8","2.4","2.5","4.5","6","6","10","13","17","13.13","15"
"288",="3029","零壹","12/25","64.1","-0.2","-0.31","2.1","25.25","1.66","19.97","0.7","0.8","0.85","0.41","1","1.2","1.3","1.5","2.01","3","3.6","3.6"
"289",="00912","中信臺灣智慧50","12/25","15.54","+0.08","+0.52","","","0.54","1.07","","","","","","","","","","","0.2","0.87"
"290",="00692","富邦公司治理","12/25","32.11","+0.06","+0.19","","","1.34","9.39","","","","","","1.14","0.83","0.79","0.84","1.97","2.03","1.79"
"291",="2069","運錩","12/25","17.9","+0.3","+1.7","1.98","17.79","1.26","11.33","","","","0.8","0.6","1.64","1.54","2.5","0.5","0.55","2.2","1"
"292",="3490","單井","12/25","23.3","0","0","1.87","22.48","0.95","11.37","1.5","0","1","3.71","0.21","0.25","0.5","0.49","0.5","0.7","1.2","1.3"
"293",="4535","至興","12/25","35.85","+0.05","+0.14","2.61","31.36","1.84","22.1","2.5","2","2","2.5","2.25","2.25","2.15","1.15","1","0.7","1.6","2"
"294","00842B","台新美元銀行債","12/25","33.39","+0.03","+0.09","","","1.34","6.71","","","","","","","","0.44","1.48","1.3","1.63","1.86"
"295","00710B","復華彭博非投等債","12/25","18.67","-0.01","-0.05","","","0.88","6.15","","","","","","0.1","0.96","1.06","1.02","0.96","1","1.04"
"296","00756B","群益投等新興公債","12/25","33.91","-0.07","-0.21","","","1.66","8.28","","","","","","","","1.2","1.82","1.63","1.73","1.89"
"297",="4958","臻鼎-KY","12/25","108","+0.5","+0.47","8.83","97.1","3.68","44.13","1","2","3","3.67","4.5","2.2","3.3","4.46","4.5","4.5","5","6"
"298",="6155","鈞寶","12/25","27","-0.2","-0.74","1.15","13.78","1.04","12.5","1.01","1.15","1.6","1.2","1.1","0.85","0.45","1","1.04","0.75","0.85","1.5"
"299",="8039","台虹","12/25","45","+1.75","+4.05","3.49","41.92","2.32","27.8","1.8","1.5","2.5","3","2","2","2.5","2.5","2.5","2.5","2.5","2.5"
"300",="4550","長佳","12/25","34.2","-0.05","-0.15","2.28","25.13","1.43","15.74","","1","1.5","1.25","1.26","1.97","1.27","1.25","1.5","1.68","1.15","1.9"
"301",="8433","弘帆","12/25","90","-3.3","-3.54","4.88","58.59","3.43","41.2","1.8","1.8","3","3.5","5.5","6.06","5.05","3","2","2","2.5","5"
"302",="3118","進階","12/25","30.65","+0.1","+0.33","1.89","22.68","1.74","20.9","2","1.7","1.7","2","2.2","1.9","1.9","1","1.3","1.6","1.9","1.7"
"303",="8271","宇瞻","12/25","59.5","-0.4","-0.67","3.38","40.52","2.29","27.53","1.44","1.62","2","2.2","2.01","2.4","2.6","2.5","2.55","2.02","2.89","3.3"
"304",="5523","豐謙","12/25","27.05","-0.05","-0.18","0.62","7.4","0.38","4.5","0","0","0","0","0","0","0.2","0.2","0.3","0.5","1.8","1.5"
"305",="4439","冠星-KY","12/25","126.5","0","0","12.22","61.08","5.21","26.04","","","","","","","","0","8.04","6.5","4.5","7"
